run,source_group,function,opcode,warp_instructions,thread_instructions,predicated_thread_instructions,stall_samples
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",F2I.FTZ.U32.TRUNC.NTZ,12000,384000,384000,0
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",IMAD.HI.U32,24000,768000,768000,4
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",ISETP.GT.U32.AND,16000,512000,512000,5
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",ISETP.GE.U32.AND,12000,384000,384000,0
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",LOP3.LUT,548000,17536000,17024000,2275
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",ISETP.NE.AND,804000,25728000,25728000,57
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",LDC.64,152000,4864000,4864000,322
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",IADD3,4000,128000,128000,0
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",IMAD.WIDE,280000,8960000,8960000,50
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",STG.E,8000,256000,255873,0
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",BSSY.RECONVERGENT,528000,16896000,16896000,5
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",BRA,680000,21760000,20864000,76
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",ISETP.GT.AND,4000,128000,128000,4
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",VIMNMX.U32,4000,128000,128000,0
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",IMAD.SHL.U32,4000,128000,128000,0
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",SHF.R.S32.HI,4000,128000,128000,3
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",BRX,4000,128000,128000,0
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",FADD,520000,16640000,16627200,263
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",BSYNC.RECONVERGENT,528000,16896000,16896000,35
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",FSEL,2072000,66304000,66304000,99
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",MOV.64,4000,128000,128000,0
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",P2R,128000,4096000,4096000,7
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",F2F.F64.F32,1548000,49536000,49536000,1731
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",NOP,9260000,296320000,296320000,1827
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",DADD,1544000,49408000,49408000,6086
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",CALL.ABS.NOINC,516000,16512000,16512000,2181
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",FSETP.NEU.AND,1032000,33024000,33024000,30
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",DSETP.NAN.AND,0,0,0,26
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",F2F.F32.F64,520000,16640000,16640000,2196
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",DSETP.MAX.AND,4000,128000,128000,1
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",SEL,4000,128000,128000,1
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",FMNMX,4000,128000,115200,15
node_q128_r500,5,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",FSETP.GTU.AND,4000,128000,128000,2
node_q128_r500,6,__internal_accurate_pow,ISETP.GT.U32.AND,10320000,329912340,329912340,745
node_q128_r500,6,__internal_accurate_pow,MOV,46423000,1348888680,920881710,15203
node_q128_r500,6,__internal_accurate_pow,UMOV.64,113520000,3629035740,3629035740,984
node_q128_r500,6,__internal_accurate_pow,BSSY.RECONVERGENT,5160000,164956170,164956170,44
node_q128_r500,6,__internal_accurate_pow,DMUL,43851500,1334269020,1169312850,128045
node_q128_r500,6,__internal_accurate_pow,LOP3.LUT,20640000,659824680,659824680,10493
node_q128_r500,6,__internal_accurate_pow,SHF.R.U32.HI,5160000,164956170,164956170,87
node_q128_r500,6,__internal_accurate_pow,LEA.HI,7731500,179575830,14619660,332
node_q128_r500,6,__internal_accurate_pow,ISETP.GE.U32.AND,5160000,164956170,164956170,35
node_q128_r500,6,__internal_accurate_pow,IADD,23211500,674444340,463635420,15802
node_q128_r500,6,__internal_accurate_pow,NOP,1604709000,50894218320,50894218320,197916
node_q128_r500,6,__internal_accurate_pow,DADD,157371500,4963304760,4963304760,564121
node_q128_r500,6,__internal_accurate_pow,MUFU.RCP64H,5160000,164956170,164956170,10184
node_q128_r500,6,__internal_accurate_pow,DFMA,211560000,6763202970,6763202970,848468
node_q128_r500,6,__internal_accurate_pow,MOV.64,15480000,494868510,494868510,29458
node_q128_r500,6,__internal_accurate_pow,HFMA2,5160000,164956170,164956170,45
node_q128_r500,6,__internal_accurate_pow,IMAD.SHL.U32,5160000,164956170,164956170,79
node_q128_r500,6,__internal_accurate_pow,SEL,5160000,164956170,164956170,221
node_q128_r500,6,__internal_accurate_pow,FSETP.GEU.AND,7731500,179575830,179575830,15254
node_q128_r500,6,__internal_accurate_pow,IMAD,7731500,179575830,164956170,14920
node_q128_r500,6,__internal_accurate_pow,BRA,5160000,164956170,150336510,1634
node_q128_r500,6,__internal_accurate_pow,DSETP.GEU.AND,2571500,14619660,14619660,4280
node_q128_r500,6,__internal_accurate_pow,SHF.R.S32.HI,2571500,14619660,0,4885
node_q128_r500,6,__internal_accurate_pow,FSEL,15463000,359151660,359151660,18074
node_q128_r500,6,__internal_accurate_pow,LEA,2571500,14619660,0,101
node_q128_r500,6,__internal_accurate_pow,BSYNC.RECONVERGENT,7731500,164956170,164956170,286
node_q128_r500,6,__internal_accurate_pow,DSETP.NEU.AND,5160000,164956170,164956170,8932
node_q128_r500,6,__internal_accurate_pow,RET.ABS.NODEC,5160000,164956170,164956170,46
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",LDC,160000,5118730,5118730,10
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",S2R,80000,2560000,2560000,2
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",LDCU,440000,14077460,14077460,10
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",IADD,5000000,159866650,146194075,102
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",UIMAD,120000,3840000,3840000,20
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",IMAD,440000,14074920,14074920,61
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",ISETP.GE.AND,280000,8956190,8956190,16
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",EXIT,80000,2560000,1280000,15
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",HFMA2,5280000,168793630,168793630,55
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",MOV,18840000,602293260,602286693,3729
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",LDCU.64,80000,2560000,2560000,1
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",UMOV,160000,5117460,5117460,10
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",LDG.E,10640000,340144720,340016847,752
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",IABS,320000,10236190,10236190,28
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",I2F.RP,120000,3838730,3838730,5
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",MUFU.RCP,120000,3838730,3838730,19
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",F2I.FTZ.U32.TRUNC.NTZ,120000,3838730,3838730,7
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",IMAD.HI.U32,240000,7677460,7677460,9
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",ISETP.GT.U32.AND,160000,5117460,5117460,9
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",ISETP.GE.U32.AND,120000,3838730,3838730,4
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",LOP3.LUT,5480000,175191090,170073630,15052
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",ISETP.NE.AND,8040000,257028540,257028540,306
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",LDC.64,1520000,48593010,48593010,2243
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",IADD3,40000,1280000,1280000,2
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",IMAD.WIDE,2800000,89513640,89513640,300
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",STG.E,80000,2558730,2552163,5
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",BSSY.RECONVERGENT,5280000,168793630,168793630,41
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",BRA,6800000,217386640,208434260,429
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",ISETP.GT.AND,40000,1278730,1278730,19
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",VIMNMX.U32,40000,1278730,1278730,3
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",IMAD.SHL.U32,40000,1278730,1278730,0
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",SHF.R.S32.HI,40000,1278730,1278730,23
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",BRX,40000,1278730,1278730,2
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",FADD,5200000,166234900,166107027,1237
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",BSYNC.RECONVERGENT,5280230,168793630,168793630,286
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",FSEL,20720000,662382140,662382140,619
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",MOV.64,40000,1278730,1278730,0
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",P2R,1280000,40919360,40919360,59
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",F2F.F64.F32,15480000,494868510,494868510,39586
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",NOP,92600000,2960259950,2960259950,11411
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",DADD,15440000,493589780,493589780,68248
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",CALL.ABS.NOINC,5160000,164956170,164956170,14873
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",FSETP.NEU.AND,10320000,329912340,329912340,197
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",DSETP.NAN.AND,0,0,0,207
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",F2F.F32.F64,5200000,166234900,166234900,22071
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",DSETP.MAX.AND,40000,1278730,1278730,9
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",SEL,40000,1278730,1278730,1
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",FMNMX,40000,1278730,1150857,150
node_q128_r500,7,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",FSETP.GTU.AND,40000,1278730,1278730,1
