run,launch_ordinal,kernel,metric,unit,value
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_lsu_mem_local_op_st.min.per_second,sector/s,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum.per_second,sector/s,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_lsu_mem_local_op_st_lookup_hit.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_lsu_mem_local_op_st_lookup_miss.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_tex_mem_surface_op_atom.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_tex_mem_surface_op_atom_lookup_hit.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_tex_mem_surface_op_atom_lookup_miss.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_tex_mem_surface_op_ld.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_tex_mem_surface_op_ld_lookup_hit.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_tex_mem_surface_op_ld_lookup_miss.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_tex_mem_surface_op_red.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_tex_mem_surface_op_red_lookup_hit.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_tex_mem_surface_op_red_lookup_miss.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_tex_mem_surface_op_st.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_tex_mem_surface_op_st_lookup_hit.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_tex_mem_surface_op_st_lookup_miss.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_tex_mem_texture.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_tex_mem_texture_lookup_hit.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__t_sectors_pipe_tex_mem_texture_lookup_miss.sum,sector,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__tex_writeback_active.avg.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__tex_writeback_active.max.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__tex_writeback_active.min.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__tex_writeback_active.sum,cycle,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__tex_writeback_active.sum.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__texin_sm2tex_req_cycles_active.avg.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__texin_sm2tex_req_cycles_active.max.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__texin_sm2tex_req_cycles_active.min.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__texin_sm2tex_req_cycles_active.sum.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__throughput.avg.pct_of_peak_sustained_active,%,2.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__throughput.avg.pct_of_peak_sustained_elapsed,%,0.03
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__throughput.max.pct_of_peak_sustained_active,%,150.58
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__throughput.max.pct_of_peak_sustained_elapsed,%,2.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__throughput.min.pct_of_peak_sustained_active,%,0.02
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__throughput.min.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__throughput.sum.pct_of_peak_sustained_active,%,2.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__throughput.sum.pct_of_peak_sustained_elapsed,%,0.03
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__tmain_requests.avg.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__tmain_requests.max.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__tmain_requests.min.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",l1tex__tmain_requests.sum.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__barrier_count,,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__block_dim_x,block,512
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__block_dim_y,block,1
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__block_dim_z,block,1
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__block_size,,512
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__cluster_dim_x,,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__cluster_dim_y,,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__cluster_dim_z,,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__cluster_max_active,cluster,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__cluster_max_potential_size,block,8
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__cluster_scheduling_policy,,PolicySpread
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__cluster_size,,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__execution_model,,SIMT
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__func_cache_config,,CachePreferNone
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__grid_dim_x,,3
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__grid_dim_y,,1
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__grid_dim_z,,1
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__grid_size,,3
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__kernel_name,,
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__occupancy_cluster_gpu_pct,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__occupancy_cluster_pct,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__occupancy_limit_barriers,block,24
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__occupancy_limit_blocks,block,24
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__occupancy_limit_registers,block,2
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__occupancy_limit_shared_mem,block,8
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__occupancy_limit_warps,block,3
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__occupancy_per_barrier_count,,608
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__occupancy_per_block_size,,1950
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__occupancy_per_cluster_size,,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__occupancy_per_register_count,,3760
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__occupancy_per_shared_mem_size,,1696
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__persisting_l2_cache_size,byte,25165824
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__preferred_cluster_dim_x,,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__preferred_cluster_dim_y,,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__preferred_cluster_dim_z,,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__preferred_cluster_size,,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__registers_per_thread,register/thread,48
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__registers_per_thread_allocated,register/thread,48
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__shared_mem_config_size,byte,8192
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__shared_mem_per_block,byte/block,1024
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__shared_mem_per_block_allocated,byte/block,1024
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__shared_mem_per_block_driver,byte/block,1024
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__shared_mem_per_block_dynamic,byte/block,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__shared_mem_per_block_static,byte/block,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__sm_count,SM,188
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__stack_size,,47536
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__thread_count,thread,1536
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__tpc_count,,94
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__tpc_enabled,,all
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__user_grid_dim_x,,3
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__user_grid_dim_y,,1
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__user_grid_dim_z,,1
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__user_grid_size,,3
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__uses_blocks_as_clusters,,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__uses_cdp,,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__uses_green_context,,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__uses_mps,,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__uses_vgpu,,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",launch__waves_per_multiprocessor,,0.01
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__cycles_active.avg,cycle,4242.03
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__cycles_active.max,cycle,8900
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__cycles_active.min,cycle,3313
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__cycles_active.sum,cycle,271490
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__cycles_elapsed.avg,cycle,2915527
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__cycles_elapsed.max,cycle,2915527
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__cycles_elapsed.min,cycle,2915527
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__cycles_elapsed.sum,cycle,186593728
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__d_atomic_input_cycles_active.avg.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__d_atomic_input_cycles_active.max.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__d_atomic_input_cycles_active.min.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__d_atomic_input_cycles_active.sum.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__d_decomp_input_sectors.avg.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__d_decomp_input_sectors.max.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__d_decomp_input_sectors.min.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__d_decomp_input_sectors.sum.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__d_sectors.avg.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__d_sectors.max.pct_of_peak_sustained_elapsed,%,0.01
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__d_sectors.min.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__d_sectors.sum.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__d_sectors_fill_device.avg.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__d_sectors_fill_device.max.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__d_sectors_fill_device.min.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__d_sectors_fill_device.sum.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__lts2xbar_cycles_active.avg.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__lts2xbar_cycles_active.max.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__lts2xbar_cycles_active.min.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__lts2xbar_cycles_active.sum.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_requests.sum,request,9413
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_requests_srcunit_gcc.sum,request,36
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_requests_srcunit_tex.sum,request,6314
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_requests_srcunit_tex_op_atom_dot_alu.sum,request,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_requests_srcunit_tex_op_atom_dot_cas.sum,request,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_requests_srcunit_tex_op_read.sum,request,6233
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_requests_srcunit_tex_op_red.sum,request,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_requests_srcunit_tex_op_write.sum,request,80
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_sector_op_read_hit_rate.pct,%,102.45
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_sector_op_write_hit_rate.pct,%,16.63
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_sectors.avg.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_sectors.avg.peak_sustained,sector/cycle,2
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_sectors.avg.per_cycle_elapsed,sector/cycle,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_sectors.max.pct_of_peak_sustained_elapsed,%,0.01
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_sectors.min.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_sectors.sum,sector,10680
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_sectors.sum.pct_of_peak_sustained_elapsed,%,0.00
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_sectors.sum.per_second,sector/s,7335164.84
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_sectors_data_ecc.avg.pct_of_peak_sustained_elapsed,%,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_sectors_data_ecc.avg.peak_sustained,sector/cycle,8
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_sectors_data_ecc.avg.per_cycle_elapsed,sector/cycle,0
node_q128_r500,0,"nodeProcessRnn(TN *, float, float *, int *, int *, int *, char *, int *, int, int, int, int *, int, int, int, int, int)",lts__t_sectors_data_ecc.sum,sector,0
