case,process,order,variant,batch,sample,event_us,host_us
n65536_q32_r300,0,AB,A,1,0,239.007996,255.226
n65536_q32_r300,0,AB,A,1,1,234.784012,241.786
n65536_q32_r300,0,AB,A,1,2,233.664001,240.455
n65536_q32_r300,0,AB,A,1,3,234.080002,240.782
n65536_q32_r300,0,AB,A,1,4,234.047989,240.631
n65536_q32_r300,0,AB,A,1,5,236.159988,242.576
n65536_q32_r300,0,AB,A,1,6,234.975998,241.78
n65536_q32_r300,0,AB,A,1,7,234.304001,241.262
n65536_q32_r300,0,AB,A,1,8,235.967987,242.523
n65536_q32_r300,0,AB,A,1,9,233.855988,240.5
n65536_q32_r300,0,AB,A,1,10,233.983994,240.722
n65536_q32_r300,0,AB,A,1,11,233.472,240.052
n65536_q32_r300,0,AB,A,1,12,234.112,239.5
n65536_q32_r300,0,AB,A,1,13,235.615997,240.469
n65536_q32_r300,0,AB,A,1,14,234.911987,239.924
n65536_q32_r300,0,AB,A,1,15,235.456009,241.041
n65536_q32_r300,0,AB,A,1,16,234.080002,240.175
n65536_q32_r300,0,AB,A,1,17,234.464005,241.039
n65536_q32_r300,0,AB,A,1,18,234.528,240.776
n65536_q32_r300,0,AB,A,1,19,234.59201,241.138
n65536_q32_r300,0,AB,A,1,20,234.143997,240.662
n65536_q32_r300,0,AB,A,1,21,234.112,240.683
n65536_q32_r300,0,AB,A,1,22,234.23999,241.067
n65536_q32_r300,0,AB,A,1,23,235.712006,242.305
n65536_q32_r300,0,AB,A,1,24,235.967987,242.594
n65536_q32_r300,0,AB,A,1,25,234.112,240.638
n65536_q32_r300,0,AB,A,1,26,234.175995,240.77
n65536_q32_r300,0,AB,A,1,27,233.983994,240.727
n65536_q32_r300,0,AB,A,1,28,234.304001,240.575
n65536_q32_r300,0,AB,A,1,29,234.23999,240.737
n65536_q32_r300,0,AB,A,1,30,234.112,240.635
n65536_q32_r300,0,AB,A,1,31,234.143997,241.005
n65536_q32_r300,0,AB,A,1,32,233.600006,240.204
n65536_q32_r300,0,AB,A,1,33,234.016006,240.614
n65536_q32_r300,0,AB,A,1,34,234.047989,240.661
n65536_q32_r300,0,AB,A,1,35,234.112,240.917
n65536_q32_r300,0,AB,A,1,36,234.847992,241.397
n65536_q32_r300,0,AB,A,1,37,233.248001,239.838
n65536_q32_r300,0,AB,A,1,38,234.175995,240.737
n65536_q32_r300,0,AB,A,1,39,234.272003,241.01
n65536_q32_r300,0,AB,A,1,40,234.623993,241.279
n65536_q32_r300,0,AB,A,1,41,235.136002,241.632
n65536_q32_r300,0,AB,A,1,42,234.080002,240.646
n65536_q32_r300,0,AB,A,1,43,234.143997,241.038
n65536_q32_r300,0,AB,A,1,44,233.983994,241.28
n65536_q32_r300,0,AB,A,1,45,234.080002,240.631
n65536_q32_r300,0,AB,A,1,46,234.080002,240.765
n65536_q32_r300,0,AB,A,1,47,234.143997,241.038
n65536_q32_r300,0,AB,A,1,48,233.695999,240.287
n65536_q32_r300,0,AB,A,1,49,234.175995,240.837
n65536_q32_r300,0,AB,A,1,50,235.231995,241.882
n65536_q32_r300,0,AB,A,1,51,234.112,240.798
n65536_q32_r300,0,AB,A,1,52,233.919998,240.511
n65536_q32_r300,0,AB,A,1,53,234.143997,240.638
n65536_q32_r300,0,AB,A,1,54,234.175995,240.708
n65536_q32_r300,0,AB,A,1,55,233.951996,240.866
n65536_q32_r300,0,AB,A,1,56,234.047989,240.621
n65536_q32_r300,0,AB,A,1,57,234.047989,240.789
n65536_q32_r300,0,AB,A,1,58,234.175995,240.684
n65536_q32_r300,0,AB,A,1,59,233.311996,239.834
n65536_q32_r300,0,AB,A,1,60,234.911987,242.833
n65536_q32_r300,0,AB,A,1,61,234.815994,241.612
n65536_q32_r300,0,AB,A,1,62,234.208008,240.685
n65536_q32_r300,0,AB,A,1,63,234.047989,240.658
n65536_q32_r300,0,AB,A,1,64,234.175995,242.745
n65536_q32_r300,0,AB,A,1,65,236.095993,242.758
n65536_q32_r300,0,AB,A,1,66,235.231995,241.79
n65536_q32_r300,0,AB,A,1,67,235.199997,240.747
n65536_q32_r300,0,AB,A,1,68,234.367996,240.951
n65536_q32_r300,0,AB,A,1,69,233.919998,240.48
n65536_q32_r300,0,AB,A,1,70,234.208008,240.732
n65536_q32_r300,0,AB,A,1,71,234.272003,239.762
n65536_q32_r300,0,AB,A,1,72,237.216003,241.896
n65536_q32_r300,0,AB,A,1,73,232.768005,239.493
n65536_q32_r300,0,AB,A,1,74,234.751999,240.02
n65536_q32_r300,0,AB,A,1,75,234.847992,240.384
n65536_q32_r300,0,AB,A,1,76,234.400009,240.906
n65536_q32_r300,0,AB,A,1,77,236.0,242.617
n65536_q32_r300,0,AB,A,1,78,237.087997,243.522
n65536_q32_r300,0,AB,A,1,79,236.223999,242.79
n65536_q32_r300,0,AB,A,1,80,235.29599,241.985
n65536_q32_r300,0,AB,A,1,81,235.967987,242.687
n65536_q32_r300,0,AB,A,1,82,234.112,239.746
n65536_q32_r300,0,AB,A,1,83,235.039993,239.754
n65536_q32_r300,0,AB,A,1,84,235.072006,240.757
n65536_q32_r300,0,AB,A,1,85,233.983994,239.534
n65536_q32_r300,0,AB,A,1,86,235.103989,240.723
n65536_q32_r300,0,AB,A,1,87,234.047989,240.602
n65536_q32_r300,0,AB,A,1,88,234.112,242.999
n65536_q32_r300,0,AB,A,1,89,234.944,240.533
n65536_q32_r300,0,AB,A,1,90,234.112,239.75
n65536_q32_r300,0,AB,A,1,91,235.072006,239.764
n65536_q32_r300,0,AB,A,1,92,233.503998,240.511
n65536_q32_r300,0,AB,A,1,93,236.192001,242.832
n65536_q32_r300,0,AB,A,1,94,234.080002,240.555
n65536_q32_r300,0,AB,A,1,95,234.304001,240.755
n65536_q32_r300,0,AB,A,1,96,235.136002,240.8
n65536_q32_r300,0,AB,A,1,97,236.0,241.369
n65536_q32_r300,0,AB,A,1,98,235.29599,240.981
n65536_q32_r300,0,AB,A,1,99,237.023987,241.717
n65536_q32_r300,0,AB,A,64,0,231.60701,231.699469
n65536_q32_r300,0,AB,A,64,1,231.595001,231.703156
n65536_q32_r300,0,AB,A,64,2,231.633499,231.746
n65536_q32_r300,0,AB,A,64,3,231.610001,231.707094
n65536_q32_r300,0,AB,A,64,4,231.705994,231.800016
n65536_q32_r300,0,AB,A,64,5,231.645493,231.754891
n65536_q32_r300,0,AB,A,64,6,231.730499,231.843437
n65536_q32_r300,0,AB,A,64,7,231.652496,231.765672
n65536_q32_r300,0,AB,A,64,8,231.673492,231.775281
n65536_q32_r300,0,AB,A,64,9,231.667999,231.845687
n65536_q32_r300,0,AB,A,64,10,231.694992,231.802797
n65536_q32_r300,0,AB,A,64,11,231.696503,231.807687
n65536_q32_r300,0,AB,A,64,12,231.666504,231.7735
n65536_q32_r300,0,AB,A,64,13,231.778,231.886766
n65536_q32_r300,0,AB,A,64,14,231.667511,231.773594
n65536_q32_r300,0,AB,A,64,15,231.636002,231.742875
n65536_q32_r300,0,AB,A,64,16,231.699493,231.806734
n65536_q32_r300,0,AB,A,64,17,231.701004,231.809344
n65536_q32_r300,0,AB,A,64,18,231.710999,231.820437
n65536_q32_r300,0,AB,A,64,19,231.7005,231.790562
n65536_q32_r300,0,AB,B,1,0,214.367996,222.498
n65536_q32_r300,0,AB,B,1,1,213.632004,220.865
n65536_q32_r300,0,AB,B,1,2,212.479996,219.314
n65536_q32_r300,0,AB,B,1,3,213.440002,220.079
n65536_q32_r300,0,AB,B,1,4,212.416,218.971
n65536_q32_r300,0,AB,B,1,5,212.608002,219.166
n65536_q32_r300,0,AB,B,1,6,210.528,217.383
n65536_q32_r300,0,AB,B,1,7,217.216003,223.939
n65536_q32_r300,0,AB,B,1,8,214.720001,221.283
n65536_q32_r300,0,AB,B,1,9,212.512009,219.159
n65536_q32_r300,0,AB,B,1,10,210.591995,217.471
n65536_q32_r300,0,AB,B,1,11,214.080002,220.544
n65536_q32_r300,0,AB,B,1,12,212.639999,219.134
n65536_q32_r300,0,AB,B,1,13,214.591995,221.18
n65536_q32_r300,0,AB,B,1,14,215.455994,222.198
n65536_q32_r300,0,AB,B,1,15,212.576004,219.447
n65536_q32_r300,0,AB,B,1,16,212.992004,219.669
n65536_q32_r300,0,AB,B,1,17,214.783997,221.279
n65536_q32_r300,0,AB,B,1,18,214.591995,221.268
n65536_q32_r300,0,AB,B,1,19,212.543991,219.545
n65536_q32_r300,0,AB,B,1,20,213.024002,219.619
n65536_q32_r300,0,AB,B,1,21,212.543991,219.212
n65536_q32_r300,0,AB,B,1,22,212.479996,219.13
n65536_q32_r300,0,AB,B,1,23,212.639999,219.291
n65536_q32_r300,0,AB,B,1,24,216.671997,223.569
n65536_q32_r300,0,AB,B,1,25,212.031998,218.753
n65536_q32_r300,0,AB,B,1,26,212.512009,219.209
n65536_q32_r300,0,AB,B,1,27,212.447998,219.059
n65536_q32_r300,0,AB,B,1,28,214.240005,221.485
n65536_q32_r300,0,AB,B,1,29,215.296005,221.002
n65536_q32_r300,0,AB,B,1,30,213.503998,219.069
n65536_q32_r300,0,AB,B,1,31,214.688004,221.236
n65536_q32_r300,0,AB,B,1,32,212.608002,219.274
n65536_q32_r300,0,AB,B,1,33,214.528,221.428
n65536_q32_r300,0,AB,B,1,34,214.335999,221.096
n65536_q32_r300,0,AB,B,1,35,214.720001,221.115
n65536_q32_r300,0,AB,B,1,36,212.70401,219.226
n65536_q32_r300,0,AB,B,1,37,212.608002,222.947
n65536_q32_r300,0,AB,B,1,38,215.872009,222.598
n65536_q32_r300,0,AB,B,1,39,215.807999,222.295
n65536_q32_r300,0,AB,B,1,40,212.639999,219.271
n65536_q32_r300,0,AB,B,1,41,214.688004,221.267
n65536_q32_r300,0,AB,B,1,42,212.543991,219.36
n65536_q32_r300,0,AB,B,1,43,215.776001,222.002
n65536_q32_r300,0,AB,B,1,44,212.639999,219.16
n65536_q32_r300,0,AB,B,1,45,210.559998,216.461
n65536_q32_r300,0,AB,B,1,46,213.376007,219.487
n65536_q32_r300,0,AB,B,1,47,217.056,222.692
n65536_q32_r300,0,AB,B,1,48,214.559998,220.448
n65536_q32_r300,0,AB,B,1,49,213.376007,218.877
n65536_q32_r300,0,AB,B,1,50,211.584,218.27
n65536_q32_r300,0,AB,B,1,51,212.479996,219.194
n65536_q32_r300,0,AB,B,1,52,213.440002,220.138
n65536_q32_r300,0,AB,B,1,53,214.591995,221.186
n65536_q32_r300,0,AB,B,1,54,214.720001,221.274
n65536_q32_r300,0,AB,B,1,55,214.624008,221.288
n65536_q32_r300,0,AB,B,1,56,213.503998,220.195
n65536_q32_r300,0,AB,B,1,57,214.624008,221.304
n65536_q32_r300,0,AB,B,1,58,214.432007,221.075
n65536_q32_r300,0,AB,B,1,59,213.632004,220.167
n65536_q32_r300,0,AB,B,1,60,212.223999,219.453
n65536_q32_r300,0,AB,B,1,61,213.472,219.649
n65536_q32_r300,0,AB,B,1,62,213.119995,219.636
n65536_q32_r300,0,AB,B,1,63,215.519989,221.394
n65536_q32_r300,0,AB,B,1,64,217.535995,223.171
n65536_q32_r300,0,AB,B,1,65,212.70401,219.298
n65536_q32_r300,0,AB,B,1,66,215.391998,222.038
n65536_q32_r300,0,AB,B,1,67,212.576004,219.192
n65536_q32_r300,0,AB,B,1,68,214.591995,220.912
n65536_q32_r300,0,AB,B,1,69,215.936005,221.659
n65536_q32_r300,0,AB,B,1,70,214.240005,220.966
n65536_q32_r300,0,AB,B,1,71,212.639999,219.294
n65536_q32_r300,0,AB,B,1,72,214.655991,221.153
n65536_q32_r300,0,AB,B,1,73,216.479996,221.161
n65536_q32_r300,0,AB,B,1,74,215.519989,220.33
n65536_q32_r300,0,AB,B,1,75,214.272003,219.968
n65536_q32_r300,0,AB,B,1,76,212.671997,219.281
n65536_q32_r300,0,AB,B,1,77,214.528,221.225
n65536_q32_r300,0,AB,B,1,78,214.720001,221.446
n65536_q32_r300,0,AB,B,1,79,214.463989,221.126
n65536_q32_r300,0,AB,B,1,80,214.591995,221.191
n65536_q32_r300,0,AB,B,1,81,210.399994,217.193
n65536_q32_r300,0,AB,B,1,82,214.688004,221.209
n65536_q32_r300,0,AB,B,1,83,214.655991,221.445
n65536_q32_r300,0,AB,B,1,84,215.488007,222.064
n65536_q32_r300,0,AB,B,1,85,212.384003,219.121
n65536_q32_r300,0,AB,B,1,86,214.655991,221.227
n65536_q32_r300,0,AB,B,1,87,212.512009,219.366
n65536_q32_r300,0,AB,B,1,88,218.464005,225.153
n65536_q32_r300,0,AB,B,1,89,214.591995,221.216
n65536_q32_r300,0,AB,B,1,90,212.70401,219.253
n65536_q32_r300,0,AB,B,1,91,212.543991,219.281
n65536_q32_r300,0,AB,B,1,92,214.016006,221.213
n65536_q32_r300,0,AB,B,1,93,215.455994,222.192
n65536_q32_r300,0,AB,B,1,94,212.671997,219.171
n65536_q32_r300,0,AB,B,1,95,212.608002,219.168
n65536_q32_r300,0,AB,B,1,96,212.543991,219.289
n65536_q32_r300,0,AB,B,1,97,214.463989,221.168
n65536_q32_r300,0,AB,B,1,98,212.608002,219.198
n65536_q32_r300,0,AB,B,1,99,215.807999,222.37
n65536_q32_r300,0,AB,B,64,0,212.680496,212.786078
n65536_q32_r300,0,AB,B,64,1,212.592499,212.701578
n65536_q32_r300,0,AB,B,64,2,212.335999,212.445578
n65536_q32_r300,0,AB,B,64,3,212.686005,212.797
n65536_q32_r300,0,AB,B,64,4,212.64151,212.733656
n65536_q32_r300,0,AB,B,64,5,212.667999,212.760969
n65536_q32_r300,0,AB,B,64,6,212.524002,212.630453
n65536_q32_r300,0,AB,B,64,7,212.227493,212.319797
n65536_q32_r300,0,AB,B,64,8,212.655502,212.748672
n65536_q32_r300,0,AB,B,64,9,212.338501,212.448422
n65536_q32_r300,0,AB,B,64,10,212.334503,212.441906
n65536_q32_r300,0,AB,B,64,11,212.59549,212.701281
n65536_q32_r300,0,AB,B,64,12,212.175995,212.285516
n65536_q32_r300,0,AB,B,64,13,212.529495,212.639062
n65536_q32_r300,0,AB,B,64,14,212.1315,212.2375
n65536_q32_r300,0,AB,B,64,15,212.548492,212.653687
n65536_q32_r300,0,AB,B,64,16,212.244492,212.350656
n65536_q32_r300,0,AB,B,64,17,212.4655,212.573719
n65536_q32_r300,0,AB,B,64,18,212.189011,212.290094
n65536_q32_r300,0,AB,B,64,19,215.614502,215.698156
n65536_q32_r300,1,BA,B,1,0,218.335999,232.749
n65536_q32_r300,1,BA,B,1,1,212.096008,218.815
n65536_q32_r300,1,BA,B,1,2,209.727997,214.949
n65536_q32_r300,1,BA,B,1,3,213.472,218.146
n65536_q32_r300,1,BA,B,1,4,213.952011,218.491
n65536_q32_r300,1,BA,B,1,5,214.240005,218.872
n65536_q32_r300,1,BA,B,1,6,211.871994,217.252
n65536_q32_r300,1,BA,B,1,7,212.160004,218.227
n65536_q32_r300,1,BA,B,1,8,213.119995,218.919
n65536_q32_r300,1,BA,B,1,9,212.70401,219.045
n65536_q32_r300,1,BA,B,1,10,213.311996,219.783
n65536_q32_r300,1,BA,B,1,11,209.82399,216.224
n65536_q32_r300,1,BA,B,1,12,212.800003,219.394
n65536_q32_r300,1,BA,B,1,13,210.815994,217.293
n65536_q32_r300,1,BA,B,1,14,218.143997,223.547
n65536_q32_r300,1,BA,B,1,15,214.81601,220.198
n65536_q32_r300,1,BA,B,1,16,210.080002,216.206
n65536_q32_r300,1,BA,B,1,17,211.839996,218.284
n65536_q32_r300,1,BA,B,1,18,214.144012,220.451
n65536_q32_r300,1,BA,B,1,19,214.880005,221.178
n65536_q32_r300,1,BA,B,1,20,214.208008,220.342
n65536_q32_r300,1,BA,B,1,21,211.487991,219.251
n65536_q32_r300,1,BA,B,1,22,214.144012,220.42
n65536_q32_r300,1,BA,B,1,23,210.848007,217.343
n65536_q32_r300,1,BA,B,1,24,214.175995,220.314
n65536_q32_r300,1,BA,B,1,25,212.863998,219.435
n65536_q32_r300,1,BA,B,1,26,211.968002,218.485
n65536_q32_r300,1,BA,B,1,27,212.832001,219.255
n65536_q32_r300,1,BA,B,1,28,212.031998,218.155
n65536_q32_r300,1,BA,B,1,29,212.512009,219.276
n65536_q32_r300,1,BA,B,1,30,213.152008,218.975
n65536_q32_r300,1,BA,B,1,31,213.376007,219.745
n65536_q32_r300,1,BA,B,1,32,210.048004,216.48
n65536_q32_r300,1,BA,B,1,33,212.896011,219.255
n65536_q32_r300,1,BA,B,1,34,211.040009,217.338
n65536_q32_r300,1,BA,B,1,35,211.904007,218.312
n65536_q32_r300,1,BA,B,1,36,211.104004,217.527
n65536_q32_r300,1,BA,B,1,37,211.328003,217.947
n65536_q32_r300,1,BA,B,1,38,211.263992,216.311
n65536_q32_r300,1,BA,B,1,39,211.136002,217.24
n65536_q32_r300,1,BA,B,1,40,213.952011,219.287
n65536_q32_r300,1,BA,B,1,41,213.824005,220.431
n65536_q32_r300,1,BA,B,1,42,216.192001,222.384
n65536_q32_r300,1,BA,B,1,43,211.871994,218.187
n65536_q32_r300,1,BA,B,1,44,212.863998,219.319
n65536_q32_r300,1,BA,B,1,45,213.983994,220.565
n65536_q32_r300,1,BA,B,1,46,212.096008,218.271
n65536_q32_r300,1,BA,B,1,47,210.87999,217.262
n65536_q32_r300,1,BA,B,1,48,212.128006,218.351
n65536_q32_r300,1,BA,B,1,49,210.87999,217.259
n65536_q32_r300,1,BA,B,1,50,213.024002,219.539
n65536_q32_r300,1,BA,B,1,51,212.927994,219.329
n65536_q32_r300,1,BA,B,1,52,213.119995,219.44
n65536_q32_r300,1,BA,B,1,53,210.815994,216.338
n65536_q32_r300,1,BA,B,1,54,212.447998,221.646
n65536_q32_r300,1,BA,B,1,55,214.751999,221.157
n65536_q32_r300,1,BA,B,1,56,211.136002,217.244
n65536_q32_r300,1,BA,B,1,57,211.839996,218.295
n65536_q32_r300,1,BA,B,1,58,211.104004,217.402
n65536_q32_r300,1,BA,B,1,59,212.927994,219.403
n65536_q32_r300,1,BA,B,1,60,213.119995,219.328
n65536_q32_r300,1,BA,B,1,61,210.656006,217.346
n65536_q32_r300,1,BA,B,1,62,210.975998,217.29
n65536_q32_r300,1,BA,B,1,63,209.856003,216.358
n65536_q32_r300,1,BA,B,1,64,213.088013,219.396
n65536_q32_r300,1,BA,B,1,65,213.952011,220.203
n65536_q32_r300,1,BA,B,1,66,211.136002,216.257
n65536_q32_r300,1,BA,B,1,67,210.912003,216.086
n65536_q32_r300,1,BA,B,1,68,211.040009,217.562
n65536_q32_r300,1,BA,B,1,69,211.807999,217.246
n65536_q32_r300,1,BA,B,1,70,214.175995,218.381
n65536_q32_r300,1,BA,B,1,71,212.960007,218.312
n65536_q32_r300,1,BA,B,1,72,215.104004,221.432
n65536_q32_r300,1,BA,B,1,73,211.871994,218.375
n65536_q32_r300,1,BA,B,1,74,213.119995,219.351
n65536_q32_r300,1,BA,B,1,75,216.0,222.196
n65536_q32_r300,1,BA,B,1,76,212.639999,219.261
n65536_q32_r300,1,BA,B,1,77,210.815994,217.372
n65536_q32_r300,1,BA,B,1,78,214.048004,220.223
n65536_q32_r300,1,BA,B,1,79,212.960007,219.267
n65536_q32_r300,1,BA,B,1,80,213.119995,219.444
n65536_q32_r300,1,BA,B,1,81,212.896011,219.39
n65536_q32_r300,1,BA,B,1,82,216.031998,223.535
n65536_q32_r300,1,BA,B,1,83,217.087997,223.427
n65536_q32_r300,1,BA,B,1,84,214.112,220.26
n65536_q32_r300,1,BA,B,1,85,216.095993,221.525
n65536_q32_r300,1,BA,B,1,86,213.311996,219.444
n65536_q32_r300,1,BA,B,1,87,213.119995,219.326
n65536_q32_r300,1,BA,B,1,88,213.280014,218.819
n65536_q32_r300,1,BA,B,1,89,216.671997,221.543
n65536_q32_r300,1,BA,B,1,90,215.647995,222.048
n65536_q32_r300,1,BA,B,1,91,215.008011,221.455
n65536_q32_r300,1,BA,B,1,92,212.031998,218.096
n65536_q32_r300,1,BA,B,1,93,210.623993,217.226
n65536_q32_r300,1,BA,B,1,94,214.208008,219.535
n65536_q32_r300,1,BA,B,1,95,213.311996,218.47
n65536_q32_r300,1,BA,B,1,96,212.832001,217.24
n65536_q32_r300,1,BA,B,1,97,211.647995,217.303
n65536_q32_r300,1,BA,B,1,98,213.184006,219.247
n65536_q32_r300,1,BA,B,1,99,215.936005,222.481
n65536_q32_r300,1,BA,B,64,0,212.643509,212.725812
n65536_q32_r300,1,BA,B,64,1,212.901001,213.057844
n65536_q32_r300,1,BA,B,64,2,213.180008,213.364203
n65536_q32_r300,1,BA,B,64,3,212.979004,213.085969
n65536_q32_r300,1,BA,B,64,4,213.029999,213.135844
n65536_q32_r300,1,BA,B,64,5,213.119003,213.216844
n65536_q32_r300,1,BA,B,64,6,213.055511,213.161406
n65536_q32_r300,1,BA,B,64,7,213.199493,213.304328
n65536_q32_r300,1,BA,B,64,8,213.183502,213.280516
n65536_q32_r300,1,BA,B,64,9,212.910995,213.008312
n65536_q32_r300,1,BA,B,64,10,213.085495,213.184797
n65536_q32_r300,1,BA,B,64,11,213.072998,213.173
n65536_q32_r300,1,BA,B,64,12,213.242996,213.342781
n65536_q32_r300,1,BA,B,64,13,213.231003,213.332344
n65536_q32_r300,1,BA,B,64,14,212.698502,212.799078
n65536_q32_r300,1,BA,B,64,15,213.224503,213.330312
n65536_q32_r300,1,BA,B,64,16,213.101501,213.209328
n65536_q32_r300,1,BA,B,64,17,212.77951,212.877172
n65536_q32_r300,1,BA,B,64,18,213.087494,213.172188
n65536_q32_r300,1,BA,B,64,19,213.240997,213.312906
n65536_q32_r300,1,BA,A,1,0,240.031998,246.534
n65536_q32_r300,1,BA,A,1,1,234.431992,239.799
n65536_q32_r300,1,BA,A,1,2,234.623993,240.875
n65536_q32_r300,1,BA,A,1,3,234.751999,240.964
n65536_q32_r300,1,BA,A,1,4,235.29599,241.359
n65536_q32_r300,1,BA,A,1,5,234.656006,240.925
n65536_q32_r300,1,BA,A,1,6,233.632004,239.772
n65536_q32_r300,1,BA,A,1,7,234.59201,241.077
n65536_q32_r300,1,BA,A,1,8,234.496002,240.615
n65536_q32_r300,1,BA,A,1,9,235.615997,240.939
n65536_q32_r300,1,BA,A,1,10,234.623993,240.884
n65536_q32_r300,1,BA,A,1,11,234.559998,241.177
n65536_q32_r300,1,BA,A,1,12,233.408005,239.428
n65536_q32_r300,1,BA,A,1,13,234.464005,240.924
n65536_q32_r300,1,BA,A,1,14,234.59201,240.879
n65536_q32_r300,1,BA,A,1,15,234.656006,241.158
n65536_q32_r300,1,BA,A,1,16,233.503998,239.634
n65536_q32_r300,1,BA,A,1,17,234.367996,240.925
n65536_q32_r300,1,BA,A,1,18,234.656006,240.965
n65536_q32_r300,1,BA,A,1,19,234.559998,241.125
n65536_q32_r300,1,BA,A,1,20,234.880005,241.475
n65536_q32_r300,1,BA,A,1,21,234.59201,240.918
n65536_q32_r300,1,BA,A,1,22,234.623993,241.014
n65536_q32_r300,1,BA,A,1,23,234.59201,241.023
n65536_q32_r300,1,BA,A,1,24,234.496002,240.582
n65536_q32_r300,1,BA,A,1,25,234.688004,240.987
n65536_q32_r300,1,BA,A,1,26,234.559998,240.92
n65536_q32_r300,1,BA,A,1,27,234.656006,241.129
n65536_q32_r300,1,BA,A,1,28,233.408005,239.533
n65536_q32_r300,1,BA,A,1,29,234.656006,240.985
n65536_q32_r300,1,BA,A,1,30,234.464005,240.836
n65536_q32_r300,1,BA,A,1,31,234.656006,241.007
n65536_q32_r300,1,BA,A,1,32,233.472,240.049
n65536_q32_r300,1,BA,A,1,33,233.408005,239.596
n65536_q32_r300,1,BA,A,1,34,234.559998,240.917
n65536_q32_r300,1,BA,A,1,35,234.688004,240.974
n65536_q32_r300,1,BA,A,1,36,234.59201,241.214
n65536_q32_r300,1,BA,A,1,37,233.440002,239.48
n65536_q32_r300,1,BA,A,1,38,234.688004,240.939
n65536_q32_r300,1,BA,A,1,39,234.623993,240.987
n65536_q32_r300,1,BA,A,1,40,234.431992,241.057
n65536_q32_r300,1,BA,A,1,41,234.623993,240.157
n65536_q32_r300,1,BA,A,1,42,233.024002,239.439
n65536_q32_r300,1,BA,A,1,43,234.656006,240.929
n65536_q32_r300,1,BA,A,1,44,234.623993,241.125
n65536_q32_r300,1,BA,A,1,45,233.440002,239.525
n65536_q32_r300,1,BA,A,1,46,234.59201,240.888
n65536_q32_r300,1,BA,A,1,47,234.656006,241.032
n65536_q32_r300,1,BA,A,1,48,234.464005,241.027
n65536_q32_r300,1,BA,A,1,49,234.464005,240.675
n65536_q32_r300,1,BA,A,1,50,234.656006,241.023
n65536_q32_r300,1,BA,A,1,51,232.480011,238.96
n65536_q32_r300,1,BA,A,1,52,234.528,241.006
n65536_q32_r300,1,BA,A,1,53,235.360001,241.654
n65536_q32_r300,1,BA,A,1,54,234.59201,240.902
n65536_q32_r300,1,BA,A,1,55,234.59201,239.838
n65536_q32_r300,1,BA,A,1,56,234.656006,239.26
n65536_q32_r300,1,BA,A,1,57,236.159988,241.416
n65536_q32_r300,1,BA,A,1,58,234.623993,239.966
n65536_q32_r300,1,BA,A,1,59,234.720001,240.798
n65536_q32_r300,1,BA,A,1,60,234.559998,240.915
n65536_q32_r300,1,BA,A,1,61,234.656006,241.152
n65536_q32_r300,1,BA,A,1,62,234.623993,240.657
n65536_q32_r300,1,BA,A,1,63,234.656006,240.979
n65536_q32_r300,1,BA,A,1,64,234.528,240.983
n65536_q32_r300,1,BA,A,1,65,234.528,241.051
n65536_q32_r300,1,BA,A,1,66,234.623993,240.647
n65536_q32_r300,1,BA,A,1,67,234.623993,240.945
n65536_q32_r300,1,BA,A,1,68,234.656006,241.036
n65536_q32_r300,1,BA,A,1,69,234.656006,241.154
n65536_q32_r300,1,BA,A,1,70,234.559998,240.67
n65536_q32_r300,1,BA,A,1,71,234.623993,240.874
n65536_q32_r300,1,BA,A,1,72,234.59201,241.018
n65536_q32_r300,1,BA,A,1,73,234.784012,240.147
n65536_q32_r300,1,BA,A,1,74,233.375992,239.474
n65536_q32_r300,1,BA,A,1,75,232.800003,238.985
n65536_q32_r300,1,BA,A,1,76,234.784012,240.863
n65536_q32_r300,1,BA,A,1,77,234.656006,241.107
n65536_q32_r300,1,BA,A,1,78,233.472,239.667
n65536_q32_r300,1,BA,A,1,79,234.656006,239.988
n65536_q32_r300,1,BA,A,1,80,235.552002,239.974
n65536_q32_r300,1,BA,A,1,81,235.456009,240.147
n65536_q32_r300,1,BA,A,1,82,236.095993,240.537
n65536_q32_r300,1,BA,A,1,83,234.431992,239.779
n65536_q32_r300,1,BA,A,1,84,234.559998,240.922
n65536_q32_r300,1,BA,A,1,85,234.911987,241.206
n65536_q32_r300,1,BA,A,1,86,233.248001,239.49
n65536_q32_r300,1,BA,A,1,87,234.59201,240.823
n65536_q32_r300,1,BA,A,1,88,234.688004,241.01
n65536_q32_r300,1,BA,A,1,89,234.559998,240.857
n65536_q32_r300,1,BA,A,1,90,234.656006,241.147
n65536_q32_r300,1,BA,A,1,91,234.559998,240.681
n65536_q32_r300,1,BA,A,1,92,234.623993,240.91
n65536_q32_r300,1,BA,A,1,93,234.623993,240.937
n65536_q32_r300,1,BA,A,1,94,234.623993,241.128
n65536_q32_r300,1,BA,A,1,95,234.559998,240.575
n65536_q32_r300,1,BA,A,1,96,234.656006,240.939
n65536_q32_r300,1,BA,A,1,97,234.559998,240.976
n65536_q32_r300,1,BA,A,1,98,234.656006,241.25
n65536_q32_r300,1,BA,A,1,99,233.408005,239.588
n65536_q32_r300,1,BA,A,64,0,231.600998,231.701781
n65536_q32_r300,1,BA,A,64,1,231.630508,231.730125
n65536_q32_r300,1,BA,A,64,2,231.787506,231.887891
n65536_q32_r300,1,BA,A,64,3,231.647003,231.744422
