case,process,order,variant,batch,sample,event_us,host_us
n65536_q128_r300,5,BA,A,1,19,832.544006,838.765
n65536_q128_r300,5,BA,A,1,20,832.607971,838.914
n65536_q128_r300,5,BA,A,1,21,830.560059,835.497
n65536_q128_r300,5,BA,A,1,22,831.872009,837.133
n65536_q128_r300,5,BA,A,1,23,830.496033,836.772
n65536_q128_r300,5,BA,A,1,24,830.560059,836.674
n65536_q128_r300,5,BA,A,1,25,830.720032,836.797
n65536_q128_r300,5,BA,A,1,26,832.544006,838.85
n65536_q128_r300,5,BA,A,1,27,832.703979,838.599
n65536_q128_r300,5,BA,A,1,28,831.807983,836.045
n65536_q128_r300,5,BA,A,1,29,831.424011,836.678
n65536_q128_r300,5,BA,A,1,30,830.880005,836.946
n65536_q128_r300,5,BA,A,1,31,830.560059,836.705
n65536_q128_r300,5,BA,A,1,32,830.528015,836.677
n65536_q128_r300,5,BA,A,1,33,830.59198,836.809
n65536_q128_r300,5,BA,A,1,34,830.752014,836.594
n65536_q128_r300,5,BA,A,1,35,830.752014,837.213
n65536_q128_r300,5,BA,A,1,36,830.687988,836.804
n65536_q128_r300,5,BA,A,1,37,830.687988,836.808
n65536_q128_r300,5,BA,A,1,38,830.560059,836.788
n65536_q128_r300,5,BA,A,1,39,830.528015,836.71
n65536_q128_r300,5,BA,A,1,40,830.496033,836.443
n65536_q128_r300,5,BA,A,1,41,830.752014,837.159
n65536_q128_r300,5,BA,A,1,42,830.528015,836.668
n65536_q128_r300,5,BA,A,1,43,832.83197,838.904
n65536_q128_r300,5,BA,A,1,44,831.328003,837.794
n65536_q128_r300,5,BA,A,1,45,832.736023,838.862
n65536_q128_r300,5,BA,A,1,46,830.399963,836.494
n65536_q128_r300,5,BA,A,1,47,830.720032,837.105
n65536_q128_r300,5,BA,A,1,48,830.528015,836.709
n65536_q128_r300,5,BA,A,1,49,830.59198,836.791
n65536_q128_r300,5,BA,A,1,50,830.623962,836.768
n65536_q128_r300,5,BA,A,1,51,832.671997,838.86
n65536_q128_r300,5,BA,A,1,52,830.528015,835.923
n65536_q128_r300,5,BA,A,1,53,831.296021,836.574
n65536_q128_r300,5,BA,A,1,54,830.463989,836.622
n65536_q128_r300,5,BA,A,1,55,830.687988,836.803
n65536_q128_r300,5,BA,A,1,56,830.656006,836.669
n65536_q128_r300,5,BA,A,1,57,830.687988,836.859
n65536_q128_r300,5,BA,A,1,58,832.736023,838.586
n65536_q128_r300,5,BA,A,1,59,830.783997,837.156
n65536_q128_r300,5,BA,A,1,60,832.768005,838.904
n65536_q128_r300,5,BA,A,1,61,831.552002,837.718
n65536_q128_r300,5,BA,A,1,62,832.671997,838.832
n65536_q128_r300,5,BA,A,1,63,830.623962,836.779
n65536_q128_r300,5,BA,A,1,64,830.560059,836.533
n65536_q128_r300,5,BA,A,1,65,835.679993,842.159
n65536_q128_r300,5,BA,A,1,66,830.687988,836.855
n65536_q128_r300,5,BA,A,1,67,830.623962,836.665
n65536_q128_r300,5,BA,A,1,68,830.720032,836.923
n65536_q128_r300,5,BA,A,1,69,830.656006,836.768
n65536_q128_r300,5,BA,A,1,70,830.59198,836.786
n65536_q128_r300,5,BA,A,1,71,830.59198,836.555
n65536_q128_r300,5,BA,A,1,72,838.944031,845.484
n65536_q128_r300,5,BA,A,1,73,831.488037,837.603
n65536_q128_r300,5,BA,A,1,74,832.703979,838.783
n65536_q128_r300,5,BA,A,1,75,832.607971,838.668
n65536_q128_r300,5,BA,A,1,76,832.736023,837.951
n65536_q128_r300,5,BA,A,1,77,833.40802,838.443
n65536_q128_r300,5,BA,A,1,78,830.880005,836.95
n65536_q128_r300,5,BA,A,1,79,830.687988,836.966
n65536_q128_r300,5,BA,A,1,80,830.687988,836.657
n65536_q128_r300,5,BA,A,1,81,830.528015,836.84
n65536_q128_r300,5,BA,A,1,82,830.720032,837.142
n65536_q128_r300,5,BA,A,1,83,832.768005,838.73
n65536_q128_r300,5,BA,A,1,84,830.752014,837.102
n65536_q128_r300,5,BA,A,1,85,830.752014,836.931
n65536_q128_r300,5,BA,A,1,86,830.656006,836.795
n65536_q128_r300,5,BA,A,1,87,830.59198,836.739
n65536_q128_r300,5,BA,A,1,88,830.687988,836.803
n65536_q128_r300,5,BA,A,1,89,830.720032,836.592
n65536_q128_r300,5,BA,A,1,90,830.720032,837.022
n65536_q128_r300,5,BA,A,1,91,830.783997,836.902
n65536_q128_r300,5,BA,A,1,92,830.687988,837.052
n65536_q128_r300,5,BA,A,1,93,830.687988,836.801
n65536_q128_r300,5,BA,A,1,94,830.59198,836.745
n65536_q128_r300,5,BA,A,1,95,830.752014,836.609
n65536_q128_r300,5,BA,A,1,96,830.720032,836.993
n65536_q128_r300,5,BA,A,1,97,830.687988,836.081
n65536_q128_r300,5,BA,A,1,98,831.391968,835.793
n65536_q128_r300,5,BA,A,1,99,831.52002,836.779
n65536_q128_r300,5,BA,A,64,0,829.393494,829.488906
n65536_q128_r300,5,BA,A,64,1,829.329041,829.430875
n65536_q128_r300,5,BA,A,64,2,829.220459,829.322875
n65536_q128_r300,5,BA,A,64,3,829.135498,829.234797
n65536_q128_r300,5,BA,A,64,4,829.198486,829.2975
n65536_q128_r300,5,BA,A,64,5,829.219543,829.323281
n65536_q128_r300,5,BA,A,64,6,829.209961,829.311422
n65536_q128_r300,5,BA,A,64,7,829.311035,829.411328
n65536_q128_r300,5,BA,A,64,8,829.195984,829.297797
n65536_q128_r300,5,BA,A,64,9,829.243469,829.343781
n65536_q128_r300,5,BA,A,64,10,829.232971,829.333219
n65536_q128_r300,5,BA,A,64,11,829.244507,829.346641
n65536_q128_r300,5,BA,A,64,12,829.258484,829.360109
n65536_q128_r300,5,BA,A,64,13,829.338013,829.438484
n65536_q128_r300,5,BA,A,64,14,829.231506,829.332594
n65536_q128_r300,5,BA,A,64,15,833.403503,833.503734
n65536_q128_r300,5,BA,A,64,16,829.268005,829.380203
n65536_q128_r300,5,BA,A,64,17,829.257507,829.356969
n65536_q128_r300,5,BA,A,64,18,829.264526,829.365859
n65536_q128_r300,5,BA,A,64,19,829.276489,829.375141
n65536_q128_r500,0,AB,A,1,0,1089.023926,1113.676
n65536_q128_r500,0,AB,A,1,1,1084.287964,1092.648
n65536_q128_r500,0,AB,A,1,2,1078.848022,1085.802
n65536_q128_r500,0,AB,A,1,3,1076.895996,1083.298
n65536_q128_r500,0,AB,A,1,4,1009.312012,1014.77
n65536_q128_r500,0,AB,A,1,5,991.552002,998.196
n65536_q128_r500,0,AB,A,1,6,990.815979,997.385
n65536_q128_r500,0,AB,A,1,7,991.072021,997.257
n65536_q128_r500,0,AB,A,1,8,991.104004,997.345
n65536_q128_r500,0,AB,A,1,9,988.992004,995.076
n65536_q128_r500,0,AB,A,1,10,988.83197,995.369
n65536_q128_r500,0,AB,A,1,11,991.104004,997.33
n65536_q128_r500,0,AB,A,1,12,989.119995,995.376
n65536_q128_r500,0,AB,A,1,13,991.072021,997.358
n65536_q128_r500,0,AB,A,1,14,990.176025,996.445
n65536_q128_r500,0,AB,A,1,15,991.231995,997.466
n65536_q128_r500,0,AB,A,1,16,989.023987,995.343
n65536_q128_r500,0,AB,A,1,17,991.135986,997.456
n65536_q128_r500,0,AB,A,1,18,989.152039,994.458
n65536_q128_r500,0,AB,A,1,19,989.023987,995.293
n65536_q128_r500,0,AB,A,1,20,991.263977,997.569
n65536_q128_r500,0,AB,A,1,21,990.304016,996.493
n65536_q128_r500,0,AB,A,1,22,991.328003,997.556
n65536_q128_r500,0,AB,A,1,23,992.35199,997.606
n65536_q128_r500,0,AB,A,1,24,990.688049,996.251
n65536_q128_r500,0,AB,A,1,25,990.271973,996.417
n65536_q128_r500,0,AB,A,1,26,988.895996,995.513
n65536_q128_r500,0,AB,A,1,27,991.199951,997.478
n65536_q128_r500,0,AB,A,1,28,989.119995,995.407
n65536_q128_r500,0,AB,A,1,29,991.231995,997.487
n65536_q128_r500,0,AB,A,1,30,990.23999,996.538
n65536_q128_r500,0,AB,A,1,31,991.263977,997.484
n65536_q128_r500,0,AB,A,1,32,989.983948,996.446
n65536_q128_r500,0,AB,A,1,33,991.296021,997.513
n65536_q128_r500,0,AB,A,1,34,989.152039,995.443
n65536_q128_r500,0,AB,A,1,35,990.23999,996.472
n65536_q128_r500,0,AB,A,1,36,991.231995,997.558
n65536_q128_r500,0,AB,A,1,37,990.367981,996.541
n65536_q128_r500,0,AB,A,1,38,991.135986,997.453
n65536_q128_r500,0,AB,A,1,39,990.23999,996.479
n65536_q128_r500,0,AB,A,1,40,991.296021,997.505
n65536_q128_r500,0,AB,A,1,41,992.255981,998.458
n65536_q128_r500,0,AB,A,1,42,988.735962,995.473
n65536_q128_r500,0,AB,A,1,43,991.359985,996.663
n65536_q128_r500,0,AB,A,1,44,989.791992,995.253
n65536_q128_r500,0,AB,A,1,45,991.359985,997.608
n65536_q128_r500,0,AB,A,1,46,989.184021,995.4
n65536_q128_r500,0,AB,A,1,47,991.039978,997.434
n65536_q128_r500,0,AB,A,1,48,989.055969,995.346
n65536_q128_r500,0,AB,A,1,49,991.199951,997.454
n65536_q128_r500,0,AB,A,1,50,989.247986,995.442
n65536_q128_r500,0,AB,A,1,51,988.160034,994.449
n65536_q128_r500,0,AB,A,1,52,991.231995,997.719
n65536_q128_r500,0,AB,A,1,53,988.799988,995.303
n65536_q128_r500,0,AB,A,1,54,991.263977,997.47
n65536_q128_r500,0,AB,A,1,55,991.199951,997.459
n65536_q128_r500,0,AB,A,1,56,991.16803,997.367
n65536_q128_r500,0,AB,A,1,57,990.304016,996.538
n65536_q128_r500,0,AB,A,1,58,988.768005,994.907
n65536_q128_r500,0,AB,A,1,59,990.59198,996.875
n65536_q128_r500,0,AB,A,1,60,988.992004,995.25
n65536_q128_r500,0,AB,A,1,61,991.135986,997.357
n65536_q128_r500,0,AB,A,1,62,990.144043,996.408
n65536_q128_r500,0,AB,A,1,63,991.231995,997.514
n65536_q128_r500,0,AB,A,1,64,990.23999,996.473
n65536_q128_r500,0,AB,A,1,65,991.424011,997.607
n65536_q128_r500,0,AB,A,1,66,989.184021,995.427
n65536_q128_r500,0,AB,A,1,67,989.184021,995.472
n65536_q128_r500,0,AB,A,1,68,991.263977,997.561
n65536_q128_r500,0,AB,A,1,69,990.304016,996.53
n65536_q128_r500,0,AB,A,1,70,991.231995,997.471
n65536_q128_r500,0,AB,A,1,71,989.152039,995.459
n65536_q128_r500,0,AB,A,1,72,991.199951,997.53
n65536_q128_r500,0,AB,A,1,73,991.328003,997.558
n65536_q128_r500,0,AB,A,1,74,988.575989,995.341
n65536_q128_r500,0,AB,A,1,75,991.359985,997.554
n65536_q128_r500,0,AB,A,1,76,989.088013,995.417
n65536_q128_r500,0,AB,A,1,77,991.072021,997.307
n65536_q128_r500,0,AB,A,1,78,990.912048,998.532
n65536_q128_r500,0,AB,A,1,79,991.231995,997.406
n65536_q128_r500,0,AB,A,1,80,989.184021,995.472
n65536_q128_r500,0,AB,A,1,81,991.231995,997.454
n65536_q128_r500,0,AB,A,1,82,989.184021,995.527
n65536_q128_r500,0,AB,A,1,83,990.335999,996.439
n65536_q128_r500,0,AB,A,1,84,991.231995,997.431
n65536_q128_r500,0,AB,A,1,85,990.304016,996.501
n65536_q128_r500,0,AB,A,1,86,991.199951,997.402
n65536_q128_r500,0,AB,A,1,87,989.152039,995.425
n65536_q128_r500,0,AB,A,1,88,991.328003,997.556
n65536_q128_r500,0,AB,A,1,89,989.119995,995.454
n65536_q128_r500,0,AB,A,1,90,990.783997,997.493
n65536_q128_r500,0,AB,A,1,91,991.199951,997.517
n65536_q128_r500,0,AB,A,1,92,990.304016,996.572
n65536_q128_r500,0,AB,A,1,93,991.328003,997.563
n65536_q128_r500,0,AB,A,1,94,990.23999,996.47
n65536_q128_r500,0,AB,A,1,95,991.328003,997.51
n65536_q128_r500,0,AB,A,1,96,992.320007,998.506
n65536_q128_r500,0,AB,A,1,97,991.199951,997.426
n65536_q128_r500,0,AB,A,1,98,989.247986,994.555
n65536_q128_r500,0,AB,A,1,99,989.920044,995.418
n65536_q128_r500,0,AB,A,64,0,987.356995,987.457
n65536_q128_r500,0,AB,A,64,1,987.416992,987.513734
n65536_q128_r500,0,AB,A,64,2,987.309998,987.418406
n65536_q128_r500,0,AB,A,64,3,987.209473,987.312625
n65536_q128_r500,0,AB,A,64,4,987.276978,987.379375
n65536_q128_r500,0,AB,A,64,5,987.336487,987.442906
n65536_q128_r500,0,AB,A,64,6,987.252014,987.359594
n65536_q128_r500,0,AB,A,64,7,987.359009,987.462906
n65536_q128_r500,0,AB,A,64,8,987.351501,987.455187
n65536_q128_r500,0,AB,A,64,9,987.385986,987.488109
n65536_q128_r500,0,AB,A,64,10,987.293457,987.395875
n65536_q128_r500,0,AB,A,64,11,987.234009,987.338453
n65536_q128_r500,0,AB,A,64,12,987.258484,987.3615
n65536_q128_r500,0,AB,A,64,13,987.263,987.350625
n65536_q128_r500,0,AB,A,64,14,987.302002,987.389453
n65536_q128_r500,0,AB,A,64,15,987.277527,987.379297
n65536_q128_r500,0,AB,A,64,16,987.307495,987.427297
n65536_q128_r500,0,AB,A,64,17,987.248474,987.397453
n65536_q128_r500,0,AB,A,64,18,987.487,987.615406
n65536_q128_r500,0,AB,A,64,19,987.377502,987.494812
n65536_q128_r500,0,AB,B,1,0,792.864014,800.481
n65536_q128_r500,0,AB,B,1,1,785.279968,791.736
n65536_q128_r500,0,AB,B,1,2,785.312012,791.754
n65536_q128_r500,0,AB,B,1,3,787.872009,794.212
n65536_q128_r500,0,AB,B,1,4,783.200012,789.24
n65536_q128_r500,0,AB,B,1,5,783.616028,789.858
n65536_q128_r500,0,AB,B,1,6,787.52002,793.859
n65536_q128_r500,0,AB,B,1,7,785.951965,792.698
n65536_q128_r500,0,AB,B,1,8,786.23999,792.54
n65536_q128_r500,0,AB,B,1,9,787.64801,793.68
n65536_q128_r500,0,AB,B,1,10,782.559998,788.747
n65536_q128_r500,0,AB,B,1,11,787.552002,793.831
n65536_q128_r500,0,AB,B,1,12,785.152039,791.578
n65536_q128_r500,0,AB,B,1,13,783.039978,789.569
n65536_q128_r500,0,AB,B,1,14,780.127991,786.286
n65536_q128_r500,0,AB,B,1,15,785.632019,792.06
n65536_q128_r500,0,AB,B,1,16,784.320007,790.624
n65536_q128_r500,0,AB,B,1,17,787.359985,792.793
n65536_q128_r500,0,AB,B,1,18,785.055969,790.532
n65536_q128_r500,0,AB,B,1,19,782.911987,793.508
n65536_q128_r500,0,AB,B,1,20,785.471985,789.961
n65536_q128_r500,0,AB,B,1,21,788.288025,792.838
n65536_q128_r500,0,AB,B,1,22,785.856018,791.515
n65536_q128_r500,0,AB,B,1,23,783.359985,789.657
n65536_q128_r500,0,AB,B,1,24,787.136047,793.517
n65536_q128_r500,0,AB,B,1,25,785.600037,792.051
n65536_q128_r500,0,AB,B,1,26,783.135986,789.522
n65536_q128_r500,0,AB,B,1,27,784.416016,790.751
n65536_q128_r500,0,AB,B,1,28,787.296021,793.283
n65536_q128_r500,0,AB,B,1,29,785.632019,792.018
n65536_q128_r500,0,AB,B,1,30,785.471985,791.782
n65536_q128_r500,0,AB,B,1,31,784.320007,790.5
n65536_q128_r500,0,AB,B,1,32,783.16803,789.476
n65536_q128_r500,0,AB,B,1,33,786.400024,792.466
n65536_q128_r500,0,AB,B,1,34,784.640015,791.034
n65536_q128_r500,0,AB,B,1,35,788.384033,794.723
n65536_q128_r500,0,AB,B,1,36,783.392029,789.646
n65536_q128_r500,0,AB,B,1,37,784.384033,790.667
n65536_q128_r500,0,AB,B,1,38,785.152039,790.375
n65536_q128_r500,0,AB,B,1,39,784.063965,789.891
n65536_q128_r500,0,AB,B,1,40,785.343994,791.659
n65536_q128_r500,0,AB,B,1,41,785.343994,791.566
n65536_q128_r500,0,AB,B,1,42,782.335999,788.629
n65536_q128_r500,0,AB,B,1,43,783.487976,789.385
n65536_q128_r500,0,AB,B,1,44,786.848022,792.815
n65536_q128_r500,0,AB,B,1,45,783.743958,791.89
n65536_q128_r500,0,AB,B,1,46,784.320007,789.66
n65536_q128_r500,0,AB,B,1,47,786.144043,790.706
n65536_q128_r500,0,AB,B,1,48,784.096008,790.211
n65536_q128_r500,0,AB,B,1,49,785.536011,791.856
n65536_q128_r500,0,AB,B,1,50,784.160034,790.558
n65536_q128_r500,0,AB,B,1,51,783.200012,789.494
n65536_q128_r500,0,AB,B,1,52,784.287964,790.305
n65536_q128_r500,0,AB,B,1,53,782.559998,788.78
n65536_q128_r500,0,AB,B,1,54,787.552002,793.854
n65536_q128_r500,0,AB,B,1,55,785.312012,791.647
n65536_q128_r500,0,AB,B,1,56,781.664001,788.526
n65536_q128_r500,0,AB,B,1,57,780.255981,786.305
n65536_q128_r500,0,AB,B,1,58,785.536011,792.035
n65536_q128_r500,0,AB,B,1,59,784.287964,790.586
n65536_q128_r500,0,AB,B,1,60,783.328003,789.604
n65536_q128_r500,0,AB,B,1,61,784.320007,790.686
n65536_q128_r500,0,AB,B,1,62,785.440002,791.432
n65536_q128_r500,0,AB,B,1,63,787.64801,793.833
n65536_q128_r500,0,AB,B,1,64,782.751953,788.074
n65536_q128_r500,0,AB,B,1,65,784.063965,790.596
n65536_q128_r500,0,AB,B,1,66,785.503967,791.684
n65536_q128_r500,0,AB,B,1,67,782.23999,788.403
n65536_q128_r500,0,AB,B,1,68,785.536011,791.955
n65536_q128_r500,0,AB,B,1,69,787.679993,793.046
n65536_q128_r500,0,AB,B,1,70,787.231995,793.548
n65536_q128_r500,0,AB,B,1,71,782.080017,787.842
n65536_q128_r500,0,AB,B,1,72,785.984009,791.175
n65536_q128_r500,0,AB,B,1,73,784.575989,790.971
n65536_q128_r500,0,AB,B,1,74,784.320007,790.561
n65536_q128_r500,0,AB,B,1,75,782.815979,789.625
n65536_q128_r500,0,AB,B,1,76,784.35199,790.369
n65536_q128_r500,0,AB,B,1,77,784.608032,791.007
n65536_q128_r500,0,AB,B,1,78,782.271973,788.519
n65536_q128_r500,0,AB,B,1,79,785.440002,791.712
n65536_q128_r500,0,AB,B,1,80,782.46405,788.679
n65536_q128_r500,0,AB,B,1,81,785.40802,791.444
n65536_q128_r500,0,AB,B,1,82,785.567993,792.0
n65536_q128_r500,0,AB,B,1,83,785.088013,791.191
n65536_q128_r500,0,AB,B,1,84,784.511963,790.979
n65536_q128_r500,0,AB,B,1,85,787.072021,793.557
n65536_q128_r500,0,AB,B,1,86,782.335999,788.361
n65536_q128_r500,0,AB,B,1,87,786.656006,793.057
n65536_q128_r500,0,AB,B,1,88,785.76001,794.362
n65536_q128_r500,0,AB,B,1,89,793.631958,802.356
n65536_q128_r500,0,AB,B,1,90,783.776001,790.389
n65536_q128_r500,0,AB,B,1,91,787.904053,794.318
n65536_q128_r500,0,AB,B,1,92,787.743958,794.052
n65536_q128_r500,0,AB,B,1,93,786.400024,792.64
n65536_q128_r500,0,AB,B,1,94,783.359985,789.66
n65536_q128_r500,0,AB,B,1,95,782.432007,788.708
n65536_q128_r500,0,AB,B,1,96,787.328003,792.463
n65536_q128_r500,0,AB,B,1,97,788.575989,793.969
n65536_q128_r500,0,AB,B,1,98,782.59198,788.683
n65536_q128_r500,0,AB,B,1,99,784.416016,790.733
n65536_q128_r500,0,AB,B,64,0,784.335022,784.434031
n65536_q128_r500,0,AB,B,64,1,784.07196,784.1795
n65536_q128_r500,0,AB,B,64,2,784.420471,784.527172
n65536_q128_r500,0,AB,B,64,3,784.242981,784.350344
n65536_q128_r500,0,AB,B,64,4,783.889465,783.992547
n65536_q128_r500,0,AB,B,64,5,783.933533,784.036031
n65536_q128_r500,0,AB,B,64,6,784.379028,784.479141
n65536_q128_r500,0,AB,B,64,7,784.366028,784.470516
n65536_q128_r500,0,AB,B,64,8,784.456482,784.559719
n65536_q128_r500,0,AB,B,64,9,783.903015,784.004703
n65536_q128_r500,0,AB,B,64,10,784.628967,784.73225
n65536_q128_r500,0,AB,B,64,11,784.048035,784.149297
n65536_q128_r500,0,AB,B,64,12,784.420471,784.523375
n65536_q128_r500,0,AB,B,64,13,784.254517,784.358141
n65536_q128_r500,0,AB,B,64,14,784.122009,784.225031
n65536_q128_r500,0,AB,B,64,15,784.46051,784.561
n65536_q128_r500,0,AB,B,64,16,784.425049,784.52625
n65536_q128_r500,0,AB,B,64,17,784.366028,784.468078
n65536_q128_r500,0,AB,B,64,18,784.34198,784.450312
n65536_q128_r500,0,AB,B,64,19,784.162537,784.273859
n65536_q128_r500,1,BA,B,1,0,844.447998,862.311
n65536_q128_r500,1,BA,B,1,1,841.920044,848.159
n65536_q128_r500,1,BA,B,1,2,833.632019,840.381
n65536_q128_r500,1,BA,B,1,3,836.575989,842.974
n65536_q128_r500,1,BA,B,1,4,840.35199,846.62
n65536_q128_r500,1,BA,B,1,5,837.664001,844.058
n65536_q128_r500,1,BA,B,1,6,834.496033,840.973
n65536_q128_r500,1,BA,B,1,7,837.599976,843.91
n65536_q128_r500,1,BA,B,1,8,836.799988,843.819
n65536_q128_r500,1,BA,B,1,9,838.271973,844.949
n65536_q128_r500,1,BA,B,1,10,830.944031,837.736
n65536_q128_r500,1,BA,B,1,11,842.880005,849.238
n65536_q128_r500,1,BA,B,1,12,842.271973,848.803
n65536_q128_r500,1,BA,B,1,13,839.743958,846.139
n65536_q128_r500,1,BA,B,1,14,834.143982,840.757
n65536_q128_r500,1,BA,B,1,15,837.696045,844.062
n65536_q128_r500,1,BA,B,1,16,836.223999,842.867
n65536_q128_r500,1,BA,B,1,17,837.567993,842.74
n65536_q128_r500,1,BA,B,1,18,832.544006,839.04
n65536_q128_r500,1,BA,B,1,19,833.375977,839.696
n65536_q128_r500,1,BA,B,1,20,835.52002,842.012
n65536_q128_r500,1,BA,B,1,21,831.359985,837.291
n65536_q128_r500,1,BA,B,1,22,831.64801,837.25
n65536_q128_r500,1,BA,B,1,23,820.959961,827.475
n65536_q128_r500,1,BA,B,1,24,817.536011,822.467
n65536_q128_r500,1,BA,B,1,25,820.992004,826.502
n65536_q128_r500,1,BA,B,1,26,823.263977,829.684
n65536_q128_r500,1,BA,B,1,27,822.368042,828.761
n65536_q128_r500,1,BA,B,1,28,821.05603,827.545
n65536_q128_r500,1,BA,B,1,29,824.383972,830.512
n65536_q128_r500,1,BA,B,1,30,821.247986,827.641
n65536_q128_r500,1,BA,B,1,31,820.35199,826.603
n65536_q128_r500,1,BA,B,1,32,823.231995,829.673
n65536_q128_r500,1,BA,B,1,33,822.175964,829.674
n65536_q128_r500,1,BA,B,1,34,821.216003,827.582
n65536_q128_r500,1,BA,B,1,35,824.415955,830.72
n65536_q128_r500,1,BA,B,1,36,823.360046,829.725
n65536_q128_r500,1,BA,B,1,37,822.399963,828.607
n65536_q128_r500,1,BA,B,1,38,820.191956,826.678
n65536_q128_r500,1,BA,B,1,39,821.343994,827.645
n65536_q128_r500,1,BA,B,1,40,819.967957,826.552
n65536_q128_r500,1,BA,B,1,41,820.35199,826.794
n65536_q128_r500,1,BA,B,1,42,820.320007,826.541
n65536_q128_r500,1,BA,B,1,43,817.279968,823.423
n65536_q128_r500,1,BA,B,1,44,820.320007,825.753
n65536_q128_r500,1,BA,B,1,45,818.976013,823.496
n65536_q128_r500,1,BA,B,1,46,825.05603,829.603
n65536_q128_r500,1,BA,B,1,47,821.216003,826.632
n65536_q128_r500,1,BA,B,1,48,820.191956,825.729
n65536_q128_r500,1,BA,B,1,49,817.984009,823.386
n65536_q128_r500,1,BA,B,1,50,820.223999,826.636
n65536_q128_r500,1,BA,B,1,51,823.360046,828.789
n65536_q128_r500,1,BA,B,1,52,821.247986,826.466
n65536_q128_r500,1,BA,B,1,53,823.263977,829.741
n65536_q128_r500,1,BA,B,1,54,818.047974,824.539
n65536_q128_r500,1,BA,B,1,55,815.872009,822.554
n65536_q128_r500,1,BA,B,1,56,820.255981,826.705
n65536_q128_r500,1,BA,B,1,57,823.360046,829.641
n65536_q128_r500,1,BA,B,1,58,821.216003,827.527
n65536_q128_r500,1,BA,B,1,59,823.391968,829.729
n65536_q128_r500,1,BA,B,1,60,819.231995,825.66
n65536_q128_r500,1,BA,B,1,61,818.23999,824.604
n65536_q128_r500,1,BA,B,1,62,821.151978,827.595
n65536_q128_r500,1,BA,B,1,63,818.271973,824.445
n65536_q128_r500,1,BA,B,1,64,825.312012,831.765
n65536_q128_r500,1,BA,B,1,65,822.304016,828.517
n65536_q128_r500,1,BA,B,1,66,821.247986,827.612
n65536_q128_r500,1,BA,B,1,67,820.288025,826.665
n65536_q128_r500,1,BA,B,1,68,817.05603,823.455
n65536_q128_r500,1,BA,B,1,69,823.328003,829.635
n65536_q128_r500,1,BA,B,1,70,824.415955,830.815
n65536_q128_r500,1,BA,B,1,71,817.312012,823.549
n65536_q128_r500,1,BA,B,1,72,819.840027,826.585
n65536_q128_r500,1,BA,B,1,73,817.279968,823.572
n65536_q128_r500,1,BA,B,1,74,820.191956,826.654
n65536_q128_r500,1,BA,B,1,75,821.343994,827.523
n65536_q128_r500,1,BA,B,1,76,823.231995,829.85
n65536_q128_r500,1,BA,B,1,77,817.247986,823.62
n65536_q128_r500,1,BA,B,1,78,817.920044,824.396
n65536_q128_r500,1,BA,B,1,79,821.343994,827.689
n65536_q128_r500,1,BA,B,1,80,822.112,828.494
n65536_q128_r500,1,BA,B,1,81,817.119995,823.342
n65536_q128_r500,1,BA,B,1,82,818.23999,824.716
n65536_q128_r500,1,BA,B,1,83,823.360046,829.596
n65536_q128_r500,1,BA,B,1,84,822.143982,829.231
n65536_q128_r500,1,BA,B,1,85,823.167969,830.241
n65536_q128_r500,1,BA,B,1,86,817.632019,824.319
n65536_q128_r500,1,BA,B,1,87,816.92804,823.439
n65536_q128_r500,1,BA,B,1,88,817.023987,823.628
n65536_q128_r500,1,BA,B,1,89,824.288025,830.708
n65536_q128_r500,1,BA,B,1,90,822.94397,829.655
n65536_q128_r500,1,BA,B,1,91,820.320007,826.679
n65536_q128_r500,1,BA,B,1,92,821.280029,829.954
n65536_q128_r500,1,BA,B,1,93,820.096008,826.407
n65536_q128_r500,1,BA,B,1,94,814.783997,823.599
n65536_q128_r500,1,BA,B,1,95,820.255981,826.479
n65536_q128_r500,1,BA,B,1,96,817.152039,823.662
n65536_q128_r500,1,BA,B,1,97,820.191956,825.518
n65536_q128_r500,1,BA,B,1,98,824.096008,829.478
n65536_q128_r500,1,BA,B,1,99,821.247986,826.628
n65536_q128_r500,1,BA,B,64,0,818.846497,818.948594
n65536_q128_r500,1,BA,B,64,1,800.653992,800.755203
n65536_q128_r500,1,BA,B,64,2,785.21698,785.326781
n65536_q128_r500,1,BA,B,64,3,785.086975,785.186656
n65536_q128_r500,1,BA,B,64,4,785.322021,785.410641
n65536_q128_r500,1,BA,B,64,5,785.11499,785.199781
n65536_q128_r500,1,BA,B,64,6,785.22699,785.315203
n65536_q128_r500,1,BA,B,64,7,785.018494,785.112781
n65536_q128_r500,1,BA,B,64,8,785.359009,785.467203
n65536_q128_r500,1,BA,B,64,9,784.925537,785.026641
n65536_q128_r500,1,BA,B,64,10,785.189514,785.280078
n65536_q128_r500,1,BA,B,64,11,785.530518,785.617453
n65536_q128_r500,1,BA,B,64,12,785.418518,785.520469
n65536_q128_r500,1,BA,B,64,13,785.452026,785.553453
n65536_q128_r500,1,BA,B,64,14,785.035461,785.139109
n65536_q128_r500,1,BA,B,64,15,785.294006,785.394109
n65536_q128_r500,1,BA,B,64,16,785.132019,785.232562
n65536_q128_r500,1,BA,B,64,17,785.692505,785.794953
n65536_q128_r500,1,BA,B,64,18,785.578491,785.670906
n65536_q128_r500,1,BA,B,64,19,785.409485,785.503047
n65536_q128_r500,1,BA,A,1,0,996.575989,1006.564
n65536_q128_r500,1,BA,A,1,1,993.632019,1001.285
