case,pair,order,policy,sample,wall_s,thread_cpu_s,process_cpu_s,residual_s
n65536_q128_r300,5,BD,D,6,0.557369845,0.554433743,0.554633738,8.310000000011364e-06
n65536_q128_r300,5,BD,D,7,0.557194548,0.554025679,0.554216476,8.204000000011646e-06
n65536_q128_r500,0,DB,D,0,0.667531246,0.663811315,0.66400631,9.824000000047128e-06
n65536_q128_r500,0,DB,D,1,0.666547844,0.663343611,0.663594155,8.382999999945184e-06
n65536_q128_r500,0,DB,D,2,0.667170987,0.663988165,0.664293839,1.8256000000049788e-05
n65536_q128_r500,0,DB,D,3,0.666655237,0.663779907,0.663971376,7.988000000014317e-06
n65536_q128_r500,0,DB,D,4,0.666661259,0.66308685,0.663314624,7.423000000006397e-06
n65536_q128_r500,0,DB,D,5,0.666374314,0.663694065,0.663901638,7.066000000000017e-06
n65536_q128_r500,0,DB,D,6,0.666883305,0.663795648,0.664018585,1.1203999999986891e-05
n65536_q128_r500,0,DB,D,7,0.667053913,0.664001619,0.664232315,1.537700000009412e-05
n65536_q128_r500,0,DB,B,0,0.669338771,0.002592145,0.003668706,2.9819000000097517e-05
n65536_q128_r500,0,DB,B,1,0.668254771,0.002350606,0.003452982,2.4738999999884825e-05
n65536_q128_r500,0,DB,B,2,0.66859718,0.002443974,0.003537268,2.3372999999993205e-05
n65536_q128_r500,0,DB,B,3,0.667634963,0.002379186,0.003468596,2.4318999999994872e-05
n65536_q128_r500,0,DB,B,4,0.668025821,0.002410737,0.003547862,2.3737000000023656e-05
n65536_q128_r500,0,DB,B,5,0.668366467,0.002776151,0.0038382,3.161800000006654e-05
n65536_q128_r500,0,DB,B,6,0.66793601,0.002046176,0.003180083,2.3305000000028997e-05
n65536_q128_r500,0,DB,B,7,0.668293307,0.002278791,0.003398497,2.2630000000023465e-05
n65536_q128_r500,1,BD,B,0,0.668557743,0.002411585,0.003458901,2.6904000000049777e-05
n65536_q128_r500,1,BD,B,1,0.669281595,0.002513696,0.003547306,2.9071999999907838e-05
n65536_q128_r500,1,BD,B,2,0.66919439,0.003041097,0.004112022,4.1796999999954565e-05
n65536_q128_r500,1,BD,B,3,0.6698264,0.002950984,0.003994459,2.5428000000049522e-05
n65536_q128_r500,1,BD,B,4,0.668456367,0.002176732,0.003217447,2.3779999999917756e-05
n65536_q128_r500,1,BD,B,5,0.669197225,0.002406171,0.00350112,2.2242999999977364e-05
n65536_q128_r500,1,BD,B,6,0.668716145,0.002518333,0.003621795,2.0901999999933807e-05
n65536_q128_r500,1,BD,B,7,0.668653101,0.002482265,0.00349597,2.174799999998811e-05
n65536_q128_r500,1,BD,D,0,0.667973779,0.664436725,0.664690223,8.48199999992083e-06
n65536_q128_r500,1,BD,D,1,0.667098694,0.664246155,0.664491433,7.219000000002751e-06
n65536_q128_r500,1,BD,D,2,0.667281912,0.664588955,0.664797153,1.7502999999918778e-05
n65536_q128_r500,1,BD,D,3,0.666821657,0.664430706,0.664704075,7.038000000014755e-06
n65536_q128_r500,1,BD,D,4,0.666939035,0.664470772,0.664709888,6.352999999958975e-06
n65536_q128_r500,1,BD,D,5,0.667131247,0.664623121,0.664839005,6.298000000071191e-06
n65536_q128_r500,1,BD,D,6,0.667248463,0.664841493,0.66508951,8.67800000003971e-06
n65536_q128_r500,1,BD,D,7,0.667662264,0.664896363,0.665184657,6.033000000016386e-06
n65536_q128_r500,2,DB,D,0,0.668213892,0.664403689,0.664651805,9.98700000010011e-06
n65536_q128_r500,2,DB,D,1,0.667208351,0.662548041,0.66280772,9.529999999924321e-06
n65536_q128_r500,2,DB,D,2,0.667519198,0.66473703,0.664964161,2.133199999998503e-05
n65536_q128_r500,2,DB,D,3,0.667657011,0.664737386,0.664965206,8.33499999997045e-06
n65536_q128_r500,2,DB,D,4,0.667427793,0.663855714,0.664071062,8.628999999982234e-06
n65536_q128_r500,2,DB,D,5,0.667084447,0.664592334,0.664784041,7.297000000017206e-06
n65536_q128_r500,2,DB,D,6,0.666698159,0.663833501,0.664076317,1.1030999999883662e-05
n65536_q128_r500,2,DB,D,7,0.66701204,0.66360917,0.663826286,7.568000000124364e-06
n65536_q128_r500,2,DB,B,0,0.66304598,0.002262158,0.003293551,2.4397000000009328e-05
n65536_q128_r500,2,DB,B,1,0.666819453,0.002705355,0.003774412,2.379999999990723e-05
n65536_q128_r500,2,DB,B,2,0.665654808,0.00290865,0.003886864,3.3423999999948606e-05
n65536_q128_r500,2,DB,B,3,0.66897083,0.002773134,0.003864457,2.7023999999986614e-05
n65536_q128_r500,2,DB,B,4,0.667942227,0.002716624,0.003797329,2.5034000000090373e-05
n65536_q128_r500,2,DB,B,5,0.667949287,0.002495145,0.003614683,2.030699999999719e-05
n65536_q128_r500,2,DB,B,6,0.668133271,0.002699689,0.003847605,2.0881999999944334e-05
n65536_q128_r500,2,DB,B,7,0.668638795,0.002637644,0.003725555,2.3647999999987235e-05
n65536_q128_r500,3,BD,B,0,0.663333193,0.002238523,0.003286338,2.454500000004245e-05
n65536_q128_r500,3,BD,B,1,0.666523475,0.002633491,0.003743109,2.1366999999994363e-05
n65536_q128_r500,3,BD,B,2,0.65837116,0.002274093,0.003321908,1.879800000004206e-05
n65536_q128_r500,3,BD,B,3,0.668728612,0.00266305,0.003827964,2.2062999999961086e-05
n65536_q128_r500,3,BD,B,4,0.668490676,0.003076648,0.004124411,3.4851999999974126e-05
n65536_q128_r500,3,BD,B,5,0.668214274,0.002812918,0.0039675,2.6597999999933286e-05
n65536_q128_r500,3,BD,B,6,0.668296268,0.002764793,0.003930446,2.7427000000024293e-05
n65536_q128_r500,3,BD,B,7,0.668602402,0.00297918,0.004095952,3.4113999999974e-05
n65536_q128_r500,3,BD,D,0,0.667428227,0.664287671,0.664513098,1.000900000003302e-05
n65536_q128_r500,3,BD,D,1,0.66711154,0.664283125,0.664494732,8.923999999854715e-06
n65536_q128_r500,3,BD,D,2,0.663206085,0.659988576,0.660333697,1.8421000000046206e-05
n65536_q128_r500,3,BD,D,3,0.641712249,0.639045564,0.639251715,9.288999999967906e-06
n65536_q128_r500,3,BD,D,4,0.642522816,0.639645435,0.639884023,8.961000000029529e-06
n65536_q128_r500,3,BD,D,5,0.641513126,0.638396499,0.638605,8.649999999943425e-06
n65536_q128_r500,3,BD,D,6,0.63912874,0.636334295,0.636575191,1.0799999999977494e-05
n65536_q128_r500,3,BD,D,7,0.638964971,0.636295269,0.636543589,8.145000000014946e-06
n65536_q128_r500,4,DB,D,0,0.667808798,0.663656527,0.663877163,9.264000000119843e-06
n65536_q128_r500,4,DB,D,1,0.666956804,0.664146499,0.664383377,8.584000000033676e-06
n65536_q128_r500,4,DB,D,2,0.667104852,0.664257168,0.664458962,1.9177999999953066e-05
n65536_q128_r500,4,DB,D,3,0.667082437,0.663831778,0.664089374,7.991000000040493e-06
n65536_q128_r500,4,DB,D,4,0.666718727,0.664209382,0.664444374,1.019299999993617e-05
n65536_q128_r500,4,DB,D,5,0.667081342,0.664063401,0.664270672,7.941999999983018e-06
n65536_q128_r500,4,DB,D,6,0.666334133,0.662995336,0.663234915,1.0321999999951537e-05
n65536_q128_r500,4,DB,D,7,0.644945678,0.642267933,0.642493011,7.219999999974469e-06
n65536_q128_r500,4,DB,B,0,0.667746103,0.002307325,0.00339222,2.3649000000069975e-05
n65536_q128_r500,4,DB,B,1,0.668664952,0.002324977,0.003405322,2.0048999999966455e-05
n65536_q128_r500,4,DB,B,2,0.66859455,0.002373205,0.003466156,1.8367000000019118e-05
n65536_q128_r500,4,DB,B,3,0.667916021,0.002531414,0.003633501,2.4273000000074596e-05
n65536_q128_r500,4,DB,B,4,0.667510295,0.002543477,0.003578609,2.590600000007548e-05
n65536_q128_r500,4,DB,B,5,0.667709915,0.002336841,0.003453842,2.095999999995879e-05
n65536_q128_r500,4,DB,B,6,0.65670335,0.002401602,0.003470372,1.9411999999996432e-05
n65536_q128_r500,4,DB,B,7,0.642913721,0.002387521,0.003409445,1.8227999999953504e-05
n65536_q128_r500,5,BD,B,0,0.635373621,0.002518534,0.003518473,3.353400000005724e-05
n65536_q128_r500,5,BD,B,1,0.638974977,0.002750358,0.003747878,3.030100000012137e-05
n65536_q128_r500,5,BD,B,2,0.637772655,0.002624204,0.003602662,3.340000000007226e-05
n65536_q128_r500,5,BD,B,3,0.641212095,0.002833865,0.003883423,3.1293000000043314e-05
n65536_q128_r500,5,BD,B,4,0.640298761,0.002399418,0.00351566,2.3707000000094958e-05
n65536_q128_r500,5,BD,B,5,0.640314154,0.002393549,0.003536821,2.180799999995653e-05
n65536_q128_r500,5,BD,B,6,0.64034731,0.002477368,0.003535434,2.1097000000080968e-05
n65536_q128_r500,5,BD,B,7,0.640752354,0.002396707,0.0034691,1.954699999995313e-05
n65536_q128_r500,5,BD,D,0,0.66840336,0.665109982,0.665315491,8.72099999993381e-06
n65536_q128_r500,5,BD,D,1,0.651444026,0.648628134,0.648863309,6.477999999976447e-06
n65536_q128_r500,5,BD,D,2,0.64191553,0.63929638,0.639553661,1.5212999999958399e-05
n65536_q128_r500,5,BD,D,3,0.641736842,0.639015025,0.639241828,6.030000000101232e-06
n65536_q128_r500,5,BD,D,4,0.639218111,0.636462513,0.636643719,5.646000000081308e-06
n65536_q128_r500,5,BD,D,5,0.639135325,0.636496374,0.636669654,5.667000000042499e-06
n65536_q128_r500,5,BD,D,6,0.638883199,0.636417166,0.636627453,8.828999999987985e-06
n65536_q128_r500,5,BD,D,7,0.638985164,0.636455304,0.636652183,5.841000000006424e-06
