case,pair,order,policy,sample,stage,calls,wall_s,thread_cpu_s,wall_fraction
n65536_q32_r500,0,DB,D,7,stage.alloc_init,1,0.000629511,0.000629173,0.003492518567862722
n65536_q32_r500,0,DB,D,7,stage.candidates,1,0.000123966,0.000123663,0.0006877617019935636
n65536_q32_r500,0,DB,D,7,stage.cleanup,1,0.000237932,0.000237655,0.0013200435383793345
n65536_q32_r500,0,DB,D,7,stage.delivery,1,2.0912e-05,2.0632e-05,0.00011601949495901618
n65536_q32_r500,0,DB,D,7,stage.leaf_distance,1,0.15302851,0.153024087,0.8490001168960769
n65536_q32_r500,0,DB,D,7,stage.node_distance_prune,4,0.011598185,0.011597229,0.06434657450943178
n65536_q32_r500,0,DB,D,7,stage.schedule,10,0.005004521,0.002355484,0.027765015251137656
n65536_q32_r500,0,DB,B,0,stage.aggregate,1,0.00966317,3.1796e-05,0.05450584713696562
n65536_q32_r500,0,DB,B,0,stage.alloc_init,1,0.00065517,0.000543596,0.003695536337322614
n65536_q32_r500,0,DB,B,0,stage.candidates,1,0.000485702,0.000113278,0.0027396391625231138
n65536_q32_r500,0,DB,B,0,stage.cleanup,1,0.000792367,0.000791074,0.004469406476174592
n65536_q32_r500,0,DB,B,0,stage.delivery,1,0.000118977,6.2482e-05,0.0006710988396990593
n65536_q32_r500,0,DB,B,0,stage.leaf_distance,1,0.153068872,2.5242e-05,0.8633966429918708
n65536_q32_r500,0,DB,B,0,stage.node_distance_prune,4,0.011148038,8.9521e-05,0.06288135830220144
n65536_q32_r500,0,DB,B,0,stage.schedule,10,0.001329299,0.000645906,0.007498012359641946
n65536_q32_r500,0,DB,B,1,stage.aggregate,1,0.009665739,3.0114e-05,0.05478888130695451
n65536_q32_r500,0,DB,B,1,stage.alloc_init,1,0.000554001,0.000497404,0.0031402767065129844
n65536_q32_r500,0,DB,B,1,stage.candidates,1,0.000491193,0.000130904,0.002784258397191038
n65536_q32_r500,0,DB,B,1,stage.cleanup,1,0.000742732,0.00074138,0.004210071820776139
n65536_q32_r500,0,DB,B,1,stage.delivery,1,0.000117854,6.1754e-05,0.0006680388139540925
n65536_q32_r500,0,DB,B,1,stage.leaf_distance,1,0.153074684,2.9153e-05,0.8676823047648573
n65536_q32_r500,0,DB,B,1,stage.node_distance_prune,4,0.010770134,7.9755e-05,0.06104898894807683
n65536_q32_r500,0,DB,B,1,stage.schedule,10,0.000981968,0.000407455,0.005566147420205274
n65536_q32_r500,0,DB,B,2,stage.aggregate,1,0.009663001,3.0394e-05,0.05437379975181061
n65536_q32_r500,0,DB,B,2,stage.alloc_init,1,0.000622036,0.000511512,0.0035002025667199314
n65536_q32_r500,0,DB,B,2,stage.candidates,1,0.000593514,0.000123815,0.0033397089978461267
n65536_q32_r500,0,DB,B,2,stage.cleanup,1,0.000744215,0.000743116,0.004187704977190185
n65536_q32_r500,0,DB,B,2,stage.delivery,1,0.000116622,5.9952e-05,0.0006562331179160239
n65536_q32_r500,0,DB,B,2,stage.leaf_distance,1,0.153085506,2.7516e-05,0.8614136175861518
n65536_q32_r500,0,DB,B,2,stage.node_distance_prune,4,0.010765029,9.0572e-05,0.06057492192833614
n65536_q32_r500,0,DB,B,2,stage.schedule,10,0.002103589,0.000643524,0.011836915575824895
n65536_q32_r500,0,DB,B,3,stage.aggregate,1,0.009670201,3.1957e-05,0.05372917656392256
n65536_q32_r500,0,DB,B,3,stage.alloc_init,1,0.000622053,0.000512644,0.003456225518902629
n65536_q32_r500,0,DB,B,3,stage.candidates,1,0.000468291,0.000152272,0.0026018993630324604
n65536_q32_r500,0,DB,B,3,stage.cleanup,1,0.000742006,0.00074082,0.00412270348728945
n65536_q32_r500,0,DB,B,3,stage.delivery,1,0.000115627,5.7382e-05,0.0006424420235480807
n65536_q32_r500,0,DB,B,3,stage.leaf_distance,1,0.153066104,3.271e-05,0.8504596468850786
n65536_q32_r500,0,DB,B,3,stage.node_distance_prune,4,0.011158971,8.3006e-05,0.062001019744128534
n65536_q32_r500,0,DB,B,3,stage.schedule,10,0.004117746,0.000544114,0.022878852453985795
n65536_q32_r500,0,DB,B,4,stage.aggregate,1,0.009719918,3.3763e-05,0.05352874574344441
n65536_q32_r500,0,DB,B,4,stage.alloc_init,1,0.000602239,0.000450777,0.0033166018795411875
n65536_q32_r500,0,DB,B,4,stage.candidates,1,0.000490448,0.000170874,0.0027009555319685644
n65536_q32_r500,0,DB,B,4,stage.cleanup,1,0.000724243,0.000723268,0.0039884924341408445
n65536_q32_r500,0,DB,B,4,stage.delivery,1,0.000121475,5.711e-05,0.0006689772886134338
n65536_q32_r500,0,DB,B,4,stage.leaf_distance,1,0.153131139,3.4144e-05,0.8433114152748042
n65536_q32_r500,0,DB,B,4,stage.node_distance_prune,4,0.011651502,7.8991e-05,0.06416620881855527
n65536_q32_r500,0,DB,B,4,stage.schedule,10,0.005124705,0.000597278,0.028222360616124365
n65536_q32_r500,0,DB,B,5,stage.aggregate,1,0.0096704,3.6501e-05,0.05324380316768474
n65536_q32_r500,0,DB,B,5,stage.alloc_init,1,0.000594963,0.000486834,0.0032757789609587215
n65536_q32_r500,0,DB,B,5,stage.candidates,1,0.000476415,0.000155063,0.002623071071117278
n65536_q32_r500,0,DB,B,5,stage.cleanup,1,0.000755875,0.000754595,0.0041617368174402
n65536_q32_r500,0,DB,B,5,stage.delivery,1,0.000124416,6.535e-05,0.0006850162366510863
n65536_q32_r500,0,DB,B,5,stage.leaf_distance,1,0.153178054,3.2346e-05,0.8433758848429213
n65536_q32_r500,0,DB,B,5,stage.node_distance_prune,4,0.011636357,8.7316e-05,0.06406807388493863
n65536_q32_r500,0,DB,B,5,stage.schedule,10,0.005169291,0.000642392,0.028461357598494816
n65536_q32_r500,0,DB,B,6,stage.aggregate,1,0.009720096,3.0393e-05,0.053465191715208124
n65536_q32_r500,0,DB,B,6,stage.alloc_init,1,0.000714422,0.000388875,0.003929663780641922
n65536_q32_r500,0,DB,B,6,stage.candidates,1,0.000469406,0.000164315,0.002581958221633715
n65536_q32_r500,0,DB,B,6,stage.cleanup,1,0.000782823,0.000781718,0.0043059020995342406
n65536_q32_r500,0,DB,B,6,stage.delivery,1,0.000116819,6.1357e-05,0.0006425605499142085
n65536_q32_r500,0,DB,B,6,stage.leaf_distance,1,0.153158379,3.1303e-05,0.8424445700974051
n65536_q32_r500,0,DB,B,6,stage.node_distance_prune,4,0.011659202,8.8481e-05,0.06413120510088975
n65536_q32_r500,0,DB,B,6,stage.schedule,10,0.005163329,0.000590576,0.02840078687223808
n65536_q32_r500,0,DB,B,7,stage.aggregate,1,0.009710769,2.9293e-05,0.053484821122009134
n65536_q32_r500,0,DB,B,7,stage.alloc_init,1,0.000615603,0.00050651,0.003390608543687137
n65536_q32_r500,0,DB,B,7,stage.candidates,1,0.000490626,0.000153923,0.0027022621841593444
n65536_q32_r500,0,DB,B,7,stage.cleanup,1,0.000724387,0.0007233,0.003989767351906819
n65536_q32_r500,0,DB,B,7,stage.delivery,1,0.000215586,0.000152026,0.0011874011879398493
n65536_q32_r500,0,DB,B,7,stage.leaf_distance,1,0.153082168,2.8931e-05,0.8431435628269348
n65536_q32_r500,0,DB,B,7,stage.node_distance_prune,4,0.011617464,9.1912e-05,0.06398648592417147
n65536_q32_r500,0,DB,B,7,stage.schedule,10,0.005082663,0.000692203,0.027994211516971967
n65536_q32_r500,1,BD,B,0,stage.aggregate,1,0.009664623,3.2181e-05,0.05318406135706729
n65536_q32_r500,1,BD,B,0,stage.alloc_init,1,0.000756495,0.000755049,0.004162963883465979
n65536_q32_r500,1,BD,B,0,stage.candidates,1,0.000501692,0.000215096,0.0027607924396378216
n65536_q32_r500,1,BD,B,0,stage.cleanup,1,0.00092127,0.00092,0.0050697145875659485
n65536_q32_r500,1,BD,B,0,stage.delivery,1,0.000122792,7.098e-05,0.000675719814643262
n65536_q32_r500,1,BD,B,0,stage.leaf_distance,1,0.153125666,3.2635e-05,0.8426448518359994
n65536_q32_r500,1,BD,B,0,stage.node_distance_prune,4,0.011603176,0.000118977,0.06385184650460246
n65536_q32_r500,1,BD,B,0,stage.schedule,10,0.004989098,0.00080622,0.027454820963882572
n65536_q32_r500,1,BD,B,1,stage.aggregate,1,0.009664658,3.0496e-05,0.05320860889490805
n65536_q32_r500,1,BD,B,1,stage.alloc_init,1,0.000643158,0.000542496,0.0035408953404901934
n65536_q32_r500,1,BD,B,1,stage.candidates,1,0.000474873,0.000182597,0.0026144051586462417
n65536_q32_r500,1,BD,B,1,stage.cleanup,1,0.000755841,0.000754852,0.00416126966476581
n65536_q32_r500,1,BD,B,1,stage.delivery,1,0.000115481,6.4468e-05,0.0006357786652970934
n65536_q32_r500,1,BD,B,1,stage.leaf_distance,1,0.153206153,3.8631e-05,0.8434738482489958
n65536_q32_r500,1,BD,B,1,stage.node_distance_prune,4,0.011685442,8.7139e-05,0.06433400055564636
n65536_q32_r500,1,BD,B,1,stage.schedule,10,0.005066383,0.000625491,0.027892884731028342
n65536_q32_r500,1,BD,B,2,stage.aggregate,1,0.00972009,3.2141e-05,0.0535419960910298
n65536_q32_r500,1,BD,B,2,stage.alloc_init,1,0.000610454,0.000509754,0.0033626155397484493
n65536_q32_r500,1,BD,B,2,stage.candidates,1,0.000493019,0.000210869,0.002715738369789109
n65536_q32_r500,1,BD,B,2,stage.cleanup,1,0.000717465,0.000716332,0.00395207330646637
n65536_q32_r500,1,BD,B,2,stage.delivery,1,0.000114571,6.3805e-05,0.0006311011558684514
n65536_q32_r500,1,BD,B,2,stage.leaf_distance,1,0.153079815,3.1161e-05,0.8432225273989814
n65536_q32_r500,1,BD,B,2,stage.node_distance_prune,4,0.01161488,8.1106e-05,0.06397922854189418
n65536_q32_r500,1,BD,B,2,stage.schedule,10,0.005169179,0.000647878,0.028473827074835045
n65536_q32_r500,1,BD,B,3,stage.aggregate,1,0.009727955,3.3186e-05,0.053524369043230255
n65536_q32_r500,1,BD,B,3,stage.alloc_init,1,0.000603783,0.000475429,0.0033220861027861144
n65536_q32_r500,1,BD,B,3,stage.candidates,1,0.000468392,0.000168488,0.0025771486674122882
n65536_q32_r500,1,BD,B,3,stage.cleanup,1,0.000879105,0.000877912,0.004836940595196929
n65536_q32_r500,1,BD,B,3,stage.delivery,1,0.000112146,6.1976e-05,0.0006170406720345747
n65536_q32_r500,1,BD,B,3,stage.leaf_distance,1,0.153166805,2.8624e-05,0.8427420352985272
n65536_q32_r500,1,BD,B,3,stage.node_distance_prune,4,0.011674502,8.8605e-05,0.06423450287793578
n65536_q32_r500,1,BD,B,3,stage.schedule,10,0.005095743,0.000622741,0.028037385954340584
n65536_q32_r500,1,BD,B,4,stage.aggregate,1,0.009661089,3.213e-05,0.053263277120924594
n65536_q32_r500,1,BD,B,4,stage.alloc_init,1,0.00059446,0.000457936,0.0032773621811479883
n65536_q32_r500,1,BD,B,4,stage.candidates,1,0.000446383,0.000152394,0.0024609877241654316
n65536_q32_r500,1,BD,B,4,stage.cleanup,1,0.00070728,0.000706278,0.003899358617034534
n65536_q32_r500,1,BD,B,4,stage.delivery,1,0.000113345,5.9385e-05,0.0006248908529122544
n65536_q32_r500,1,BD,B,4,stage.leaf_distance,1,0.15316043,3.1836e-05,0.8444002976320757
n65536_q32_r500,1,BD,B,4,stage.node_distance_prune,4,0.011645968,8.3564e-05,0.06420626297153664
n65536_q32_r500,1,BD,B,4,stage.schedule,10,0.00503737,0.000581953,0.02777190379579693
n65536_q32_r500,1,BD,B,5,stage.aggregate,1,0.009729674,3.0642e-05,0.053566686667585094
n65536_q32_r500,1,BD,B,5,stage.alloc_init,1,0.000639147,0.000538457,0.0035188216052795813
n65536_q32_r500,1,BD,B,5,stage.candidates,1,0.000414185,9.0675e-05,0.002280294089752003
n65536_q32_r500,1,BD,B,5,stage.cleanup,1,0.000754947,0.000754011,0.004156358106102358
n65536_q32_r500,1,BD,B,5,stage.delivery,1,0.000108034,5.9636e-05,0.0005947808145931599
n65536_q32_r500,1,BD,B,5,stage.leaf_distance,1,0.153196785,2.3603e-05,0.843424371728837
n65536_q32_r500,1,BD,B,5,stage.node_distance_prune,4,0.011577237,8.2879e-05,0.06373843839530213
n65536_q32_r500,1,BD,B,5,stage.schedule,10,0.005197876,0.000628829,0.028616888400265057
n65536_q32_r500,1,BD,B,6,stage.aggregate,1,0.009727108,3.0612e-05,0.053616511210643196
n65536_q32_r500,1,BD,B,6,stage.alloc_init,1,0.000611734,0.00046247,0.0033719213222400328
n65536_q32_r500,1,BD,B,6,stage.candidates,1,0.000411409,8.9646e-05,0.002267715672598629
n65536_q32_r500,1,BD,B,6,stage.cleanup,1,0.00072438,0.00072338,0.003992834087044753
n65536_q32_r500,1,BD,B,6,stage.delivery,1,0.000109784,6.0247e-05,0.0006051372172231718
n65536_q32_r500,1,BD,B,6,stage.leaf_distance,1,0.153166463,2.0339e-05,0.844264439187276
n65536_q32_r500,1,BD,B,6,stage.node_distance_prune,4,0.011626097,7.0199e-05,0.0640838736586995
n65536_q32_r500,1,BD,B,6,stage.schedule,10,0.005027971,0.000502637,0.027714533804733005
n65536_q32_r500,1,BD,B,7,stage.aggregate,1,0.009657072,3.1135e-05,0.053194443238729856
n65536_q32_r500,1,BD,B,7,stage.alloc_init,1,0.000594946,0.000496213,0.003277165296801077
n65536_q32_r500,1,BD,B,7,stage.candidates,1,0.000442868,0.000142514,0.0024394678519793385
n65536_q32_r500,1,BD,B,7,stage.cleanup,1,0.000706935,0.000705835,0.0038940388692319467
n65536_q32_r500,1,BD,B,7,stage.delivery,1,0.000109292,5.723e-05,0.0006020175774238054
n65536_q32_r500,1,BD,B,7,stage.leaf_distance,1,0.153170754,3.2408e-05,0.8437167062114121
n65536_q32_r500,1,BD,B,7,stage.node_distance_prune,4,0.011654671,7.8563e-05,0.06419789921578414
n65536_q32_r500,1,BD,B,7,stage.schedule,10,0.005188813,0.000637167,0.02858175010032892
n65536_q32_r500,1,BD,D,0,stage.aggregate,1,0.009635028,0.009634874,0.05341750925173602
n65536_q32_r500,1,BD,D,0,stage.alloc_init,1,0.000624772,0.00062446,0.003463795236529216
n65536_q32_r500,1,BD,D,0,stage.candidates,1,0.000122881,0.000122504,0.0006812639210143006
n65536_q32_r500,1,BD,D,0,stage.cleanup,1,0.000266616,0.000266317,0.0014781443963277378
n65536_q32_r500,1,BD,D,0,stage.delivery,1,2.4847e-05,2.4537e-05,0.0001377541250920999
n65536_q32_r500,1,BD,D,0,stage.leaf_distance,1,0.152895836,0.152883158,0.8476690191333034
n65536_q32_r500,1,BD,D,0,stage.node_distance_prune,4,0.011582627,0.011581519,0.06421518286526073
n65536_q32_r500,1,BD,D,0,stage.schedule,10,0.005209293,0.002429563,0.028880814567690278
n65536_q32_r500,1,BD,D,1,stage.aggregate,1,0.009644326,0.009630267,0.05346343986280605
n65536_q32_r500,1,BD,D,1,stage.alloc_init,1,0.000620596,0.000620327,0.0034402815629726727
n65536_q32_r500,1,BD,D,1,stage.candidates,1,0.000130362,0.000129961,0.0007226633512176095
n65536_q32_r500,1,BD,D,1,stage.cleanup,1,0.000312839,0.000312558,0.0017342268462555478
n65536_q32_r500,1,BD,D,1,stage.delivery,1,3.3864e-05,3.3576e-05,0.0001877255007259257
n65536_q32_r500,1,BD,D,1,stage.leaf_distance,1,0.152997111,0.152764893,0.8481413675908054
n65536_q32_r500,1,BD,D,1,stage.node_distance_prune,4,0.011599403,0.01159818,0.06430143327122623
n65536_q32_r500,1,BD,D,1,stage.schedule,10,0.005042257,0.002403935,0.027951813728850812
n65536_q32_r500,1,BD,D,2,stage.aggregate,1,0.009594415,0.009594258,0.053212784505675334
n65536_q32_r500,1,BD,D,2,stage.alloc_init,1,0.000611974,0.000611531,0.0033941455091400737
n65536_q32_r500,1,BD,D,2,stage.candidates,1,0.000134808,0.000134466,0.0007476755022209358
n65536_q32_r500,1,BD,D,2,stage.cleanup,1,0.000280988,0.00028069,0.0015584226753460944
n65536_q32_r500,1,BD,D,2,stage.delivery,1,2.5702e-05,2.5421e-05,0.00014254907541156678
n65536_q32_r500,1,BD,D,2,stage.leaf_distance,1,0.153027769,0.152901636,0.8487264408701588
n65536_q32_r500,1,BD,D,2,stage.node_distance_prune,4,0.011599888,0.01159852,0.06433558903111541
n65536_q32_r500,1,BD,D,2,stage.schedule,10,0.005017489,0.002425919,0.02782812301913107
n65536_q32_r500,1,BD,D,3,stage.aggregate,1,0.009639398,0.009631533,0.053410238981087085
n65536_q32_r500,1,BD,D,3,stage.alloc_init,1,0.000623641,0.000623375,0.003455487038547856
n65536_q32_r500,1,BD,D,3,stage.candidates,1,0.000125274,0.000124921,0.0006941215912152091
n65536_q32_r500,1,BD,D,3,stage.cleanup,1,0.00027023,0.000269936,0.0014972977440976254
n65536_q32_r500,1,BD,D,3,stage.delivery,1,2.5847e-05,2.5567e-05,0.00014321376157973328
n65536_q32_r500,1,BD,D,3,stage.leaf_distance,1,0.152968457,0.152858886,0.847571792858656
n65536_q32_r500,1,BD,D,3,stage.node_distance_prune,4,0.011627509,0.011626386,0.06442601855891217
n65536_q32_r500,1,BD,D,3,stage.schedule,10,0.005189623,0.002377407,0.028754804465148765
n65536_q32_r500,1,BD,D,4,stage.aggregate,1,0.009592464,0.009592285,0.053189893473093997
n65536_q32_r500,1,BD,D,4,stage.alloc_init,1,0.000625626,0.000625289,0.0034690753380985226
n65536_q32_r500,1,BD,D,4,stage.candidates,1,0.000124133,0.00012381,0.000688313351657674
n65536_q32_r500,1,BD,D,4,stage.cleanup,1,0.000275824,0.000275513,0.001529434895697568
n65536_q32_r500,1,BD,D,4,stage.delivery,1,2.6163e-05,2.5888e-05,0.0001450729638325
n65536_q32_r500,1,BD,D,4,stage.leaf_distance,1,0.153008193,0.152953388,0.8484253353654083
n65536_q32_r500,1,BD,D,4,stage.node_distance_prune,4,0.011575118,0.011574027,0.06418364388529296
n65536_q32_r500,1,BD,D,4,stage.schedule,10,0.005108336,0.002405625,0.028325553024204322
n65536_q32_r500,1,BD,D,5,stage.aggregate,1,0.009592337,0.009592202,0.05326139721513645
n65536_q32_r500,1,BD,D,5,stage.alloc_init,1,0.000622946,0.000622618,0.003458904159599521
n65536_q32_r500,1,BD,D,5,stage.candidates,1,0.000108027,0.000107713,0.0005998193096176193
n65536_q32_r500,1,BD,D,5,stage.cleanup,1,0.000265773,0.000265466,0.0014757030869597745
n65536_q32_r500,1,BD,D,5,stage.delivery,1,2.4246e-05,2.3967e-05,0.0001346257785645144
n65536_q32_r500,1,BD,D,5,stage.leaf_distance,1,0.153036995,0.153015108,0.8497370535778561
n65536_q32_r500,1,BD,D,5,stage.node_distance_prune,4,0.011627964,0.011626805,0.064564204677891
n65536_q32_r500,1,BD,D,5,stage.schedule,10,0.004812982,0.002369283,0.026724055471706417
n65536_q32_r500,1,BD,D,6,stage.aggregate,1,0.009591174,0.009591051,0.05327648256412509
n65536_q32_r500,1,BD,D,6,stage.alloc_init,1,0.000627331,0.000626981,0.0034846609063119024
n65536_q32_r500,1,BD,D,6,stage.candidates,1,0.000131312,0.000130929,0.0007294040832186335
n65536_q32_r500,1,BD,D,6,stage.cleanup,1,0.000300503,0.000300233,0.001669216181456752
n65536_q32_r500,1,BD,D,6,stage.delivery,1,2.9793e-05,2.9514e-05,0.00016549238341760652
n65536_q32_r500,1,BD,D,6,stage.leaf_distance,1,0.153009573,0.153002224,0.8499284704957627
n65536_q32_r500,1,BD,D,6,stage.node_distance_prune,4,0.011343272,0.011342277,0.06300893226711644
n65536_q32_r500,1,BD,D,6,stage.schedule,10,0.004985676,0.002404895,0.027694136347060007
n65536_q32_r500,1,BD,D,7,stage.aggregate,1,0.009637848,0.009178478,0.05338500383061999
n65536_q32_r500,1,BD,D,7,stage.alloc_init,1,0.00061696,0.000616648,0.003417403134324105
n65536_q32_r500,1,BD,D,7,stage.candidates,1,0.000135169,0.000134776,0.0007487146075328304
n65536_q32_r500,1,BD,D,7,stage.cleanup,1,0.000274935,0.000274662,0.0015228924577531738
n65536_q32_r500,1,BD,D,7,stage.delivery,1,2.631e-05,2.6036e-05,0.0001457337209285322
n65536_q32_r500,1,BD,D,7,stage.leaf_distance,1,0.153032333,0.153000608,0.8476613953046068
n65536_q32_r500,1,BD,D,7,stage.node_distance_prune,4,0.011584793,0.011583768,0.06416932687483136
n65536_q32_r500,1,BD,D,7,stage.schedule,10,0.005218294,0.002420675,0.02890465228122516
n65536_q32_r500,2,DB,D,0,stage.aggregate,1,0.009637618,0.009628373,0.05346839118069007
n65536_q32_r500,2,DB,D,0,stage.alloc_init,1,0.000640747,0.000640401,0.0035547903272212717
n65536_q32_r500,2,DB,D,0,stage.candidates,1,0.00011946,0.000119112,0.000662750278175088
n65536_q32_r500,2,DB,D,0,stage.cleanup,1,0.000269133,0.000268727,0.0014931187896877278
n65536_q32_r500,2,DB,D,0,stage.delivery,1,2.1033e-05,2.0756e-05,0.00011668865394991316
n65536_q32_r500,2,DB,D,0,stage.leaf_distance,1,0.153077096,0.153035462,0.8492540428280148
n65536_q32_r500,2,DB,D,0,stage.node_distance_prune,4,0.011615959,0.011614995,0.0644439984808339
n65536_q32_r500,2,DB,D,0,stage.schedule,10,0.004859681,0.002361577,0.026960948724193787
n65536_q32_r500,2,DB,D,1,stage.aggregate,1,0.009590254,0.009578126,0.05313750422844758
n65536_q32_r500,2,DB,D,1,stage.alloc_init,1,0.000628822,0.000628551,0.0034841654542143376
n65536_q32_r500,2,DB,D,1,stage.candidates,1,0.000119298,0.000118973,0.0006610041798106014
n65536_q32_r500,2,DB,D,1,stage.cleanup,1,0.000256388,0.000256083,0.0014205899483082742
n65536_q32_r500,2,DB,D,1,stage.delivery,1,2.1399e-05,2.1128e-05,0.00011856718841696475
n65536_q32_r500,2,DB,D,1,stage.leaf_distance,1,0.153075256,0.152562156,0.8481565830238381
n65536_q32_r500,2,DB,D,1,stage.node_distance_prune,4,0.011590703,0.011538887,0.06422155551596237
n65536_q32_r500,2,DB,D,1,stage.schedule,10,0.005191035,0.002369271,0.028762391930653705
n65536_q32_r500,2,DB,D,2,stage.aggregate,1,0.009644126,0.009606596,0.053485071448999236
n65536_q32_r500,2,DB,D,2,stage.alloc_init,1,0.00063666,0.000636403,0.00353083375193562
n65536_q32_r500,2,DB,D,2,stage.candidates,1,0.00011454,0.000114275,0.0006352239781778435
n65536_q32_r500,2,DB,D,2,stage.cleanup,1,0.000289496,0.00028918,0.0016055072532440455
n65536_q32_r500,2,DB,D,2,stage.delivery,1,3.0713e-05,3.0424e-05,0.00017033031291929551
n65536_q32_r500,2,DB,D,2,stage.leaf_distance,1,0.152991347,0.152889917,0.8484701594912423
n65536_q32_r500,2,DB,D,2,stage.node_distance_prune,4,0.011589762,0.011588803,0.06427531625436005
n65536_q32_r500,2,DB,D,2,stage.schedule,10,0.005009156,0.002369892,0.027780129226762824
n65536_q32_r500,2,DB,D,3,stage.aggregate,1,0.009593798,0.00959365,0.05316459081463329
n65536_q32_r500,2,DB,D,3,stage.alloc_init,1,0.000616454,0.000616166,0.0034161157725067746
n65536_q32_r500,2,DB,D,3,stage.candidates,1,0.000133662,0.000133276,0.0007406957638117369
n65536_q32_r500,2,DB,D,3,stage.cleanup,1,0.000263954,0.000263632,0.0014627164761949038
n65536_q32_r500,2,DB,D,3,stage.delivery,1,2.3976e-05,2.3689e-05,0.00013286440149893166
n65536_q32_r500,2,DB,D,3,stage.leaf_distance,1,0.153010243,0.152954924,0.847915180155201
n65536_q32_r500,2,DB,D,3,stage.node_distance_prune,4,0.011599344,0.01159829,0.06427844087171439
n65536_q32_r500,2,DB,D,3,stage.schedule,10,0.005204457,0.002397128,0.02884080181981671
n65536_q32_r500,2,DB,D,4,stage.aggregate,1,0.009642489,0.009642242,0.05341447038956247
n65536_q32_r500,2,DB,D,4,stage.alloc_init,1,0.000626337,0.000626069,0.00346958748310601
n65536_q32_r500,2,DB,D,4,stage.candidates,1,0.000131175,0.000130883,0.0007266425871318968
n65536_q32_r500,2,DB,D,4,stage.cleanup,1,0.00025448,0.000254198,0.001409689388780828
n65536_q32_r500,2,DB,D,4,stage.delivery,1,2.209e-05,2.18e-05,0.00012236733180669794
n65536_q32_r500,2,DB,D,4,stage.leaf_distance,1,0.153007436,0.152964829,0.8475831457629741
n65536_q32_r500,2,DB,D,4,stage.node_distance_prune,4,0.011618796,0.01161789,0.06436220304781959
n65536_q32_r500,2,DB,D,4,stage.schedule,10,0.00521194,0.002409534,0.028871488969515673
n65536_q32_r500,2,DB,D,5,stage.aggregate,1,0.00959313,0.009593021,0.05316083838354916
n65536_q32_r500,2,DB,D,5,stage.alloc_init,1,0.000631539,0.000631221,0.0034997068435336795
n65536_q32_r500,2,DB,D,5,stage.candidates,1,0.000101626,0.000101352,0.0005631658657358513
n65536_q32_r500,2,DB,D,5,stage.cleanup,1,0.000249919,0.000249649,0.0013849393855788696
n65536_q32_r500,2,DB,D,5,stage.delivery,1,2.1339e-05,2.1037e-05,0.00011825119958413526
n65536_q32_r500,2,DB,D,5,stage.leaf_distance,1,0.153024689,0.152949835,0.8479944252420089
n65536_q32_r500,2,DB,D,5,stage.node_distance_prune,4,0.011645451,0.011644506,0.06453388398932787
n65536_q32_r500,2,DB,D,5,stage.schedule,10,0.005180732,0.002389649,0.028709300985234373
n65536_q32_r500,2,DB,D,6,stage.aggregate,1,0.009591249,0.009591102,0.0530076249027369
n65536_q32_r500,2,DB,D,6,stage.alloc_init,1,0.000633058,0.000632792,0.003498699804965633
n65536_q32_r500,2,DB,D,6,stage.candidates,1,0.000114748,0.000114335,0.0006341738122260463
n65536_q32_r500,2,DB,D,6,stage.cleanup,1,0.001069391,0.000786427,0.005910166340417471
n65536_q32_r500,2,DB,D,6,stage.delivery,1,2.7341e-05,2.6947e-05,0.0001511045613001737
n65536_q32_r500,2,DB,D,6,stage.leaf_distance,1,0.152987774,0.152779635,0.8455122517303727
n65536_q32_r500,2,DB,D,6,stage.node_distance_prune,4,0.011320037,0.011253544,0.06256205789059414
n65536_q32_r500,2,DB,D,6,stage.schedule,10,0.00519027,0.002401379,0.028684886118995376
n65536_q32_r500,2,DB,D,7,stage.aggregate,1,0.009636547,0.009628252,0.05329982375496597
n65536_q32_r500,2,DB,D,7,stage.alloc_init,1,0.000706354,0.000326968,0.0039068500063991
n65536_q32_r500,2,DB,D,7,stage.candidates,1,0.00012748,0.000126986,0.0007050929687037339
n65536_q32_r500,2,DB,D,7,stage.cleanup,1,0.000317625,0.000317342,0.0017567865875786279
n65536_q32_r500,2,DB,D,7,stage.delivery,1,2.4287e-05,2.4007e-05,0.00013433160441565412
n65536_q32_r500,2,DB,D,7,stage.leaf_distance,1,0.153175592,0.153177827,0.8472155075010348
n65536_q32_r500,2,DB,D,7,stage.node_distance_prune,4,0.011597926,0.011495564,0.0641482277545201
n65536_q32_r500,2,DB,D,7,stage.schedule,10,0.005205208,0.002409388,0.02879004990147808
n65536_q32_r500,2,DB,B,0,stage.aggregate,1,0.009647067,3.0896e-05,0.05312787430363771
n65536_q32_r500,2,DB,B,0,stage.alloc_init,1,0.000617616,0.000570428,0.0034013058285917892
n65536_q32_r500,2,DB,B,0,stage.candidates,1,0.000386531,0.000193399,0.0021286853696008733
n65536_q32_r500,2,DB,B,0,stage.cleanup,1,0.000805859,0.00080445,0.004437988837276157
n65536_q32_r500,2,DB,B,0,stage.delivery,1,8.0162e-05,5.4534e-05,0.00044146440155626635
n65536_q32_r500,2,DB,B,0,stage.leaf_distance,1,0.153076748,3.0936e-05,0.8430170772685237
n65536_q32_r500,2,DB,B,0,stage.node_distance_prune,4,0.011705877,0.000100742,0.06446605604271678
n65536_q32_r500,2,DB,B,0,stage.schedule,10,0.005234543,0.000736758,0.028827429366976166
