run,scope,api,calls,inclusive_host_ms
nsys_rebuild,thrust::inclusive_scan,cudaMalloc_v3020,2,0.013396
nsys_rebuild,thrust::inclusive_scan,cudaStreamSynchronize_v3020,2,0.726506
nsys_rebuild,thrust::reduce,cudaFree_v3020,5,0.030316
nsys_rebuild,thrust::reduce,cudaMalloc_v3020,5,0.029986000000000002
nsys_rebuild,thrust::reduce,cudaMemcpyAsync_v3020,5,0.08502399999999999
nsys_rebuild,thrust::reduce,cudaStreamSynchronize_v3020,10,0.037107
nsys_rebuild,thrust::sort_by_key,cudaFree_v3020,5,0.032888
nsys_rebuild,thrust::sort_by_key,cudaMalloc_v3020,5,0.036131
nsys_rebuild,thrust::sort_by_key,cudaMemcpyAsync_v3020,10,0.08523499999999999
nsys_rebuild,thrust::sort_by_key,cudaStreamSynchronize_v3020,15,0.100717
nsys_rebuild,update.delete_prefix,cudaDeviceSynchronize_v3020,2,0.003909
nsys_rebuild,update.init_mirrors,cudaMemcpy_v3020,6,0.07971800000000001
nsys_rebuild,update.insert_total,cudaMemcpy_v3020,128,0.8288360000000001
nsys_rebuild,update.query,cuKernelGetName,11,0.0033739999999999994
nsys_rebuild,update.query,cudaDeviceSynchronize_v3020,2,0.104796
nsys_rebuild,update.query,cudaLaunchKernel_v7000,11,0.227748
nsys_rebuild,update.query,cudaMallocManaged_v6000,2,0.012084
nsys_rebuild,update.query,cudaMemset_v3020,3,0.857369
