q,k,pair,order,variant,sample,wall_s,thread_cpu_s,process_cpu_s,residual_s
128,100,4,AB,A,3,0.03567981,0.03311739,0.033127703,1.2190000000002199e-05
128,100,4,AB,A,4,0.036581316,0.032512628,0.032533175,1.2883000000005196e-05
128,100,4,AB,A,5,0.033402711,0.031985981,0.031985052,1.2524999999999342e-05
128,100,4,AB,A,6,0.026882217,0.026884277,0.026883402,1.175500000000218e-05
128,100,4,AB,A,7,0.02735949,0.027361574,0.027394293,1.0808000000001039e-05
128,100,4,AB,B,0,0.039401647,0.038081553,0.038114341,1.2589999999999824e-05
128,100,4,AB,B,1,0.036541337,0.036543736,0.036542855,1.0823999999999556e-05
128,100,4,AB,B,2,0.036169774,0.036172217,0.03618302,1.2405999999999529e-05
128,100,4,AB,B,3,0.03741282,0.036664888,0.036684847,1.1945999999998791e-05
128,100,4,AB,B,4,0.037461848,0.036704919,0.036703785,1.2496000000000729e-05
128,100,4,AB,B,5,0.043028155,0.037662905,0.03769492,1.3111999999995683e-05
128,100,4,AB,B,6,0.038205682,0.036981728,0.036980805,1.2674999999996717e-05
128,100,4,AB,B,7,0.031669066,0.031671212,0.031670389,1.1000000000004062e-05
128,100,5,BA,B,0,0.038583216,0.03722673,0.037257929,1.7247999999997488e-05
128,100,5,BA,B,1,0.037613159,0.036865218,0.036864358,1.2190000000002199e-05
128,100,5,BA,B,2,0.037256538,0.036561291,0.03656038,1.2063999999999131e-05
128,100,5,BA,B,3,0.037585716,0.036838114,0.036859577,1.2442999999993931e-05
128,100,5,BA,B,4,0.037641358,0.036930077,0.036929257,1.1586000000000929e-05
128,100,5,BA,B,5,0.042323209,0.036969781,0.037001779,1.3407000000000002e-05
128,100,5,BA,B,6,0.038096734,0.036774273,0.03677338,1.2645999999998103e-05
128,100,5,BA,B,7,0.031924602,0.031926814,0.031925732,1.148800000000394e-05
128,100,5,BA,A,0,0.033615767,0.032166351,0.032176573,1.3215999999996453e-05
128,100,5,BA,A,1,0.034745448,0.033421206,0.033441623,1.3244999999995066e-05
128,100,5,BA,A,2,0.03170485,0.031707132,0.031706113,1.1675000000002655e-05
128,100,5,BA,A,3,0.032021137,0.032023562,0.03203403,1.1441000000000923e-05
128,100,5,BA,A,4,0.032594607,0.031852498,0.031873839,1.1703000000001795e-05
128,100,5,BA,A,5,0.0325867,0.031886618,0.031885628,1.1663000000002033e-05
128,100,5,BA,A,6,0.034007314,0.032552602,0.032563304,1.1219999999999286e-05
128,100,5,BA,A,7,0.033575859,0.032404021,0.032424108,1.0842999999996494e-05
