case,process,order,variant,batch,sample,wall_us,thread_cpu_us,event_us
n65536_q32_r300,0,OSTD,O,1,0,145132.544,1844.171,145149.125
n65536_q32_r300,0,OSTD,O,1,1,149814.364,2223.891,149821.0
n65536_q32_r300,0,OSTD,O,1,2,145658.351,1908.088,145664.5
n65536_q32_r300,0,OSTD,O,1,3,150205.574,2164.45,150211.28125
n65536_q32_r300,0,OSTD,O,1,4,143864.238,1721.063,143870.140625
n65536_q32_r300,0,OSTD,O,1,5,150047.269,2200.84,150053.4375
n65536_q32_r300,0,OSTD,O,1,6,145604.063,1804.474,145610.390625
n65536_q32_r300,0,OSTD,O,1,7,150090.902,2311.594,150097.21875
n65536_q32_r300,0,OSTD,O,1,8,145406.659,1846.252,145412.265625
n65536_q32_r300,0,OSTD,O,1,9,149897.369,2137.376,149902.875
n65536_q32_r300,0,OSTD,O,1,10,144980.755,1739.869,144986.265625
n65536_q32_r300,0,OSTD,O,1,11,149913.905,2215.583,149919.203125
n65536_q32_r300,0,OSTD,O,1,12,145648.894,1881.366,145654.84375
n65536_q32_r300,0,OSTD,O,1,13,150298.415,1891.971,150304.125
n65536_q32_r300,0,OSTD,O,1,14,143828.523,1767.336,143833.984375
n65536_q32_r300,0,OSTD,O,1,15,150018.245,2147.948,150023.96875
n65536_q32_r300,0,OSTD,O,1,16,145604.347,1872.738,145609.609375
n65536_q32_r300,0,OSTD,O,1,17,150053.37,2221.818,150059.140625
n65536_q32_r300,0,OSTD,O,1,18,145322.541,1871.871,145328.328125
n65536_q32_r300,0,OSTD,O,1,19,149995.898,2106.844,150002.15625
n65536_q32_r300,0,OSTD,O,16,0,147609.51675,2032.349937,147615.233398
n65536_q32_r300,0,OSTD,O,16,1,147668.808937,2144.585625,147676.165039
n65536_q32_r300,0,OSTD,O,16,2,147606.563687,1991.192875,147612.132812
n65536_q32_r300,0,OSTD,O,16,3,147588.966875,2063.111,147595.136719
n65536_q32_r300,0,OSTD,O,16,4,147360.567563,2068.032063,147366.061523
n65536_q32_r300,0,OSTD,S,1,0,175991.23,2318.14,175999.671875
n65536_q32_r300,0,OSTD,S,1,1,175956.764,2256.143,175962.625
n65536_q32_r300,0,OSTD,S,1,2,176048.704,2258.839,176059.328125
n65536_q32_r300,0,OSTD,S,1,3,176001.652,2554.265,176008.78125
n65536_q32_r300,0,OSTD,S,1,4,175885.031,2225.521,175891.390625
n65536_q32_r300,0,OSTD,S,1,5,175989.404,2156.408,175995.484375
n65536_q32_r300,0,OSTD,S,1,6,175845.157,2185.201,175850.53125
n65536_q32_r300,0,OSTD,S,1,7,174447.372,2139.435,174453.3125
n65536_q32_r300,0,OSTD,S,1,8,169455.707,1998.793,169462.078125
n65536_q32_r300,0,OSTD,S,1,9,174988.815,2183.041,174995.515625
n65536_q32_r300,0,OSTD,S,1,10,168895.208,2182.829,168901.21875
n65536_q32_r300,0,OSTD,S,1,11,174816.003,2222.769,174821.984375
n65536_q32_r300,0,OSTD,S,1,12,169165.534,2125.291,169170.6875
n65536_q32_r300,0,OSTD,S,1,13,175300.57,2273.062,175307.625
n65536_q32_r300,0,OSTD,S,1,14,168514.525,1984.465,168520.5
n65536_q32_r300,0,OSTD,S,1,15,176177.365,2194.562,176183.078125
n65536_q32_r300,0,OSTD,S,1,16,175991.016,2136.653,175996.703125
n65536_q32_r300,0,OSTD,S,1,17,176018.903,2219.381,176024.703125
n65536_q32_r300,0,OSTD,S,1,18,175919.696,2190.204,175925.3125
n65536_q32_r300,0,OSTD,S,1,19,176116.182,2229.527,176126.8125
n65536_q32_r300,0,OSTD,S,16,0,173465.807375,2270.681062,173471.632812
n65536_q32_r300,0,OSTD,S,16,1,171972.291875,2198.7205,171978.013672
n65536_q32_r300,0,OSTD,S,16,2,171982.589625,2220.080313,171988.233398
n65536_q32_r300,0,OSTD,S,16,3,171991.2455,2195.914188,171997.043945
n65536_q32_r300,0,OSTD,S,16,4,172894.264125,2357.488687,172900.19043
n65536_q32_r300,0,OSTD,T,1,0,169376.817,2077.362,169385.3125
n65536_q32_r300,0,OSTD,T,1,1,174906.681,2267.374,174912.265625
n65536_q32_r300,0,OSTD,T,1,2,169077.435,2123.386,169084.0625
n65536_q32_r300,0,OSTD,T,1,3,173904.5,2225.697,173910.78125
n65536_q32_r300,0,OSTD,T,1,4,170202.839,2331.024,170208.984375
n65536_q32_r300,0,OSTD,T,1,5,174398.487,2298.082,174404.953125
n65536_q32_r300,0,OSTD,T,1,6,169327.189,1983.023,169333.21875
n65536_q32_r300,0,OSTD,T,1,7,173938.321,2277.402,173944.265625
n65536_q32_r300,0,OSTD,T,1,8,170326.572,2278.477,170331.453125
n65536_q32_r300,0,OSTD,T,1,9,174195.846,2154.986,174203.109375
n65536_q32_r300,0,OSTD,T,1,10,169380.613,2073.542,169386.25
n65536_q32_r300,0,OSTD,T,1,11,173946.215,2248.83,173951.640625
n65536_q32_r300,0,OSTD,T,1,12,170330.614,2299.009,170344.09375
n65536_q32_r300,0,OSTD,T,1,13,174626.237,2707.4,174633.640625
n65536_q32_r300,0,OSTD,T,1,14,169102.838,2285.344,169109.953125
n65536_q32_r300,0,OSTD,T,1,15,174423.181,2286.938,174430.203125
n65536_q32_r300,0,OSTD,T,1,16,169426.48,2056.124,169432.03125
n65536_q32_r300,0,OSTD,T,1,17,173917.111,2268.028,173924.109375
n65536_q32_r300,0,OSTD,T,1,18,170236.44,2367.168,170242.28125
n65536_q32_r300,0,OSTD,T,1,19,173738.712,2175.992,173744.5
n65536_q32_r300,0,OSTD,T,16,0,171993.130875,2265.797312,171999.09375
n65536_q32_r300,0,OSTD,T,16,1,171963.768438,2192.203875,171969.825195
n65536_q32_r300,0,OSTD,T,16,2,172016.215563,2224.725688,172022.477539
n65536_q32_r300,0,OSTD,T,16,3,172071.593938,2203.373875,172078.910156
n65536_q32_r300,0,OSTD,T,16,4,161353.359438,2239.173562,161359.828247
n65536_q32_r300,0,OSTD,D,1,0,157.503,33.785,165.664001
n65536_q32_r300,0,OSTD,D,1,1,155.812,33.96,161.695999
n65536_q32_r300,0,OSTD,D,1,2,153.737,30.818,157.951996
n65536_q32_r300,0,OSTD,D,1,3,153.469,20.01,156.736008
n65536_q32_r300,0,OSTD,D,1,4,152.621,18.772,155.552002
n65536_q32_r300,0,OSTD,D,1,5,151.232,18.395,153.983994
n65536_q32_r300,0,OSTD,D,1,6,150.799,18.086,154.304001
n65536_q32_r300,0,OSTD,D,1,7,150.586,18.315,153.408005
n65536_q32_r300,0,OSTD,D,1,8,149.994,18.061,152.768005
n65536_q32_r300,0,OSTD,D,1,9,150.61,17.466,153.408005
n65536_q32_r300,0,OSTD,D,1,10,153.194,18.607,156.0
n65536_q32_r300,0,OSTD,D,1,11,151.18,17.527,153.888
n65536_q32_r300,0,OSTD,D,1,12,152.384,17.843,155.104004
n65536_q32_r300,0,OSTD,D,1,13,149.35,17.97,152.127991
n65536_q32_r300,0,OSTD,D,1,14,142.58,17.756,145.855988
n65536_q32_r300,0,OSTD,D,1,15,150.149,17.528,153.119995
n65536_q32_r300,0,OSTD,D,1,16,153.587,18.805,156.608002
n65536_q32_r300,0,OSTD,D,1,17,152.328,17.394,155.104004
n65536_q32_r300,0,OSTD,D,1,18,151.695,17.924,154.400009
n65536_q32_r300,0,OSTD,D,1,19,142.176,17.813,144.927994
n65536_q32_r300,0,OSTD,D,16,0,147.877375,18.13625,151.114002
n65536_q32_r300,0,OSTD,D,16,1,146.921125,17.606813,149.954
n65536_q32_r300,0,OSTD,D,16,2,146.935,18.036875,150.054004
n65536_q32_r300,0,OSTD,D,16,3,145.928313,17.58025,148.740003
n65536_q32_r300,0,OSTD,D,16,4,145.67325,17.493187,148.734003
n65536_q32_r300,1,TDOS,T,1,0,175926.825,2241.163,175940.734375
n65536_q32_r300,1,TDOS,T,1,1,176024.347,2267.635,176030.828125
n65536_q32_r300,1,TDOS,T,1,2,175925.456,2216.401,175931.109375
n65536_q32_r300,1,TDOS,T,1,3,175970.446,2253.389,175976.4375
n65536_q32_r300,1,TDOS,T,1,4,175945.794,2238.043,175951.5
n65536_q32_r300,1,TDOS,T,1,5,175961.521,2114.467,175967.109375
n65536_q32_r300,1,TDOS,T,1,6,175960.1,2258.932,175965.5625
n65536_q32_r300,1,TDOS,T,1,7,175938.616,2222.864,175944.703125
n65536_q32_r300,1,TDOS,T,1,8,176090.434,2283.139,176095.96875
n65536_q32_r300,1,TDOS,T,1,9,175872.355,2268.225,175878.5
n65536_q32_r300,1,TDOS,T,1,10,176798.0,2248.586,176803.59375
n65536_q32_r300,1,TDOS,T,1,11,175473.016,2230.41,175478.71875
n65536_q32_r300,1,TDOS,T,1,12,175923.862,2152.057,175929.09375
n65536_q32_r300,1,TDOS,T,1,13,175905.785,2105.981,175911.796875
n65536_q32_r300,1,TDOS,T,1,14,175970.204,2256.077,175975.59375
n65536_q32_r300,1,TDOS,T,1,15,175920.556,2197.259,175926.296875
n65536_q32_r300,1,TDOS,T,1,16,175962.114,2254.961,175967.421875
n65536_q32_r300,1,TDOS,T,1,17,175878.18,2215.453,175883.1875
n65536_q32_r300,1,TDOS,T,1,18,175912.987,2243.118,175919.609375
n65536_q32_r300,1,TDOS,T,1,19,175974.519,2251.178,175980.671875
n65536_q32_r300,1,TDOS,T,16,0,175984.536438,2242.051938,175990.078125
n65536_q32_r300,1,TDOS,T,16,1,175989.038625,2308.316312,175996.496094
n65536_q32_r300,1,TDOS,T,16,2,176027.602562,2307.1725,176034.230469
n65536_q32_r300,1,TDOS,T,16,3,175928.790375,2336.9185,175936.260742
n65536_q32_r300,1,TDOS,T,16,4,175989.095812,2330.759375,175996.366211
n65536_q32_r300,1,TDOS,D,1,0,158.163,34.918,166.367996
n65536_q32_r300,1,TDOS,D,1,1,157.173,33.794,162.655991
n65536_q32_r300,1,TDOS,D,1,2,155.258,33.332,161.119995
n65536_q32_r300,1,TDOS,D,1,3,154.609,33.198,160.160004
n65536_q32_r300,1,TDOS,D,1,4,155.542,35.306,161.152008
n65536_q32_r300,1,TDOS,D,1,5,150.857,29.654,154.911987
n65536_q32_r300,1,TDOS,D,1,6,154.087,21.768,157.279999
n65536_q32_r300,1,TDOS,D,1,7,151.162,19.507,154.080002
n65536_q32_r300,1,TDOS,D,1,8,149.899,18.468,152.735992
n65536_q32_r300,1,TDOS,D,1,9,151.675,18.809,154.304001
n65536_q32_r300,1,TDOS,D,1,10,151.809,19.236,154.688004
n65536_q32_r300,1,TDOS,D,1,11,150.35,18.037,153.087997
n65536_q32_r300,1,TDOS,D,1,12,151.899,18.568,154.847992
n65536_q32_r300,1,TDOS,D,1,13,151.291,18.411,154.047989
n65536_q32_r300,1,TDOS,D,1,14,149.792,18.117,152.639999
n65536_q32_r300,1,TDOS,D,1,15,151.039,18.65,153.727997
n65536_q32_r300,1,TDOS,D,1,16,149.773,18.579,152.608002
n65536_q32_r300,1,TDOS,D,1,17,150.945,18.066,153.727997
n65536_q32_r300,1,TDOS,D,1,18,155.621,20.204,158.559998
n65536_q32_r300,1,TDOS,D,1,19,151.388,17.683,154.23999
n65536_q32_r300,1,TDOS,D,16,0,147.851375,18.148437,150.838
n65536_q32_r300,1,TDOS,D,16,1,146.904562,18.148375,149.838
n65536_q32_r300,1,TDOS,D,16,2,147.125625,18.036688,150.048002
n65536_q32_r300,1,TDOS,D,16,3,146.6315,18.117438,149.502003
n65536_q32_r300,1,TDOS,D,16,4,146.110313,17.635687,148.972
n65536_q32_r300,1,TDOS,O,1,0,152174.716,2083.401,152184.734375
n65536_q32_r300,1,TDOS,O,1,1,156329.534,2078.214,156335.53125
n65536_q32_r300,1,TDOS,O,1,2,150517.505,1948.775,150527.484375
n65536_q32_r300,1,TDOS,O,1,3,156583.979,2491.183,156590.328125
n65536_q32_r300,1,TDOS,O,1,4,151993.33,1981.328,151999.234375
n65536_q32_r300,1,TDOS,O,1,5,156561.709,2363.742,156567.171875
n65536_q32_r300,1,TDOS,O,1,6,151878.68,1850.432,151884.53125
n65536_q32_r300,1,TDOS,O,1,7,155779.089,2100.926,155784.609375
n65536_q32_r300,1,TDOS,O,1,8,151367.985,1876.435,151373.625
n65536_q32_r300,1,TDOS,O,1,9,155964.305,2141.386,155969.578125
n65536_q32_r300,1,TDOS,O,1,10,152710.816,2119.063,152720.96875
n65536_q32_r300,1,TDOS,O,1,11,155125.885,2307.596,155134.078125
n65536_q32_r300,1,TDOS,O,1,12,150318.935,1940.239,150326.34375
n65536_q32_r300,1,TDOS,O,1,13,156143.763,2298.925,156151.0
n65536_q32_r300,1,TDOS,O,1,14,152007.376,2036.125,152012.28125
n65536_q32_r300,1,TDOS,O,1,15,156085.194,2313.78,156092.3125
n65536_q32_r300,1,TDOS,O,1,16,151391.738,1949.38,151397.765625
n65536_q32_r300,1,TDOS,O,1,17,155821.469,2119.655,155827.625
n65536_q32_r300,1,TDOS,O,1,18,151638.591,2101.389,151644.609375
n65536_q32_r300,1,TDOS,O,1,19,156181.287,2333.768,156188.890625
n65536_q32_r300,1,TDOS,O,16,0,153870.041187,2113.128875,153876.035156
n65536_q32_r300,1,TDOS,O,16,1,153877.21275,2139.600062,153884.467773
n65536_q32_r300,1,TDOS,O,16,2,153893.49775,2158.086375,153900.390625
n65536_q32_r300,1,TDOS,O,16,3,153770.4615,2047.46575,153776.120117
n65536_q32_r300,1,TDOS,O,16,4,153632.86075,2058.044,153638.824219
n65536_q32_r300,1,TDOS,S,1,0,175839.804,2192.091,175851.625
n65536_q32_r300,1,TDOS,S,1,1,176030.738,2326.48,176037.734375
n65536_q32_r300,1,TDOS,S,1,2,176964.031,2362.005,176972.296875
n65536_q32_r300,1,TDOS,S,1,3,175918.789,2433.222,175925.015625
n65536_q32_r300,1,TDOS,S,1,4,176115.448,2513.03,176124.1875
n65536_q32_r300,1,TDOS,S,1,5,174903.499,2434.996,174910.65625
n65536_q32_r300,1,TDOS,S,1,6,175940.718,2311.182,175947.84375
n65536_q32_r300,1,TDOS,S,1,7,176912.632,2318.364,176919.875
n65536_q32_r300,1,TDOS,S,1,8,176011.609,2303.675,176018.65625
n65536_q32_r300,1,TDOS,S,1,9,174932.375,2282.25,174939.109375
n65536_q32_r300,1,TDOS,S,1,10,175971.686,2320.031,175978.125
n65536_q32_r300,1,TDOS,S,1,11,175957.378,1928.641,175963.9375
n65536_q32_r300,1,TDOS,S,1,12,175980.215,2281.572,175987.171875
n65536_q32_r300,1,TDOS,S,1,13,176922.74,2332.093,176929.09375
n65536_q32_r300,1,TDOS,S,1,14,175024.407,2274.474,175031.8125
n65536_q32_r300,1,TDOS,S,1,15,176917.456,2369.52,176923.9375
n65536_q32_r300,1,TDOS,S,1,16,175078.575,2371.499,175084.84375
n65536_q32_r300,1,TDOS,S,1,17,175846.168,2310.766,175851.890625
n65536_q32_r300,1,TDOS,S,1,18,176046.488,2344.232,176053.171875
n65536_q32_r300,1,TDOS,S,1,19,175921.007,2287.214,175926.75
n65536_q32_r300,1,TDOS,S,16,0,175983.154875,2300.331875,175990.118164
n65536_q32_r300,1,TDOS,S,16,1,175979.4255,2212.529125,175984.845703
n65536_q32_r300,1,TDOS,S,16,2,175978.558375,2302.304063,175985.386719
n65536_q32_r300,1,TDOS,S,16,3,175982.752062,2295.894438,175989.847656
n65536_q32_r300,1,TDOS,S,16,4,175984.583437,2293.944312,175991.048828
n65536_q32_r300,2,SODT,S,1,0,175250.154,2198.189,175265.828125
n65536_q32_r300,2,SODT,S,1,1,175318.294,2148.215,175325.90625
n65536_q32_r300,2,SODT,S,1,2,176319.294,3394.342,176326.84375
n65536_q32_r300,2,SODT,S,1,3,175440.31,2251.797,175447.390625
n65536_q32_r300,2,SODT,S,1,4,169332.858,2275.318,169339.265625
n65536_q32_r300,2,SODT,S,1,5,174062.993,2262.425,174069.5625
n65536_q32_r300,2,SODT,S,1,6,170004.833,2208.9,170010.84375
n65536_q32_r300,2,SODT,S,1,7,174431.466,2148.168,174438.203125
n65536_q32_r300,2,SODT,S,1,8,169429.565,2225.649,169435.515625
n65536_q32_r300,2,SODT,S,1,9,174461.498,2020.65,174473.609375
n65536_q32_r300,2,SODT,S,1,10,169533.826,2285.411,169539.875
n65536_q32_r300,2,SODT,S,1,11,174457.39,2287.534,174463.515625
n65536_q32_r300,2,SODT,S,1,12,169519.738,2236.715,169525.34375
n65536_q32_r300,2,SODT,S,1,13,174587.586,2220.634,174594.0625
n65536_q32_r300,2,SODT,S,1,14,169307.784,2224.677,169313.53125
n65536_q32_r300,2,SODT,S,1,15,174583.121,2148.126,174590.53125
n65536_q32_r300,2,SODT,S,1,16,169372.906,2344.858,169378.65625
n65536_q32_r300,2,SODT,S,1,17,174461.945,2255.858,174468.796875
n65536_q32_r300,2,SODT,S,1,18,169525.437,2245.118,169531.171875
n65536_q32_r300,2,SODT,S,1,19,174716.356,2255.578,174721.859375
n65536_q32_r300,2,SODT,S,16,0,161557.934625,2167.573437,161564.145996
n65536_q32_r300,2,SODT,S,16,1,172487.850437,2164.585563,172493.750977
n65536_q32_r300,2,SODT,S,16,2,172355.098,2196.743937,172360.999023
n65536_q32_r300,2,SODT,S,16,3,172598.112813,2205.997562,172604.456055
n65536_q32_r300,2,SODT,S,16,4,172479.512,2183.88975,172485.382812
n65536_q32_r300,2,SODT,O,1,0,151682.441,1976.279,151691.359375
n65536_q32_r300,2,SODT,O,1,1,155951.079,2210.861,155959.8125
n65536_q32_r300,2,SODT,O,1,2,151488.111,1949.607,151494.8125
n65536_q32_r300,2,SODT,O,1,3,156040.559,2174.558,156047.203125
n65536_q32_r300,2,SODT,O,1,4,151957.087,1944.762,151963.8125
n65536_q32_r300,2,SODT,O,1,5,156021.125,2206.026,156027.15625
n65536_q32_r300,2,SODT,O,1,6,150409.181,1874.703,150415.15625
n65536_q32_r300,2,SODT,O,1,7,155972.733,2316.949,155978.15625
n65536_q32_r300,2,SODT,O,1,8,152764.643,2061.608,152770.34375
n65536_q32_r300,2,SODT,O,1,9,155144.455,2185.492,155150.015625
n65536_q32_r300,2,SODT,O,1,10,151814.062,1916.154,151820.0
n65536_q32_r300,2,SODT,O,1,11,155775.874,2160.985,155781.515625
n65536_q32_r300,2,SODT,O,1,12,152603.843,1944.876,152609.40625
n65536_q32_r300,2,SODT,O,1,13,154946.525,2054.752,154952.25
n65536_q32_r300,2,SODT,O,1,14,152003.204,1781.887,152009.015625
n65536_q32_r300,2,SODT,O,1,15,155760.45,2145.454,155765.796875
n65536_q32_r300,2,SODT,O,1,16,152041.309,2016.693,152046.90625
n65536_q32_r300,2,SODT,O,1,17,156158.646,2200.676,156164.546875
n65536_q32_r300,2,SODT,O,1,18,152200.309,1824.842,152206.015625
n65536_q32_r300,2,SODT,O,1,19,156060.145,2162.638,156065.921875
n65536_q32_r300,2,SODT,O,16,0,153962.552187,1990.827688,153968.428711
n65536_q32_r300,2,SODT,O,16,1,153961.743625,2060.203063,153968.505859
n65536_q32_r300,2,SODT,O,16,2,154069.722625,2033.459375,154077.912109
n65536_q32_r300,2,SODT,O,16,3,153911.166063,2082.185812,153918.925781
n65536_q32_r300,2,SODT,O,16,4,153976.406875,2006.813312,153982.439453
n65536_q32_r300,2,SODT,D,1,0,157.907,34.802,165.567993
n65536_q32_r300,2,SODT,D,1,1,156.078,33.269,162.016006
n65536_q32_r300,2,SODT,D,1,2,158.164,33.862,164.064011
n65536_q32_r300,2,SODT,D,1,3,156.424,33.151,162.400009
n65536_q32_r300,2,SODT,D,1,4,155.199,33.155,162.559998
n65536_q32_r300,2,SODT,D,1,5,156.123,34.422,161.824005
n65536_q32_r300,2,SODT,D,1,6,155.024,33.28,160.576004
n65536_q32_r300,2,SODT,D,1,7,169.838,34.36,175.679993
n65536_q32_r300,2,SODT,D,1,8,159.886,36.912,165.919998
n65536_q32_r300,2,SODT,D,1,9,146.834,28.669,151.071991
n65536_q32_r300,2,SODT,D,1,10,149.247,18.039,152.28801
n65536_q32_r300,2,SODT,D,1,11,149.885,18.209,152.991989
n65536_q32_r300,2,SODT,D,1,12,148.717,17.849,152.160004
n65536_q32_r300,2,SODT,D,1,13,155.123,23.889,158.240005
n65536_q32_r300,2,SODT,D,1,14,150.164,17.801,153.18399
n65536_q32_r300,2,SODT,D,1,15,148.91,17.801,151.807999
n65536_q32_r300,2,SODT,D,1,16,148.972,17.691,151.871994
n65536_q32_r300,2,SODT,D,1,17,148.841,18.374,151.712006
n65536_q32_r300,2,SODT,D,1,18,149.178,17.396,152.096008
n65536_q32_r300,2,SODT,D,1,19,143.92,21.592,147.072006
n65536_q32_r300,2,SODT,D,16,0,148.01825,17.762875,151.460001
n65536_q32_r300,2,SODT,D,16,1,146.420875,17.566,149.851998
n65536_q32_r300,2,SODT,D,16,2,146.396375,17.703187,149.850002
n65536_q32_r300,2,SODT,D,16,3,147.124,17.819875,150.634003
n65536_q32_r300,2,SODT,D,16,4,146.023812,18.005188,149.194003
n65536_q32_r300,2,SODT,T,1,0,169824.651,2370.556,169834.359375
n65536_q32_r300,2,SODT,T,1,1,173836.374,2264.164,173848.578125
n65536_q32_r300,2,SODT,T,1,2,171000.068,2526.399,171009.3125
n65536_q32_r300,2,SODT,T,1,3,174069.897,2536.682,174078.203125
n65536_q32_r300,2,SODT,T,1,4,169964.267,2399.256,169971.625
n65536_q32_r300,2,SODT,T,1,5,173657.421,2225.557,173664.828125
n65536_q32_r300,2,SODT,T,1,6,169406.807,2300.496,169414.453125
n65536_q32_r300,2,SODT,T,1,7,174112.869,2208.32,174118.203125
n65536_q32_r300,2,SODT,T,1,8,169583.894,1983.72,169590.328125
n65536_q32_r300,2,SODT,T,1,9,173774.511,2246.35,173782.328125
n65536_q32_r300,2,SODT,T,1,10,170253.334,2196.632,170260.25
n65536_q32_r300,2,SODT,T,1,11,174201.96,2296.308,174210.296875
n65536_q32_r300,2,SODT,T,1,12,170477.764,2165.156,170484.640625
n65536_q32_r300,2,SODT,T,1,13,173891.15,2263.51,173898.140625
n65536_q32_r300,2,SODT,T,1,14,170354.01,2281.701,170361.0
n65536_q32_r300,2,SODT,T,1,15,173637.734,2169.45,173645.046875
n65536_q32_r300,2,SODT,T,1,16,169452.462,2265.9,169459.546875
n65536_q32_r300,2,SODT,T,1,17,173598.893,2236.804,173606.71875
n65536_q32_r300,2,SODT,T,1,18,171053.397,2264.486,171060.984375
n65536_q32_r300,2,SODT,T,1,19,173678.713,2119.655,173684.390625
n65536_q32_r300,2,SODT,T,16,0,171954.7095,2321.967938,171962.654297
n65536_q32_r300,2,SODT,T,16,1,161406.43925,2241.827625,161413.762817
n65536_q32_r300,2,SODT,T,16,2,172087.260125,2268.362875,172094.610352
n65536_q32_r300,2,SODT,T,16,3,172051.7875,2342.739688,172059.869141
n65536_q32_r300,2,SODT,T,16,4,151927.80725,2145.48075,151933.745361
n65536_q32_r300,3,DTSO,D,1,0,159.799,37.964,173.951996
n65536_q32_r300,3,DTSO,D,1,1,163.254,37.438,168.896011
n65536_q32_r300,3,DTSO,D,1,2,163.951,34.573,169.40799
n65536_q32_r300,3,DTSO,D,1,3,164.975,34.686,170.559998
n65536_q32_r300,3,DTSO,D,1,4,158.05,32.693,163.584
n65536_q32_r300,3,DTSO,D,1,5,155.948,35.401,161.503998
n65536_q32_r300,3,DTSO,D,1,6,157.383,34.317,163.872009
n65536_q32_r300,3,DTSO,D,1,7,160.996,36.05,166.207993
n65536_q32_r300,3,DTSO,D,1,8,157.644,34.605,163.104004
n65536_q32_r300,3,DTSO,D,1,9,161.025,34.861,166.591995
n65536_q32_r300,3,DTSO,D,1,10,158.695,37.973,164.160004
n65536_q32_r300,3,DTSO,D,1,11,156.503,31.705,160.384003
n65536_q32_r300,3,DTSO,D,1,12,151.679,20.565,154.367996
n65536_q32_r300,3,DTSO,D,1,13,148.845,17.307,151.296005
n65536_q32_r300,3,DTSO,D,1,14,148.098,16.311,150.720001
n65536_q32_r300,3,DTSO,D,1,15,147.728,16.642,150.240005
n65536_q32_r300,3,DTSO,D,1,16,147.658,16.756,150.17601
n65536_q32_r300,3,DTSO,D,1,17,146.87,17.346,149.376007
n65536_q32_r300,3,DTSO,D,1,18,148.841,16.176,151.23201
n65536_q32_r300,3,DTSO,D,1,19,148.131,16.5,150.687988
n65536_q32_r300,3,DTSO,D,16,0,147.926312,17.143312,150.891999
n65536_q32_r300,3,DTSO,D,16,1,146.229688,17.145625,148.814
n65536_q32_r300,3,DTSO,D,16,2,147.151812,16.900625,149.940001
n65536_q32_r300,3,DTSO,D,16,3,146.948688,17.014562,149.604
n65536_q32_r300,3,DTSO,D,16,4,149.311438,16.852,152.006
n65536_q32_r300,3,DTSO,T,1,0,176831.964,2226.824,176842.53125
n65536_q32_r300,3,DTSO,T,1,1,177811.641,2414.985,177818.84375
n65536_q32_r300,3,DTSO,T,1,2,174177.984,2296.656,174184.25
n65536_q32_r300,3,DTSO,T,1,3,175071.451,2263.149,175085.828125
n65536_q32_r300,3,DTSO,T,1,4,175879.005,2406.143,175886.78125
n65536_q32_r300,3,DTSO,T,1,5,175881.085,2196.028,175887.296875
n65536_q32_r300,3,DTSO,T,1,6,176372.209,2205.866,176379.453125
n65536_q32_r300,3,DTSO,T,1,7,175524.858,2509.257,175531.140625
n65536_q32_r300,3,DTSO,T,1,8,176133.084,2000.463,176139.765625
n65536_q32_r300,3,DTSO,T,1,9,175911.864,2306.69,175917.78125
n65536_q32_r300,3,DTSO,T,1,10,175926.937,2181.378,175932.703125
n65536_q32_r300,3,DTSO,T,1,11,175961.663,2302.383,175967.421875
n65536_q32_r300,3,DTSO,T,1,12,175978.727,2147.618,175985.34375
n65536_q32_r300,3,DTSO,T,1,13,176022.666,2270.77,176028.375
n65536_q32_r300,3,DTSO,T,1,14,175988.926,2238.897,175994.84375
n65536_q32_r300,3,DTSO,T,1,15,175951.101,2281.976,175957.09375
n65536_q32_r300,3,DTSO,T,1,16,175974.293,2187.74,175980.28125
n65536_q32_r300,3,DTSO,T,1,17,175908.665,2216.925,175913.03125
n65536_q32_r300,3,DTSO,T,1,18,176054.679,2186.841,176061.53125
n65536_q32_r300,3,DTSO,T,1,19,175994.387,1978.607,176000.34375
n65536_q32_r300,3,DTSO,T,16,0,175980.272,2213.592187,175986.321289
n65536_q32_r300,3,DTSO,T,16,1,175979.36625,2228.060375,175985.388672
n65536_q32_r300,3,DTSO,T,16,2,175980.114437,2226.199812,175986.697266
n65536_q32_r300,3,DTSO,T,16,3,175988.2685,2255.97775,175995.345703
n65536_q32_r300,3,DTSO,T,16,4,175973.5665,2319.134125,175980.56543
n65536_q32_r300,3,DTSO,S,1,0,175010.174,2136.491,175019.109375
n65536_q32_r300,3,DTSO,S,1,1,175965.393,2197.455,175971.765625
n65536_q32_r300,3,DTSO,S,1,2,175893.874,2163.711,175899.640625
n65536_q32_r300,3,DTSO,S,1,3,177021.284,2144.425,177027.296875
n65536_q32_r300,3,DTSO,S,1,4,176013.181,2122.874,176019.359375
n65536_q32_r300,3,DTSO,S,1,5,176021.667,2227.02,176027.53125
n65536_q32_r300,3,DTSO,S,1,6,174890.192,2185.616,174895.96875
n65536_q32_r300,3,DTSO,S,1,7,175975.088,2158.92,175980.890625
n65536_q32_r300,3,DTSO,S,1,8,175914.084,2208.933,175920.671875
n65536_q32_r300,3,DTSO,S,1,9,176063.754,2122.237,176069.796875
n65536_q32_r300,3,DTSO,S,1,10,176007.499,2277.434,176016.421875
n65536_q32_r300,3,DTSO,S,1,11,176949.034,2236.768,176956.1875
n65536_q32_r300,3,DTSO,S,1,12,175050.561,2314.056,175060.609375
n65536_q32_r300,3,DTSO,S,1,13,176887.96,2344.522,176895.734375
n65536_q32_r300,3,DTSO,S,1,14,175935.462,2217.228,175942.75
n65536_q32_r300,3,DTSO,S,1,15,175108.891,3699.976,175116.203125
