case,process,order,variant,batch,sample,wall_us,thread_cpu_us,event_us
n65536_q128_r500,0,OSTD,S,1,4,191081.159,2264.806,191092.421875
n65536_q128_r500,0,OSTD,S,1,5,194101.399,2280.633,194111.59375
n65536_q128_r500,0,OSTD,S,1,6,189950.766,2270.758,189960.546875
n65536_q128_r500,0,OSTD,S,1,7,192846.21,2194.278,192856.328125
n65536_q128_r500,0,OSTD,S,1,8,192629.858,2254.225,192639.703125
n65536_q128_r500,0,OSTD,S,1,9,191337.305,2159.803,191346.8125
n65536_q128_r500,0,OSTD,S,1,10,192000.529,2354.631,192010.171875
n65536_q128_r500,0,OSTD,S,1,11,190936.758,2312.469,190946.625
n65536_q128_r500,0,OSTD,S,1,12,195095.929,2374.376,195105.671875
n65536_q128_r500,0,OSTD,S,1,13,188954.468,2230.704,188964.21875
n65536_q128_r500,0,OSTD,S,1,14,192968.72,2366.436,192978.078125
n65536_q128_r500,0,OSTD,S,1,15,190855.631,2096.075,190864.578125
n65536_q128_r500,0,OSTD,S,1,16,192023.983,2362.227,192033.21875
n65536_q128_r500,0,OSTD,S,1,17,191943.012,2214.223,191952.515625
n65536_q128_r500,0,OSTD,S,1,18,193090.148,2386.201,193097.5625
n65536_q128_r500,0,OSTD,S,1,19,190963.555,2352.568,190974.21875
n65536_q128_r500,0,OSTD,S,16,0,191981.926687,2292.730125,191992.535156
n65536_q128_r500,0,OSTD,S,16,1,191979.249812,2295.548625,191989.731445
n65536_q128_r500,0,OSTD,S,16,2,192011.948,2435.298125,192023.571289
n65536_q128_r500,0,OSTD,S,16,3,191944.42875,2339.95775,191955.447266
n65536_q128_r500,0,OSTD,S,16,4,191973.113313,2278.543563,191982.602539
n65536_q128_r500,0,OSTD,T,1,0,192101.537,2225.838,192112.984375
n65536_q128_r500,0,OSTD,T,1,1,192085.682,2322.595,192109.75
n65536_q128_r500,0,OSTD,T,1,2,192094.723,2638.884,192106.453125
n65536_q128_r500,0,OSTD,T,1,3,192884.695,2469.723,192897.25
n65536_q128_r500,0,OSTD,T,1,4,191318.95,2383.429,191330.8125
n65536_q128_r500,0,OSTD,T,1,5,192872.587,2227.913,192883.453125
n65536_q128_r500,0,OSTD,T,1,6,192579.562,2287.791,192590.328125
n65536_q128_r500,0,OSTD,T,1,7,191148.117,2357.563,191158.078125
n65536_q128_r500,0,OSTD,T,1,8,191150.693,2331.684,191161.34375
n65536_q128_r500,0,OSTD,T,1,9,191977.233,2331.587,191997.140625
n65536_q128_r500,0,OSTD,T,1,10,191607.725,2200.409,191619.46875
n65536_q128_r500,0,OSTD,T,1,11,193019.317,2367.712,193029.515625
n65536_q128_r500,0,OSTD,T,1,12,193039.206,3006.907,193053.0625
n65536_q128_r500,0,OSTD,T,1,13,190844.57,2229.867,190855.9375
n65536_q128_r500,0,OSTD,T,1,14,191299.605,2426.174,191312.546875
n65536_q128_r500,0,OSTD,T,1,15,191730.132,2462.035,191742.109375
n65536_q128_r500,0,OSTD,T,1,16,192074.663,2449.547,192084.984375
n65536_q128_r500,0,OSTD,T,1,17,192626.088,2730.616,192636.0
n65536_q128_r500,0,OSTD,T,1,18,190871.932,2120.854,190883.296875
n65536_q128_r500,0,OSTD,T,1,19,192370.741,2521.775,192384.0
n65536_q128_r500,0,OSTD,T,16,0,191938.827813,2297.619938,191949.150391
n65536_q128_r500,0,OSTD,T,16,1,192002.671125,1977.768937,192010.84082
n65536_q128_r500,0,OSTD,T,16,2,191990.422562,2244.14425,192000.144531
n65536_q128_r500,0,OSTD,T,16,3,191988.354437,2163.271,191997.640625
n65536_q128_r500,0,OSTD,T,16,4,191978.578313,2206.594625,191988.170898
n65536_q128_r500,0,OSTD,D,1,0,413.062,20.484,417.311981
n65536_q128_r500,0,OSTD,D,1,1,407.852,19.575,410.463989
n65536_q128_r500,0,OSTD,D,1,2,406.627,19.398,409.376007
n65536_q128_r500,0,OSTD,D,1,3,409.199,19.83,412.063995
n65536_q128_r500,0,OSTD,D,1,4,403.309,18.287,405.119995
n65536_q128_r500,0,OSTD,D,1,5,400.966,20.118,403.968018
n65536_q128_r500,0,OSTD,D,1,6,402.269,22.206,406.367981
n65536_q128_r500,0,OSTD,D,1,7,398.191,21.048,401.567993
n65536_q128_r500,0,OSTD,D,1,8,401.72,22.695,405.088013
n65536_q128_r500,0,OSTD,D,1,9,399.486,21.72,402.752014
n65536_q128_r500,0,OSTD,D,1,10,399.341,21.611,402.527985
n65536_q128_r500,0,OSTD,D,1,11,400.587,22.043,403.776001
n65536_q128_r500,0,OSTD,D,1,12,399.881,22.102,403.584015
n65536_q128_r500,0,OSTD,D,1,13,401.946,23.177,405.152008
n65536_q128_r500,0,OSTD,D,1,14,398.004,21.965,401.600006
n65536_q128_r500,0,OSTD,D,1,15,400.885,23.823,404.864014
n65536_q128_r500,0,OSTD,D,1,16,399.896,23.822,403.712006
n65536_q128_r500,0,OSTD,D,1,17,401.343,24.389,405.119995
n65536_q128_r500,0,OSTD,D,1,18,400.285,23.659,403.807983
n65536_q128_r500,0,OSTD,D,1,19,399.063,23.425,402.624023
n65536_q128_r500,0,OSTD,D,16,0,399.991938,24.928813,403.930002
n65536_q128_r500,0,OSTD,D,16,1,400.112125,26.741875,404.440004
n65536_q128_r500,0,OSTD,D,16,2,400.193,26.852438,404.717999
n65536_q128_r500,0,OSTD,D,16,3,399.2955,27.483875,403.670004
n65536_q128_r500,0,OSTD,D,16,4,396.138875,26.49725,400.394001
n65536_q128_r500,1,TDOS,T,1,0,191812.565,2721.003,191834.109375
n65536_q128_r500,1,TDOS,T,1,1,192213.345,2565.872,192224.734375
n65536_q128_r500,1,TDOS,T,1,2,191754.532,2668.034,191765.859375
n65536_q128_r500,1,TDOS,T,1,3,192024.138,2585.844,192032.8125
n65536_q128_r500,1,TDOS,T,1,4,191888.011,2285.933,191898.5
n65536_q128_r500,1,TDOS,T,1,5,191853.119,2571.832,191863.203125
n65536_q128_r500,1,TDOS,T,1,6,192242.768,2549.939,192253.34375
n65536_q128_r500,1,TDOS,T,1,7,192316.561,2683.047,192327.265625
n65536_q128_r500,1,TDOS,T,1,8,192381.7,2880.225,192392.484375
n65536_q128_r500,1,TDOS,T,1,9,191992.61,2987.859,192003.875
n65536_q128_r500,1,TDOS,T,1,10,191932.634,2861.322,191943.03125
n65536_q128_r500,1,TDOS,T,1,11,191843.681,2933.935,191854.34375
n65536_q128_r500,1,TDOS,T,1,12,191896.647,2942.212,191907.296875
n65536_q128_r500,1,TDOS,T,1,13,191525.649,3011.318,191534.15625
n65536_q128_r500,1,TDOS,T,1,14,191741.977,2673.065,191752.171875
n65536_q128_r500,1,TDOS,T,1,15,191889.259,2461.375,191898.46875
n65536_q128_r500,1,TDOS,T,1,16,191952.45,2457.421,191962.203125
n65536_q128_r500,1,TDOS,T,1,17,192003.004,2436.786,192012.515625
n65536_q128_r500,1,TDOS,T,1,18,191957.533,2657.983,191966.71875
n65536_q128_r500,1,TDOS,T,1,19,192005.893,2595.428,192017.15625
n65536_q128_r500,1,TDOS,T,16,0,192043.240312,2564.528437,192052.736328
n65536_q128_r500,1,TDOS,T,16,1,191922.954625,2878.713625,191933.548828
n65536_q128_r500,1,TDOS,T,16,2,191982.994937,2811.856563,191993.258789
n65536_q128_r500,1,TDOS,T,16,3,191982.959188,2609.431313,191992.580078
n65536_q128_r500,1,TDOS,T,16,4,192031.82725,2604.425563,192041.478516
n65536_q128_r500,1,TDOS,D,1,0,397.369,26.59,402.271973
n65536_q128_r500,1,TDOS,D,1,1,400.414,26.089,403.807983
n65536_q128_r500,1,TDOS,D,1,2,397.572,25.61,402.175995
n65536_q128_r500,1,TDOS,D,1,3,396.227,24.902,399.904022
n65536_q128_r500,1,TDOS,D,1,4,399.564,26.597,403.167999
n65536_q128_r500,1,TDOS,D,1,5,391.882,23.376,395.200012
n65536_q128_r500,1,TDOS,D,1,6,393.862,23.636,397.152008
n65536_q128_r500,1,TDOS,D,1,7,394.461,22.309,397.567993
n65536_q128_r500,1,TDOS,D,1,8,392.173,19.357,395.615997
n65536_q128_r500,1,TDOS,D,1,9,395.062,19.886,398.335999
n65536_q128_r500,1,TDOS,D,1,10,393.606,23.112,397.439972
n65536_q128_r500,1,TDOS,D,1,11,394.054,22.462,397.311981
n65536_q128_r500,1,TDOS,D,1,12,395.635,26.576,399.007996
n65536_q128_r500,1,TDOS,D,1,13,392.879,22.766,396.256012
n65536_q128_r500,1,TDOS,D,1,14,394.768,19.315,398.112
n65536_q128_r500,1,TDOS,D,1,15,394.396,21.481,397.184021
n65536_q128_r500,1,TDOS,D,1,16,397.844,19.094,400.799988
n65536_q128_r500,1,TDOS,D,1,17,392.094,19.696,395.072021
n65536_q128_r500,1,TDOS,D,1,18,393.828,21.315,397.471985
n65536_q128_r500,1,TDOS,D,1,19,393.784,18.864,396.832001
n65536_q128_r500,1,TDOS,D,16,0,390.95125,20.830813,394.398003
n65536_q128_r500,1,TDOS,D,16,1,391.682563,20.55375,395.031998
n65536_q128_r500,1,TDOS,D,16,2,391.305438,20.937875,394.588003
n65536_q128_r500,1,TDOS,D,16,3,387.535562,20.344938,390.68601
n65536_q128_r500,1,TDOS,D,16,4,365.384813,20.55825,368.626005
n65536_q128_r500,1,TDOS,O,1,0,640002.544,2839.514,640024.125
n65536_q128_r500,1,TDOS,O,1,1,639672.117,2814.495,639688.875
n65536_q128_r500,1,TDOS,O,1,2,639839.152,2624.512,639855.0625
n65536_q128_r500,1,TDOS,O,1,3,639428.256,2648.741,639443.75
n65536_q128_r500,1,TDOS,O,1,4,639705.094,2524.12,639720.0625
n65536_q128_r500,1,TDOS,O,1,5,639677.273,2584.694,639692.625
n65536_q128_r500,1,TDOS,O,1,6,639520.745,2623.129,639535.9375
n65536_q128_r500,1,TDOS,O,1,7,640354.545,2685.618,640369.625
n65536_q128_r500,1,TDOS,O,1,8,639565.946,2403.954,639580.6875
n65536_q128_r500,1,TDOS,O,1,9,639513.734,2473.978,639528.3125
n65536_q128_r500,1,TDOS,O,1,10,639749.985,2789.64,639767.4375
n65536_q128_r500,1,TDOS,O,1,11,639543.239,2530.45,639559.125
n65536_q128_r500,1,TDOS,O,1,12,639745.381,2518.298,639761.0
n65536_q128_r500,1,TDOS,O,1,13,639713.83,2640.238,639729.1875
n65536_q128_r500,1,TDOS,O,1,14,639282.953,2402.831,639298.1875
n65536_q128_r500,1,TDOS,O,1,15,639647.673,2703.488,639662.4375
n65536_q128_r500,1,TDOS,O,1,16,639564.968,2495.672,639580.3125
n65536_q128_r500,1,TDOS,O,1,17,639583.503,2401.165,639599.0
n65536_q128_r500,1,TDOS,O,1,18,639783.739,2543.19,639797.9375
n65536_q128_r500,1,TDOS,O,1,19,639432.956,2410.211,639447.4375
n65536_q128_r500,1,TDOS,O,16,0,639607.017187,2568.994312,639622.25
n65536_q128_r500,1,TDOS,O,16,1,639695.052312,2565.074375,639710.515625
n65536_q128_r500,1,TDOS,O,16,2,639839.041375,2777.976375,639856.304688
n65536_q128_r500,1,TDOS,O,16,3,639619.76775,2599.898875,639634.527344
n65536_q128_r500,1,TDOS,O,16,4,639781.39875,2569.245875,639796.753906
n65536_q128_r500,1,TDOS,S,1,0,191056.494,2538.695,191068.671875
n65536_q128_r500,1,TDOS,S,1,1,192028.735,2560.384,192038.140625
n65536_q128_r500,1,TDOS,S,1,2,191933.149,2516.488,191942.3125
n65536_q128_r500,1,TDOS,S,1,3,192026.94,2558.353,192036.0
n65536_q128_r500,1,TDOS,S,1,4,192049.932,2616.241,192058.890625
n65536_q128_r500,1,TDOS,S,1,5,191947.375,2617.105,191956.734375
n65536_q128_r500,1,TDOS,S,1,6,191912.787,2517.735,191922.328125
n65536_q128_r500,1,TDOS,S,1,7,194128.018,2829.598,194139.9375
n65536_q128_r500,1,TDOS,S,1,8,189741.019,2583.955,189750.96875
n65536_q128_r500,1,TDOS,S,1,9,191985.418,2637.994,191995.328125
n65536_q128_r500,1,TDOS,S,1,10,191979.278,2680.223,191988.21875
n65536_q128_r500,1,TDOS,S,1,11,191959.006,2475.769,191969.171875
n65536_q128_r500,1,TDOS,S,1,12,191920.312,2554.832,191936.21875
n65536_q128_r500,1,TDOS,S,1,13,192028.6,2508.995,192037.421875
n65536_q128_r500,1,TDOS,S,1,14,191864.727,2451.617,191873.625
n65536_q128_r500,1,TDOS,S,1,15,192078.227,2551.507,192086.96875
n65536_q128_r500,1,TDOS,S,1,16,191961.513,2542.685,191970.3125
n65536_q128_r500,1,TDOS,S,1,17,191831.863,2469.07,191840.734375
n65536_q128_r500,1,TDOS,S,1,18,192057.774,2518.682,192066.8125
n65536_q128_r500,1,TDOS,S,1,19,192465.321,2419.342,192475.03125
n65536_q128_r500,1,TDOS,S,16,0,191947.758938,2536.130625,191956.535156
n65536_q128_r500,1,TDOS,S,16,1,191989.2675,2503.98275,191997.952148
n65536_q128_r500,1,TDOS,S,16,2,191974.620875,2565.293,191983.901367
n65536_q128_r500,1,TDOS,S,16,3,191987.1275,2505.059563,191996.001953
n65536_q128_r500,1,TDOS,S,16,4,191980.776062,2583.561625,191989.776367
n65536_q128_r500,2,SODT,S,1,0,192109.166,2279.079,192130.34375
n65536_q128_r500,2,SODT,S,1,1,192185.871,3504.528,192196.40625
n65536_q128_r500,2,SODT,S,1,2,191672.085,2479.424,191681.765625
n65536_q128_r500,2,SODT,S,1,3,191936.334,2207.252,191945.515625
n65536_q128_r500,2,SODT,S,1,4,192082.851,2358.115,192092.28125
n65536_q128_r500,2,SODT,S,1,5,191804.26,2274.69,191813.46875
n65536_q128_r500,2,SODT,S,1,6,192061.655,2313.24,192070.625
n65536_q128_r500,2,SODT,S,1,7,192001.007,2284.864,192010.65625
n65536_q128_r500,2,SODT,S,1,8,193004.431,2250.158,193013.734375
n65536_q128_r500,2,SODT,S,1,9,190988.391,2581.071,191000.0625
n65536_q128_r500,2,SODT,S,1,10,191841.344,2432.132,191850.875
n65536_q128_r500,2,SODT,S,1,11,191989.631,2260.265,191998.59375
n65536_q128_r500,2,SODT,S,1,12,191965.623,2109.773,191974.390625
n65536_q128_r500,2,SODT,S,1,13,191964.872,2215.035,191973.578125
n65536_q128_r500,2,SODT,S,1,14,192135.077,2235.886,192144.34375
n65536_q128_r500,2,SODT,S,1,15,191836.471,2266.662,191846.6875
n65536_q128_r500,2,SODT,S,1,16,192070.352,2299.332,192079.15625
n65536_q128_r500,2,SODT,S,1,17,191835.967,2241.984,191845.703125
n65536_q128_r500,2,SODT,S,1,18,192075.962,2229.292,192086.015625
n65536_q128_r500,2,SODT,S,1,19,192025.139,2231.308,192034.265625
n65536_q128_r500,2,SODT,S,16,0,191981.417188,2230.305125,191990.535156
n65536_q128_r500,2,SODT,S,16,1,191972.921125,2171.515438,191983.042969
n65536_q128_r500,2,SODT,S,16,2,191950.972063,2156.343937,191960.973633
n65536_q128_r500,2,SODT,S,16,3,192019.371187,2092.021063,192028.693359
n65536_q128_r500,2,SODT,S,16,4,191976.092813,2238.165313,191985.423828
n65536_q128_r500,2,SODT,O,1,0,639621.423,2316.945,639639.9375
n65536_q128_r500,2,SODT,O,1,1,639657.104,2347.373,639671.625
n65536_q128_r500,2,SODT,O,1,2,639360.556,2218.335,639374.625
n65536_q128_r500,2,SODT,O,1,3,639440.249,2162.381,639454.25
n65536_q128_r500,2,SODT,O,1,4,639398.008,2241.576,639411.625
n65536_q128_r500,2,SODT,O,1,5,639626.876,2259.559,639640.75
n65536_q128_r500,2,SODT,O,1,6,639445.152,2241.06,639460.1875
n65536_q128_r500,2,SODT,O,1,7,639763.364,2301.431,639777.8125
n65536_q128_r500,2,SODT,O,1,8,639298.981,2197.948,639313.5625
n65536_q128_r500,2,SODT,O,1,9,639612.437,1944.536,639627.0625
n65536_q128_r500,2,SODT,O,1,10,640113.092,2335.946,640129.0
n65536_q128_r500,2,SODT,O,1,11,639897.113,2128.574,639911.875
n65536_q128_r500,2,SODT,O,1,12,639420.441,2277.322,639434.25
n65536_q128_r500,2,SODT,O,1,13,639891.431,2441.761,639908.25
n65536_q128_r500,2,SODT,O,1,14,643533.659,2556.517,643548.1875
n65536_q128_r500,2,SODT,O,1,15,639584.545,2317.23,639598.625
n65536_q128_r500,2,SODT,O,1,16,639562.652,2279.962,639577.375
n65536_q128_r500,2,SODT,O,1,17,639800.51,2006.241,639814.875
n65536_q128_r500,2,SODT,O,1,18,639444.872,2277.405,639458.1875
n65536_q128_r500,2,SODT,O,1,19,639538.51,2179.678,639552.5
n65536_q128_r500,2,SODT,O,16,0,639776.748625,2550.564812,639790.996094
n65536_q128_r500,2,SODT,O,16,1,639745.950312,2597.341,639763.542969
n65536_q128_r500,2,SODT,O,16,2,639727.3505,2410.622438,639742.851562
n65536_q128_r500,2,SODT,O,16,3,639748.102562,2432.484062,639763.90625
n65536_q128_r500,2,SODT,O,16,4,639719.717688,2449.7625,639735.316406
n65536_q128_r500,2,SODT,D,1,0,370.272,20.643,375.936005
n65536_q128_r500,2,SODT,D,1,1,371.626,20.118,374.879974
n65536_q128_r500,2,SODT,D,1,2,369.873,20.499,373.151978
n65536_q128_r500,2,SODT,D,1,3,368.931,20.51,372.287994
n65536_q128_r500,2,SODT,D,1,4,366.549,19.886,369.727997
n65536_q128_r500,2,SODT,D,1,5,365.794,24.148,368.672028
n65536_q128_r500,2,SODT,D,1,6,367.536,19.124,370.752014
n65536_q128_r500,2,SODT,D,1,7,364.877,21.514,367.935974
n65536_q128_r500,2,SODT,D,1,8,366.815,22.015,369.76001
n65536_q128_r500,2,SODT,D,1,9,363.816,18.14,367.007996
n65536_q128_r500,2,SODT,D,1,10,364.447,23.036,367.455994
n65536_q128_r500,2,SODT,D,1,11,367.066,21.621,369.984009
n65536_q128_r500,2,SODT,D,1,12,370.095,26.082,373.18399
n65536_q128_r500,2,SODT,D,1,13,363.872,20.469,366.688019
n65536_q128_r500,2,SODT,D,1,14,368.053,18.985,371.199982
n65536_q128_r500,2,SODT,D,1,15,359.396,17.943,362.335999
n65536_q128_r500,2,SODT,D,1,16,364.472,20.763,367.455994
n65536_q128_r500,2,SODT,D,1,17,366.905,20.65,370.112
n65536_q128_r500,2,SODT,D,1,18,363.285,20.001,366.23999
n65536_q128_r500,2,SODT,D,1,19,368.08,18.899,371.007996
n65536_q128_r500,2,SODT,D,16,0,365.216375,20.113062,368.546
n65536_q128_r500,2,SODT,D,16,1,364.820063,20.055062,367.977997
n65536_q128_r500,2,SODT,D,16,2,366.0505,20.247812,369.312006
n65536_q128_r500,2,SODT,D,16,3,364.79125,19.825187,367.899998
n65536_q128_r500,2,SODT,D,16,4,364.808125,20.263125,368.066002
n65536_q128_r500,2,SODT,T,1,0,194609.163,2587.252,194621.734375
n65536_q128_r500,2,SODT,T,1,1,189086.5,2672.936,189097.125
n65536_q128_r500,2,SODT,T,1,2,192976.542,2536.592,192985.796875
n65536_q128_r500,2,SODT,T,1,3,191928.723,2509.195,191938.484375
n65536_q128_r500,2,SODT,T,1,4,190863.561,2465.034,190872.3125
n65536_q128_r500,2,SODT,T,1,5,193200.235,2511.42,193210.296875
n65536_q128_r500,2,SODT,T,1,6,191969.748,2590.364,191978.875
n65536_q128_r500,2,SODT,T,1,7,191941.699,2554.101,191950.5625
n65536_q128_r500,2,SODT,T,1,8,192039.162,2644.119,192048.390625
n65536_q128_r500,2,SODT,T,1,9,192009.145,2705.423,192018.40625
n65536_q128_r500,2,SODT,T,1,10,190933.02,2651.907,190941.640625
n65536_q128_r500,2,SODT,T,1,11,191811.847,2577.128,191822.34375
n65536_q128_r500,2,SODT,T,1,12,192152.214,2670.273,192162.484375
n65536_q128_r500,2,SODT,T,1,13,191932.285,2508.741,191942.5625
n65536_q128_r500,2,SODT,T,1,14,193004.283,2692.474,193013.59375
n65536_q128_r500,2,SODT,T,1,15,190941.195,2650.61,190951.328125
n65536_q128_r500,2,SODT,T,1,16,191822.901,2611.307,191832.40625
n65536_q128_r500,2,SODT,T,1,17,192920.847,2543.387,192929.5625
n65536_q128_r500,2,SODT,T,1,18,192231.182,2665.622,192239.171875
n65536_q128_r500,2,SODT,T,1,19,191837.763,2519.177,191846.375
n65536_q128_r500,2,SODT,T,16,0,191917.606875,2614.395812,191927.427734
n65536_q128_r500,2,SODT,T,16,1,191983.899375,2475.528313,191993.732422
n65536_q128_r500,2,SODT,T,16,2,191986.569438,2540.576062,191997.197266
n65536_q128_r500,2,SODT,T,16,3,192082.422187,2290.409562,192091.391602
n65536_q128_r500,2,SODT,T,16,4,191862.653,2330.64475,191871.352539
n65536_q128_r500,3,DTSO,D,1,0,391.523,42.245,408.768005
n65536_q128_r500,3,DTSO,D,1,1,382.778,34.835,388.864014
n65536_q128_r500,3,DTSO,D,1,2,388.818,33.962,392.287994
n65536_q128_r500,3,DTSO,D,1,3,370.855,19.129,373.824005
n65536_q128_r500,3,DTSO,D,1,4,372.502,19.584,376.544006
n65536_q128_r500,3,DTSO,D,1,5,375.616,20.151,379.007996
n65536_q128_r500,3,DTSO,D,1,6,373.522,18.819,376.192017
n65536_q128_r500,3,DTSO,D,1,7,374.104,18.797,377.023987
n65536_q128_r500,3,DTSO,D,1,8,374.947,19.68,376.511993
n65536_q128_r500,3,DTSO,D,1,9,372.519,18.387,375.519989
n65536_q128_r500,3,DTSO,D,1,10,378.915,21.379,382.079987
n65536_q128_r500,3,DTSO,D,1,11,373.115,19.192,376.287994
n65536_q128_r500,3,DTSO,D,1,12,375.503,21.057,378.59201
n65536_q128_r500,3,DTSO,D,1,13,375.902,23.229,379.231995
n65536_q128_r500,3,DTSO,D,1,14,371.531,21.024,374.911987
n65536_q128_r500,3,DTSO,D,1,15,372.981,20.374,376.384003
n65536_q128_r500,3,DTSO,D,1,16,374.055,22.823,377.503998
n65536_q128_r500,3,DTSO,D,1,17,370.714,20.319,373.888
n65536_q128_r500,3,DTSO,D,1,18,373.46,21.496,376.895996
n65536_q128_r500,3,DTSO,D,1,19,368.317,19.843,371.488007
n65536_q128_r500,3,DTSO,D,16,0,374.828187,24.136,378.652
n65536_q128_r500,3,DTSO,D,16,1,374.90825,25.2945,378.983999
n65536_q128_r500,3,DTSO,D,16,2,374.66975,24.679562,378.901997
n65536_q128_r500,3,DTSO,D,16,3,374.517375,25.30175,378.697998
n65536_q128_r500,3,DTSO,D,16,4,374.382562,25.409625,378.911999
n65536_q128_r500,3,DTSO,T,1,0,42442.183,14083.426,42449.628906
n65536_q128_r500,3,DTSO,T,1,1,40930.412,13246.42,40936.066406
n65536_q128_r500,3,DTSO,T,1,2,45716.816,16555.937,45722.015625
n65536_q128_r500,3,DTSO,T,1,3,40122.342,12370.431,40127.390625
n65536_q128_r500,3,DTSO,T,1,4,39861.967,11457.644,39866.6875
n65536_q128_r500,3,DTSO,T,1,5,38801.432,11128.672,38806.210938
n65536_q128_r500,3,DTSO,T,1,6,164495.624,6875.777,164504.0625
n65536_q128_r500,3,DTSO,T,1,7,40596.127,12238.0,40601.921875
n65536_q128_r500,3,DTSO,T,1,8,38833.404,11153.157,38837.503906
n65536_q128_r500,3,DTSO,T,1,9,40614.826,11365.619,40619.136719
n65536_q128_r500,3,DTSO,T,1,10,38775.263,11098.764,38779.582031
n65536_q128_r500,3,DTSO,T,1,11,39549.511,11082.187,39553.984375
n65536_q128_r500,3,DTSO,T,1,12,38908.892,11192.523,38913.34375
n65536_q128_r500,3,DTSO,T,1,13,40452.567,11313.46,40457.054688
n65536_q128_r500,3,DTSO,T,1,14,40193.073,12437.084,40196.671875
n65536_q128_r500,3,DTSO,T,1,15,39842.617,11404.098,39847.074219
n65536_q128_r500,3,DTSO,T,1,16,39020.048,11257.014,39025.632812
n65536_q128_r500,3,DTSO,T,1,17,40398.603,11242.072,40404.0
n65536_q128_r500,3,DTSO,T,1,18,39706.241,12036.137,39711.839844
n65536_q128_r500,3,DTSO,T,1,19,170902.919,8576.032,170912.328125
n65536_q128_r500,3,DTSO,T,16,0,48005.266563,11503.190813,48010.148193
n65536_q128_r500,3,DTSO,T,16,1,48021.472,11462.617875,48026.140137
n65536_q128_r500,3,DTSO,T,16,2,47932.054187,11403.45725,47936.75415
n65536_q128_r500,3,DTSO,T,16,3,47940.550062,11425.729813,47945.252686
n65536_q128_r500,3,DTSO,T,16,4,56507.486875,11470.521312,56512.602051
n65536_q128_r500,3,DTSO,S,1,0,39793.256,11830.956,39800.925781
n65536_q128_r500,3,DTSO,S,1,1,41289.824,11825.442,41298.304688
n65536_q128_r500,3,DTSO,S,1,2,39146.318,11221.564,39150.914062
n65536_q128_r500,3,DTSO,S,1,3,41271.122,12538.871,41279.519531
n65536_q128_r500,3,DTSO,S,1,4,39325.397,11272.752,39329.953125
n65536_q128_r500,3,DTSO,S,1,5,41296.043,11819.98,41300.703125
n65536_q128_r500,3,DTSO,S,1,6,194638.715,11707.697,194647.8125
n65536_q128_r500,3,DTSO,S,1,7,41977.28,13344.19,41982.367188
n65536_q128_r500,3,DTSO,S,1,8,38984.202,11042.524,38989.824219
n65536_q128_r500,3,DTSO,S,1,9,40849.358,11392.705,40852.992188
n65536_q128_r500,3,DTSO,S,1,10,40394.211,12410.946,40399.648438
n65536_q128_r500,3,DTSO,S,1,11,40143.201,11407.429,40147.617188
n65536_q128_r500,3,DTSO,S,1,12,40194.124,12216.084,40198.6875
n65536_q128_r500,3,DTSO,S,1,13,41237.197,11728.052,41241.375
n65536_q128_r500,3,DTSO,S,1,14,39193.894,11216.811,39198.175781
n65536_q128_r500,3,DTSO,S,1,15,40926.852,11658.823,40931.457031
n65536_q128_r500,3,DTSO,S,1,16,39444.102,11434.383,39447.328125
n65536_q128_r500,3,DTSO,S,1,17,40858.193,11850.663,40863.136719
n65536_q128_r500,3,DTSO,S,1,18,40021.743,11230.159,40026.59375
n65536_q128_r500,3,DTSO,S,1,19,164559.594,5280.864,164568.3125
n65536_q128_r500,3,DTSO,S,16,0,48563.484125,11766.515562,48568.433838
n65536_q128_r500,3,DTSO,S,16,1,55643.342625,2529.433312,55649.43689
n65536_q128_r500,3,DTSO,S,16,2,168306.881938,2226.348563,168316.799683
n65536_q128_r500,3,DTSO,S,16,3,191856.82675,2236.593625,191865.8125
n65536_q128_r500,3,DTSO,S,16,4,191977.331625,2469.47225,191988.6875
n65536_q128_r500,3,DTSO,O,1,0,640170.406,2222.074,640186.3125
n65536_q128_r500,3,DTSO,O,1,1,641191.489,2234.39,641205.0625
n65536_q128_r500,3,DTSO,O,1,2,640119.602,2367.868,640132.125
n65536_q128_r500,3,DTSO,O,1,3,641479.91,2347.321,641492.5
n65536_q128_r500,3,DTSO,O,1,4,641225.356,2213.193,641237.9375
n65536_q128_r500,3,DTSO,O,1,5,642439.789,2472.324,642452.6875
n65536_q128_r500,3,DTSO,O,1,6,640078.269,2082.484,640091.4375
n65536_q128_r500,3,DTSO,O,1,7,639944.075,2566.025,639957.4375
n65536_q128_r500,3,DTSO,O,1,8,639608.947,2367.701,639621.8125
n65536_q128_r500,3,DTSO,O,1,9,639721.374,2285.058,639734.6875
n65536_q128_r500,3,DTSO,O,1,10,639630.247,2377.487,639643.6875
n65536_q128_r500,3,DTSO,O,1,11,639620.288,2206.982,639633.6875
n65536_q128_r500,3,DTSO,O,1,12,641914.624,2257.059,641927.375
n65536_q128_r500,3,DTSO,O,1,13,639784.069,2410.492,639797.4375
n65536_q128_r500,3,DTSO,O,1,14,639671.552,2417.703,639685.3125
n65536_q128_r500,3,DTSO,O,1,15,639978.341,2564.872,640000.6875
n65536_q128_r500,3,DTSO,O,1,16,639883.412,2745.81,639897.0
n65536_q128_r500,3,DTSO,O,1,17,642692.783,2495.312,642708.5
n65536_q128_r500,3,DTSO,O,1,18,639819.433,2578.871,639833.125
n65536_q128_r500,3,DTSO,O,1,19,639722.3,2395.126,639735.375
