q,radius,pair,order,variant,sample,stage,calls,wall_s,thread_cpu_s,wall_fraction
32,300,5,BA,A,6,stage.schedule,10,0.000126767,0.000123863,0.011214666374136564
32,300,5,BA,A,7,stage.aggregate,1,0.008693004,0.008692723,0.7705405969581699
32,300,5,BA,A,7,stage.alloc_init,1,0.000632555,0.000632128,0.05606914563813328
32,300,5,BA,A,7,stage.candidates,1,9.4929e-05,9.4642e-05,0.008414427087419045
32,300,5,BA,A,7,stage.cleanup,1,0.000239034,0.000238588,0.02118777364571547
32,300,5,BA,A,7,stage.delivery,1,1.8941e-05,1.865e-05,0.0016789143829894356
32,300,5,BA,A,7,stage.leaf_distance,1,0.001088926,0.001088513,0.09652148901384057
32,300,5,BA,A,7,stage.node_distance_prune,4,0.000401547,0.000400393,0.03559278991321783
32,300,5,BA,A,7,stage.schedule,10,0.000109177,0.000106234,0.009677357879290303
32,500,0,AB,A,0,stage.aggregate,1,0.009580105,0.00957996,0.7865676248208793
32,500,0,AB,A,0,stage.alloc_init,1,0.00066231,0.000661749,0.0543784857885291
32,500,0,AB,A,0,stage.candidates,1,7.9697e-05,7.942e-05,0.006543464815401252
32,500,0,AB,A,0,stage.cleanup,1,0.000220725,0.000220417,0.01812246723690279
32,500,0,AB,A,0,stage.delivery,1,2.1891e-05,2.1612e-05,0.0017973447968424009
32,500,0,AB,A,0,stage.leaf_distance,1,0.001146284,0.00114603,0.09411482267158625
32,500,0,AB,A,0,stage.node_distance_prune,4,0.000337682,0.000336567,0.027725137530827077
32,500,0,AB,A,0,stage.schedule,10,0.000125153,0.000122341,0.010275596974063175
32,500,0,AB,A,1,stage.aggregate,1,0.009580081,0.009579951,0.7868366624675023
32,500,0,AB,A,1,stage.alloc_init,1,0.000649721,0.000649367,0.053363254775721417
32,500,0,AB,A,1,stage.candidates,1,7.587e-05,7.5536e-05,0.006231397999809124
32,500,0,AB,A,1,stage.cleanup,1,0.000251856,0.0002413,0.020685580264135056
32,500,0,AB,A,1,stage.delivery,1,2.1579e-05,2.129e-05,0.0017723387035439712
32,500,0,AB,A,1,stage.leaf_distance,1,0.001144169,0.001143876,0.09397353918602354
32,500,0,AB,A,1,stage.node_distance_prune,4,0.000337228,0.000336073,0.027697401933302113
32,500,0,AB,A,1,stage.schedule,10,0.000111097,0.000108368,0.009124682003226496
32,500,0,AB,A,2,stage.aggregate,1,0.009584624,0.009584484,0.7872095321056928
32,500,0,AB,A,2,stage.alloc_init,1,0.000656712,0.000656421,0.053937425844581256
32,500,0,AB,A,2,stage.candidates,1,8.011e-05,7.9807e-05,0.006579637930187668
32,500,0,AB,A,2,stage.cleanup,1,0.000221047,0.000220744,0.01815515198544743
32,500,0,AB,A,2,stage.delivery,1,1.993e-05,1.9655e-05,0.001636901559713397
32,500,0,AB,A,2,stage.leaf_distance,1,0.001148886,0.001148593,0.09436092751293958
32,500,0,AB,A,2,stage.node_distance_prune,4,0.000338768,0.000337661,0.02782387694836869
32,500,0,AB,A,2,stage.schedule,10,0.000121682,0.000118882,0.009994051961316888
32,500,0,AB,A,3,stage.aggregate,1,0.009595617,0.009595483,0.7871594534027466
32,500,0,AB,A,3,stage.alloc_init,1,0.000658793,0.000658458,0.054042917488844704
32,500,0,AB,A,3,stage.candidates,1,7.7836e-05,7.7559e-05,0.006385138466349395
32,500,0,AB,A,3,stage.cleanup,1,0.000218199,0.000217925,0.017899568685684923
32,500,0,AB,A,3,stage.delivery,1,2.2312e-05,2.2031e-05,0.0018303254209001965
32,500,0,AB,A,3,stage.leaf_distance,1,0.001151038,0.001150593,0.09442336463885445
32,500,0,AB,A,3,stage.node_distance_prune,4,0.000342587,0.000341467,0.028103518060681947
32,500,0,AB,A,3,stage.schedule,10,0.000120451,0.000117759,0.009880984549697453
32,500,0,AB,A,4,stage.aggregate,1,0.009580166,0.009579879,0.7866936119614774
32,500,0,AB,A,4,stage.alloc_init,1,0.000660604,0.00066023,0.05424675802446427
32,500,0,AB,A,4,stage.candidates,1,7.8782e-05,7.8494e-05,0.0064693342618018426
32,500,0,AB,A,4,stage.cleanup,1,0.000223702,0.00022342,0.01836971659812642
32,500,0,AB,A,4,stage.delivery,1,2.356e-05,2.3279e-05,0.001934674357188843
32,500,0,AB,A,4,stage.leaf_distance,1,0.001145984,0.001145681,0.09410466292651523
32,500,0,AB,A,4,stage.node_distance_prune,4,0.000340403,0.000339301,0.02795284190195898
32,500,0,AB,A,4,stage.schedule,10,0.00012147,0.000118599,0.009974740839037722
32,500,0,AB,A,5,stage.aggregate,1,0.009583093,0.009582945,0.787924101191067
32,500,0,AB,A,5,stage.alloc_init,1,0.000654677,0.000654349,0.0538276928748854
32,500,0,AB,A,5,stage.candidates,1,7.7472e-05,7.719e-05,0.006369765582727241
32,500,0,AB,A,5,stage.cleanup,1,0.000219203,0.000218908,0.018022920862125147
32,500,0,AB,A,5,stage.delivery,1,2.116e-05,2.0873e-05,0.0017397800460877272
32,500,0,AB,A,5,stage.leaf_distance,1,0.001143581,0.00114327,0.09402549172424618
32,500,0,AB,A,5,stage.node_distance_prune,4,0.000340837,0.000339757,0.028023696198884812
32,500,0,AB,A,5,stage.schedule,10,0.000119354,0.00011653,0.009813313214591427
32,500,0,AB,A,6,stage.aggregate,1,0.009578664,0.009578526,0.7866627125466141
32,500,0,AB,A,6,stage.alloc_init,1,0.000660225,0.000659888,0.054222007306142926
32,500,0,AB,A,6,stage.candidates,1,8.0779e-05,8.045e-05,0.006634101296047437
32,500,0,AB,A,6,stage.cleanup,1,0.000218002,0.000217715,0.017903754078918203
32,500,0,AB,A,6,stage.delivery,1,2.5499e-05,2.5163e-05,0.002094145123706825
32,500,0,AB,A,6,stage.leaf_distance,1,0.001149881,0.00114939,0.09443576959853828
32,500,0,AB,A,6,stage.node_distance_prune,4,0.000340876,0.000339778,0.027994972869080658
32,500,0,AB,A,6,stage.schedule,10,0.000119252,0.000116497,0.009793756394065897
32,500,0,AB,A,7,stage.aggregate,1,0.009580074,0.009579929,0.7868788715291353
32,500,0,AB,A,7,stage.alloc_init,1,0.000653881,0.000653353,0.05370784645237005
32,500,0,AB,A,7,stage.candidates,1,7.6977e-05,7.6661e-05,0.0063226625278362415
32,500,0,AB,A,7,stage.cleanup,1,0.000235176,0.00023488,0.019316659296236743
32,500,0,AB,A,7,stage.delivery,1,2.0403e-05,2.0129e-05,0.001675841921034112
32,500,0,AB,A,7,stage.leaf_distance,1,0.00114528,0.001144833,0.09406990321628916
32,500,0,AB,A,7,stage.node_distance_prune,4,0.00034273,0.000341469,0.02815082593716714
32,500,0,AB,A,7,stage.schedule,10,0.000117026,0.00011433,0.009612168634560504
32,500,0,AB,B,0,stage.aggregate,1,8.05e-05,8.0234e-05,0.030434425910320147
32,500,0,AB,B,0,stage.alloc_init,1,0.000640417,0.000640086,0.24212079177899995
32,500,0,AB,B,0,stage.candidates,1,8.0285e-05,7.9938e-05,0.030353141418758417
32,500,0,AB,B,0,stage.cleanup,1,0.000214168,0.000213876,0.08096993948275087
32,500,0,AB,B,0,stage.delivery,1,1.8419e-05,1.8119e-05,0.006963623488722817
32,500,0,AB,B,0,stage.leaf_distance,1,0.001149049,0.001148727,0.43441797090468887
32,500,0,AB,B,0,stage.node_distance_prune,4,0.000334205,0.000333121,0.12635201629016826
32,500,0,AB,B,0,stage.schedule,10,0.000122437,0.000119677,0.0462894385736878
32,500,0,AB,B,1,stage.aggregate,1,8.1378e-05,8.1091e-05,0.030416951980551814
32,500,0,AB,B,1,stage.alloc_init,1,0.000630565,0.000630226,0.23568858076650512
32,500,0,AB,B,1,stage.candidates,1,7.8116e-05,7.7836e-05,0.029197702338626966
32,500,0,AB,B,1,stage.cleanup,1,0.000251363,0.000251015,0.09395286564780954
32,500,0,AB,B,1,stage.delivery,1,1.8546e-05,1.8265e-05,0.0069320060880251905
32,500,0,AB,B,1,stage.leaf_distance,1,0.001149307,0.001148853,0.4295806708190427
32,500,0,AB,B,1,stage.node_distance_prune,4,0.000337916,0.000336846,0.1263040962601704
32,500,0,AB,B,1,stage.schedule,10,0.000123333,0.000120617,0.046098625410029695
32,500,0,AB,B,2,stage.aggregate,1,8.0476e-05,8.0194e-05,0.030548016443909646
32,500,0,AB,B,2,stage.alloc_init,1,0.000635578,0.00063528,0.24126009239260407
32,500,0,AB,B,2,stage.candidates,1,7.9232e-05,7.8933e-05,0.030075804449573154
32,500,0,AB,B,2,stage.cleanup,1,0.000215086,0.000214812,0.0816448464741631
32,500,0,AB,B,2,stage.delivery,1,1.8045e-05,1.7761e-05,0.0068497310593263775
32,500,0,AB,B,2,stage.leaf_distance,1,0.001146754,0.001146446,0.4352982261682882
32,500,0,AB,B,2,stage.node_distance_prune,4,0.000336529,0.000335384,0.12774359344217492
32,500,0,AB,B,2,stage.schedule,10,0.000119267,0.000116571,0.04527275556955827
32,500,0,AB,B,3,stage.aggregate,1,8.0412e-05,8.0143e-05,0.023011168767171738
32,500,0,AB,B,3,stage.alloc_init,1,0.000638001,0.000637666,0.18257410193285004
32,500,0,AB,B,3,stage.candidates,1,7.0835e-05,7.056e-05,0.020270558369678778
32,500,0,AB,B,3,stage.cleanup,1,0.001099256,0.001098964,0.3145695335811339
32,500,0,AB,B,3,stage.delivery,1,1.8193e-05,1.7894e-05,0.005206215407913687
32,500,0,AB,B,3,stage.leaf_distance,1,0.001140183,0.001139893,0.32628144354648775
32,500,0,AB,B,3,stage.node_distance_prune,4,0.000333088,0.000331994,0.09531841245485376
32,500,0,AB,B,3,stage.schedule,10,0.00011116,0.00010836,0.03181019649006132
32,500,0,AB,B,4,stage.aggregate,1,8.0458e-05,7.9964e-05,0.02772398546160239
32,500,0,AB,B,4,stage.alloc_init,1,0.000853314,0.000852858,0.29403247570386765
32,500,0,AB,B,4,stage.candidates,1,7.9078e-05,7.8797e-05,0.02724846904388121
32,500,0,AB,B,4,stage.cleanup,1,0.000265648,0.000265322,0.09153622125710001
32,500,0,AB,B,4,stage.delivery,1,1.7625e-05,1.7345e-05,0.0060731716393738625
32,500,0,AB,B,4,stage.leaf_distance,1,0.001147953,0.001147701,0.3955583320813698
32,500,0,AB,B,4,stage.node_distance_prune,4,0.00033569,0.000334623,0.11567109149625031
32,500,0,AB,B,4,stage.schedule,10,0.000118798,0.000116119,0.04093507202350843
32,500,0,AB,B,5,stage.aggregate,1,8.0184e-05,7.9897e-05,0.030468645801232593
32,500,0,AB,B,5,stage.alloc_init,1,0.000639751,0.000639479,0.24309521375816065
32,500,0,AB,B,5,stage.candidates,1,7.7586e-05,7.7294e-05,0.029481447085882868
32,500,0,AB,B,5,stage.cleanup,1,0.000213775,0.00021347,0.08123110291527609
32,500,0,AB,B,5,stage.delivery,1,1.8303e-05,1.8005e-05,0.006954849148208622
32,500,0,AB,B,5,stage.leaf_distance,1,0.001145398,0.001145089,0.43523303855432766
32,500,0,AB,B,5,stage.node_distance_prune,4,0.000336124,0.00033501,0.1277217786752158
32,500,0,AB,B,5,stage.schedule,10,0.000117399,0.000114645,0.044609754420070154
32,500,0,AB,B,6,stage.aggregate,1,8.1133e-05,8.0836e-05,0.030662428330688465
32,500,0,AB,B,6,stage.alloc_init,1,0.000637978,0.000637524,0.24110971739681714
32,500,0,AB,B,6,stage.candidates,1,7.91e-05,7.8812e-05,0.029894100809257116
32,500,0,AB,B,6,stage.cleanup,1,0.000223738,0.000223452,0.0845568435759996
32,500,0,AB,B,6,stage.delivery,1,1.7877e-05,1.7605e-05,0.0067562179540719275
32,500,0,AB,B,6,stage.leaf_distance,1,0.00114898,0.001148685,0.43423165547181086
32,500,0,AB,B,6,stage.node_distance_prune,4,0.000337681,0.000336602,0.12761908793136223
32,500,0,AB,B,6,stage.schedule,10,0.000116454,0.000113711,0.04401122143667798
32,500,0,AB,B,7,stage.aggregate,1,8.0152e-05,7.9877e-05,0.0301853594679676
32,500,0,AB,B,7,stage.alloc_init,1,0.000638102,0.000637818,0.24031013882659275
32,500,0,AB,B,7,stage.candidates,1,7.7811e-05,7.7541e-05,0.029303735472128296
32,500,0,AB,B,7,stage.cleanup,1,0.000240009,0.000239679,0.09038773755548753
32,500,0,AB,B,7,stage.delivery,1,1.7904e-05,1.7627e-05,0.006742672371425441
32,500,0,AB,B,7,stage.leaf_distance,1,0.00114518,0.001144898,0.431276449190627
32,500,0,AB,B,7,stage.node_distance_prune,4,0.000337722,0.000336638,0.127186595097327
32,500,0,AB,B,7,stage.schedule,10,0.000115376,0.000112523,0.0434507689636719
32,500,1,BA,B,0,stage.aggregate,1,8.0718e-05,8.0436e-05,0.030069994937297364
32,500,1,BA,B,0,stage.alloc_init,1,0.000640083,0.00063972,0.23845105886481463
32,500,1,BA,B,0,stage.candidates,1,7.9347e-05,7.9059e-05,0.02955925429631227
32,500,1,BA,B,0,stage.cleanup,1,0.000246053,0.000245717,0.09166248500095181
32,500,1,BA,B,0,stage.delivery,1,1.8837e-05,1.8534e-05,0.007017375240143096
32,500,1,BA,B,0,stage.leaf_distance,1,0.001152904,0.001152592,0.42949301820151486
32,500,1,BA,B,0,stage.node_distance_prune,4,0.000337265,0.00033619,0.12564182515086592
32,500,1,BA,B,0,stage.schedule,10,0.00012364,0.00012084,0.046059790555358734
32,500,1,BA,B,1,stage.aggregate,1,8.0257e-05,7.9981e-05,0.030248312272544996
32,500,1,BA,B,1,stage.alloc_init,1,0.000629516,0.000629207,0.23726025827732702
32,500,1,BA,B,1,stage.candidates,1,7.9846e-05,7.9568e-05,0.030093409194383386
32,500,1,BA,B,1,stage.cleanup,1,0.000230279,0.000229988,0.08679057405347058
32,500,1,BA,B,1,stage.delivery,1,1.7328e-05,1.7028e-05,0.0065308042296455095
32,500,1,BA,B,1,stage.leaf_distance,1,0.00115077,0.00115047,0.4337173120584697
32,500,1,BA,B,1,stage.node_distance_prune,4,0.000337955,0.000336858,0.12737291917300603
32,500,1,BA,B,1,stage.schedule,10,0.000123139,0.000120204,0.04641024365387341
32,500,1,BA,B,2,stage.aggregate,1,8.0266e-05,7.9982e-05,0.030480670752477554
32,500,1,BA,B,2,stage.alloc_init,1,0.00063342,0.000633092,0.24053854020425003
32,500,1,BA,B,2,stage.candidates,1,7.9887e-05,7.9593e-05,0.030336747120862814
32,500,1,BA,B,2,stage.cleanup,1,0.000213452,0.000213138,0.0810574855288396
32,500,1,BA,B,2,stage.delivery,1,1.812e-05,1.7822e-05,0.0068809926249581805
32,500,1,BA,B,2,stage.leaf_distance,1,0.001148636,0.001148354,0.43618961615681373
32,500,1,BA,B,2,stage.node_distance_prune,4,0.000335995,0.000334909,0.12759266650236334
32,500,1,BA,B,2,stage.schedule,10,0.000120135,0.000117294,0.045620753256034825
32,500,1,BA,B,3,stage.aggregate,1,8.0612e-05,8.0325e-05,0.02338518986324601
32,500,1,BA,B,3,stage.alloc_init,1,0.000637911,0.000637561,0.18505520084916796
32,500,1,BA,B,3,stage.candidates,1,7.6787e-05,7.6502e-05,0.02227557403400327
32,500,1,BA,B,3,stage.cleanup,1,0.001019433,0.000974438,0.29573307023592604
32,500,1,BA,B,3,stage.delivery,1,1.9624e-05,1.9335e-05,0.005692836871388128
32,500,1,BA,B,3,stage.leaf_distance,1,0.001151398,0.001151106,0.33401554158390484
32,500,1,BA,B,3,stage.node_distance_prune,4,0.000339048,0.000337982,0.09835634710407674
32,500,1,BA,B,3,stage.schedule,10,0.00011905,0.000116266,0.03453588613630027
32,500,1,BA,B,4,stage.aggregate,1,8.0451e-05,8.0169e-05,0.0304827544397419
32,500,1,BA,B,4,stage.alloc_init,1,0.000630834,0.000613594,0.23902198747361925
32,500,1,BA,B,4,stage.candidates,1,8.1676e-05,8.1324e-05,0.030946904968494598
32,500,1,BA,B,4,stage.cleanup,1,0.000216706,0.000216417,0.08210955468072127
32,500,1,BA,B,4,stage.delivery,1,2.1168e-05,2.0873e-05,0.008020521136846733
32,500,1,BA,B,4,stage.leaf_distance,1,0.001146798,0.001146492,0.43451991679391344
32,500,1,BA,B,4,stage.node_distance_prune,4,0.000337716,0.000336612,0.1279600489536721
32,500,1,BA,B,4,stage.schedule,10,0.000120484,0.000117687,0.04565119371938028
32,500,1,BA,B,5,stage.aggregate,1,8.0316e-05,8.0042e-05,0.02949536614709343
32,500,1,BA,B,5,stage.alloc_init,1,0.000631758,0.000631428,0.23200773851231948
32,500,1,BA,B,5,stage.candidates,1,7.7913e-05,7.7619e-05,0.0286128848874258
32,500,1,BA,B,5,stage.cleanup,1,0.000306943,0.000254842,0.1127221994532509
32,500,1,BA,B,5,stage.delivery,1,1.8783e-05,1.8502e-05,0.00689789658773913
32,500,1,BA,B,5,stage.leaf_distance,1,0.001148975,0.001148667,0.4219512714634279
32,500,1,BA,B,5,stage.node_distance_prune,4,0.00033698,0.000335912,0.1237530315783598
32,500,1,BA,B,5,stage.schedule,10,0.000118162,0.000115335,0.04339398693501736
32,500,1,BA,B,6,stage.aggregate,1,8.0567e-05,8.0285e-05,0.03043844401131444
32,500,1,BA,B,6,stage.alloc_init,1,0.000632656,0.00063234,0.2390192539677802
32,500,1,BA,B,6,stage.candidates,1,8.0337e-05,8.0036e-05,0.030351549350689094
32,500,1,BA,B,6,stage.cleanup,1,0.000226374,0.000226053,0.08552474741044466
32,500,1,BA,B,6,stage.delivery,1,1.7282e-05,1.7002e-05,0.006529189238814108
32,500,1,BA,B,6,stage.leaf_distance,1,0.001148021,0.001147566,0.43372563124248403
32,500,1,BA,B,6,stage.node_distance_prune,4,0.000339721,0.000338604,0.12834756957523247
32,500,1,BA,B,6,stage.schedule,10,0.000118373,0.000115564,0.04472165940088776
32,500,1,BA,B,7,stage.aggregate,1,8.015e-05,7.9877e-05,0.03056270846226678
32,500,1,BA,B,7,stage.alloc_init,1,0.00063285,0.000632509,0.24131765502614516
32,500,1,BA,B,7,stage.candidates,1,7.766e-05,7.7377e-05,0.029613224443913143
32,500,1,BA,B,7,stage.cleanup,1,0.000213487,0.000213218,0.08140662434789706
32,500,1,BA,B,7,stage.delivery,1,1.8095e-05,1.7822e-05,0.006899965185585994
32,500,1,BA,B,7,stage.leaf_distance,1,0.001149143,0.001148846,0.43818992502126813
32,500,1,BA,B,7,stage.node_distance_prune,4,0.000337199,0.000336126,0.1285803459858752
32,500,1,BA,B,7,stage.schedule,10,0.000110778,0.000108016,0.04224174320689943
32,500,1,BA,A,0,stage.aggregate,1,0.009575391,0.009575139,0.7861144928389332
32,500,1,BA,A,0,stage.alloc_init,1,0.00063972,0.000639422,0.05251933454821033
32,500,1,BA,A,0,stage.candidates,1,8.1539e-05,8.1257e-05,0.006694138091237608
32,500,1,BA,A,0,stage.cleanup,1,0.000255265,0.000254985,0.020956587152893315
32,500,1,BA,A,0,stage.delivery,1,1.9423e-05,1.9134e-05,0.0015945773696771858
32,500,1,BA,A,0,stage.leaf_distance,1,0.001145726,0.001145408,0.09406110031667421
32,500,1,BA,A,0,stage.node_distance_prune,4,0.000337763,0.000336624,0.02772945662947409
32,500,1,BA,A,0,stage.schedule,10,0.000120305,0.000117492,0.009876725040365228
32,500,1,BA,A,1,stage.aggregate,1,0.009571231,0.00957108,0.7830994509845247
32,500,1,BA,A,1,stage.alloc_init,1,0.000705535,0.000325638,0.05772549749874041
32,500,1,BA,A,1,stage.candidates,1,8.5178e-05,8.4906e-05,0.0069690978136417205
32,500,1,BA,A,1,stage.cleanup,1,0.000230806,0.000230499,0.018884096714825317
32,500,1,BA,A,1,stage.delivery,1,1.8855e-05,1.8574e-05,0.0015426793218461885
32,500,1,BA,A,1,stage.leaf_distance,1,0.001144872,0.001144613,0.09367119387752262
32,500,1,BA,A,1,stage.node_distance_prune,4,0.000338869,0.000337776,0.027725600589482684
32,500,1,BA,A,1,stage.schedule,10,0.000122222,0.000119471,0.009999965636419245
32,500,1,BA,A,2,stage.aggregate,1,0.009578585,0.00957842,0.7888233571006279
32,500,1,BA,A,2,stage.alloc_init,1,0.00063679,0.000636334,0.05244144365458038
32,500,1,BA,A,2,stage.candidates,1,7.9078e-05,7.8789e-05,0.006512295232834855
32,500,1,BA,A,2,stage.cleanup,1,0.00022729,0.000226987,0.01871796939061476
32,500,1,BA,A,2,stage.delivery,1,1.6697e-05,1.642e-05,0.0013750448102208398
32,500,1,BA,A,2,stage.leaf_distance,1,0.001142419,0.001142118,0.0940814108551046
32,500,1,BA,A,2,stage.node_distance_prune,4,0.000338094,0.000336969,0.02784298976264027
32,500,1,BA,A,2,stage.schedule,10,0.000120462,0.000117697,0.009920383777254764
32,500,1,BA,A,3,stage.aggregate,1,0.009578053,0.009577882,0.7889345011717812
32,500,1,BA,A,3,stage.alloc_init,1,0.000638281,0.000637935,0.05257455793389593
32,500,1,BA,A,3,stage.candidates,1,7.7448e-05,7.7111e-05,0.006379313128331208
32,500,1,BA,A,3,stage.cleanup,1,0.000224955,0.000224624,0.018529314956922668
32,500,1,BA,A,3,stage.delivery,1,1.8304e-05,1.803e-05,0.0015076818962526397
32,500,1,BA,A,3,stage.leaf_distance,1,0.001145851,0.00114553,0.0943825835065004
32,500,1,BA,A,3,stage.node_distance_prune,4,0.000336749,0.000335647,0.02773767323433021
32,500,1,BA,A,3,stage.schedule,10,0.000117488,0.000114667,0.009677367276383858
32,500,1,BA,A,4,stage.aggregate,1,0.009580833,0.009580686,0.7740105180338062
32,500,1,BA,A,4,stage.alloc_init,1,0.000636453,0.000636172,0.051417378450722404
32,500,1,BA,A,4,stage.candidates,1,7.668e-05,7.6406e-05,0.006194777272793739
32,500,1,BA,A,4,stage.cleanup,1,0.000460944,0.000460656,0.03723846394406152
32,500,1,BA,A,4,stage.delivery,1,1.8017e-05,1.774e-05,0.0014555464544069483
32,500,1,BA,A,4,stage.leaf_distance,1,0.001145596,0.001145305,0.0925497139358818
32,500,1,BA,A,4,stage.node_distance_prune,4,0.00033664,0.000335502,0.02719626788097658
32,500,1,BA,A,4,stage.schedule,10,0.000119653,0.000116894,0.009666453899603408
32,500,1,BA,A,5,stage.aggregate,1,0.009582626,0.009582475,0.6976554861246103
32,500,1,BA,A,5,stage.alloc_init,1,0.002268758,0.001909536,0.16517512687953162
32,500,1,BA,A,5,stage.candidates,1,8.0297e-05,7.9953e-05,0.005845959402918138
32,500,1,BA,A,5,stage.cleanup,1,0.000177734,0.000177435,0.012939782912415812
32,500,1,BA,A,5,stage.delivery,1,1.854e-05,1.8234e-05,0.001349789996265144
32,500,1,BA,A,5,stage.leaf_distance,1,0.001147272,0.001146846,0.08352622807956335
32,500,1,BA,A,5,stage.node_distance_prune,4,0.000338296,0.000337023,0.024629371983630702
32,500,1,BA,A,5,stage.schedule,10,0.000118322,0.000115566,0.008614339370986213
32,500,1,BA,A,6,stage.aggregate,1,0.009575277,0.009574975,0.7894231244075891
32,500,1,BA,A,6,stage.alloc_init,1,0.000636478,0.000636199,0.052473724924792624
32,500,1,BA,A,6,stage.candidates,1,7.7153e-05,7.6876e-05,0.0063607937731116
32,500,1,BA,A,6,stage.cleanup,1,0.000217678,0.000217353,0.017946222012668166
32,500,1,BA,A,6,stage.delivery,1,1.7997e-05,1.7717e-05,0.0014837427648268955
32,500,1,BA,A,6,stage.leaf_distance,1,0.001146227,0.001145915,0.09449941757510907
32,500,1,BA,A,6,stage.node_distance_prune,4,0.000338267,0.000337106,0.027888048776446045
32,500,1,BA,A,6,stage.schedule,10,0.000117016,0.00011426,0.009647254729620715
32,500,1,BA,A,7,stage.aggregate,1,0.00962262,0.009612263,0.7898286604131239
32,500,1,BA,A,7,stage.alloc_init,1,0.000638255,0.000637963,0.05238823643165566
32,500,1,BA,A,7,stage.candidates,1,8.0674e-05,8.039e-05,0.006621755545804402
32,500,1,BA,A,7,stage.cleanup,1,0.000216347,0.000216057,0.017757851935792757
32,500,1,BA,A,7,stage.delivery,1,1.7939e-05,1.7654e-05,0.0014724405971711476
32,500,1,BA,A,7,stage.leaf_distance,1,0.00114702,0.001146726,0.0941478796904649
32,500,1,BA,A,7,stage.node_distance_prune,4,0.00034071,0.000339565,0.027965618811649575
32,500,1,BA,A,7,stage.schedule,10,0.000116492,0.000113719,0.009561711915138042
32,500,2,AB,A,0,stage.aggregate,1,0.009573288,0.009573144,0.7881975962549019
32,500,2,AB,A,0,stage.alloc_init,1,0.000640752,0.000640454,0.052755039459329016
32,500,2,AB,A,0,stage.candidates,1,8.2432e-05,8.2161e-05,0.006786874504818416
32,500,2,AB,A,0,stage.cleanup,1,0.000218128,0.000217833,0.017959134340875284
32,500,2,AB,A,0,stage.delivery,1,1.91e-05,1.8808e-05,0.0015725604503352066
32,500,2,AB,A,0,stage.leaf_distance,1,0.001145718,0.001145406,0.09433040911189278
32,500,2,AB,A,0,stage.node_distance_prune,4,0.000338804,0.000337692,0.027894752398710435
32,500,2,AB,A,0,stage.schedule,10,0.000121396,0.000118749,0.009994897823502238
32,500,2,AB,A,1,stage.aggregate,1,0.009575377,0.009575234,0.7881805557956358
32,500,2,AB,A,1,stage.alloc_init,1,0.000630032,0.00062946,0.051859991719285424
32,500,2,AB,A,1,stage.candidates,1,8.1093e-05,8.0812e-05,0.006675029694510775
32,500,2,AB,A,1,stage.cleanup,1,0.000226852,0.000226475,0.018672929059957804
32,500,2,AB,A,1,stage.delivery,1,2.3949e-05,2.3653e-05,0.001971320411796808
32,500,2,AB,A,1,stage.leaf_distance,1,0.001145914,0.001145598,0.09432392410387605
32,500,2,AB,A,1,stage.node_distance_prune,4,0.00033941,0.000338286,0.027937945674890587
32,500,2,AB,A,1,stage.schedule,10,0.000121978,0.000119154,0.010040407582368828
32,500,2,AB,A,2,stage.aggregate,1,0.00958807,0.00958793,0.7894796430109124
32,500,2,AB,A,2,stage.alloc_init,1,0.00063076,0.000630481,0.05193664414481361
32,500,2,AB,A,2,stage.candidates,1,7.9107e-05,7.8829e-05,0.006513653542335866
32,500,2,AB,A,2,stage.cleanup,1,0.000217508,0.000217218,0.017909562424139325
32,500,2,AB,A,2,stage.delivery,1,1.67e-05,1.6399e-05,0.00137507444546006
32,500,2,AB,A,2,stage.leaf_distance,1,0.001150124,0.001149871,0.09470096535989855
32,500,2,AB,A,2,stage.node_distance_prune,4,0.000339809,0.000338663,0.0279798007327747
32,500,2,AB,A,2,stage.schedule,10,0.000119149,0.000116411,0.009810703299528184
32,500,2,AB,A,3,stage.aggregate,1,0.009576237,0.009576093,0.7912174557287361
32,500,2,AB,A,3,stage.alloc_init,1,0.000632333,0.000632037,0.05224525118095123
32,500,2,AB,A,3,stage.candidates,1,7.6081e-05,7.5804e-05,0.006286040670181615
32,500,2,AB,A,3,stage.cleanup,1,0.000213312,0.000213038,0.01762447795688517
32,500,2,AB,A,3,stage.delivery,1,1.8223e-05,1.7928e-05,0.0015056389786243553
32,500,2,AB,A,3,stage.leaf_distance,1,0.001144917,0.001144603,0.0945964804088054
32,500,2,AB,A,3,stage.node_distance_prune,4,0.000330715,0.000329575,0.027324666345593676
32,500,2,AB,A,3,stage.schedule,10,0.000107972,0.000105164,0.008920970850026279
32,500,2,AB,A,4,stage.aggregate,1,0.009585154,0.009585016,0.7895192732684518
32,500,2,AB,A,4,stage.alloc_init,1,0.000635506,0.00063521,0.05234597537793767
32,500,2,AB,A,4,stage.candidates,1,7.8615e-05,7.8342e-05,0.006475436666745192
32,500,2,AB,A,4,stage.cleanup,1,0.00021415,0.000213846,0.017639315171194846
32,500,2,AB,A,4,stage.delivery,1,1.8264e-05,1.7971e-05,0.0015043868890343341
32,500,2,AB,A,4,stage.leaf_distance,1,0.001146617,0.0011463,0.09444566259000663
32,500,2,AB,A,4,stage.node_distance_prune,4,0.000336743,0.000335651,0.027737174451056112
32,500,2,AB,A,4,stage.schedule,10,0.000122037,0.00011922,0.010052062131903364
32,500,2,AB,A,5,stage.aggregate,1,0.009583278,0.009583157,0.7884566320706354
